,m1 rid,m1 algorithm,m1 configuration,m2 rid,m2 algorithm,m2 configuration,m2 runtime,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,703,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006409581593054854, 'RF:criterion': 'entropy', 'RF:max_features': 0.3402430901568834, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 8, 'RF:n_estimators': 177}",431,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 1.749817413725812e-10, 'GB:learning_rate': 0.3931191083162544, 'GB:min_samples_leaf': 8}",5.252640962600708,0.972,0.028,0.027,0.9863373620599053,0.6606686156633571,0.2989881214254289
1,703,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006409581593054854, 'RF:criterion': 'entropy', 'RF:max_features': 0.3402430901568834, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 8, 'RF:n_estimators': 177}",825,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 1.7567055802782232e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.3302693900026081, 'XT:max_features': 0.9204945973730122, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 105}",10.448701858520508,0.967,0.033,0.018000000000000002,0.9949039717170431,0.776565136047822,0.1804896234621598
2,703,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006409581593054854, 'RF:criterion': 'entropy', 'RF:max_features': 0.3402430901568834, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 8, 'RF:n_estimators': 177}",325,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0005625669600804622, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.8268110910952211, 'XT:max_features': 0.6499325755183277, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 63}",5.553718566894531,0.968,0.032,0.017,0.9952793076317861,0.7813307614860205,0.21366718563028345
3,703,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006409581593054854, 'RF:criterion': 'entropy', 'RF:max_features': 0.3402430901568834, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 8, 'RF:n_estimators': 177}",25,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0007164222951344236, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.929494768224532, 'XT:max_features': 0.8433626389822291, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 10, 'XT:n_estimators': 10}",1.9338912963867188,0.966,0.034,0.019,0.9947958614707886,0.7731078230406254,0.14953787724000334
4,703,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006409581593054854, 'RF:criterion': 'entropy', 'RF:max_features': 0.3402430901568834, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 8, 'RF:n_estimators': 177}",1136,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 2.5987391610514775e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.110257354630638, 'XT:max_features': 0.9475147305078063, 'XT:min_samples_leaf': 7, 'XT:min_samples_split': 2, 'XT:n_estimators': 3}",1.4066753387451172,0.967,0.033,0.032,0.9876316552323895,0.6669912503752823,0.1437197808101429
5,703,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006409581593054854, 'RF:criterion': 'entropy', 'RF:max_features': 0.3402430901568834, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 8, 'RF:n_estimators': 177}",865,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 5.886618847306391e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.3180941883954955, 'XT:max_features': 0.9347989757144571, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 3}",1.3486363887786865,0.969,0.031,0.032,0.9849660026651176,0.6489112326453899,0.19412356161322758
6,431,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 1.749817413725812e-10, 'GB:learning_rate': 0.3931191083162544, 'GB:min_samples_leaf': 8}",825,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 1.7567055802782232e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.3302693900026081, 'XT:max_features': 0.9204945973730122, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 105}",10.448701858520508,0.969,0.031,0.023,0.9910380881254668,0.7174572148410912,0.24657500583631292
7,431,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 1.749817413725812e-10, 'GB:learning_rate': 0.3931191083162544, 'GB:min_samples_leaf': 8}",325,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0005625669600804622, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.8268110910952211, 'XT:max_features': 0.6499325755183277, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 63}",5.553718566894531,0.97,0.03,0.022,0.9915966386554623,0.7204771921663115,0.2817030367770487
8,431,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 1.749817413725812e-10, 'GB:learning_rate': 0.3931191083162544, 'GB:min_samples_leaf': 8}",25,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0007164222951344236, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.929494768224532, 'XT:max_features': 0.8433626389822291, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 10, 'XT:n_estimators': 10}",1.9338912963867188,0.97,0.03,0.028,0.9865035849852382,0.667960782685447,0.2573466476462197
9,431,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 1.749817413725812e-10, 'GB:learning_rate': 0.3931191083162544, 'GB:min_samples_leaf': 8}",1136,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 2.5987391610514775e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.110257354630638, 'XT:max_features': 0.9475147305078063, 'XT:min_samples_leaf': 7, 'XT:min_samples_split': 2, 'XT:n_estimators': 3}",1.4066753387451172,0.968,0.032,0.035,0.9833920148807547,0.6366182154532992,0.18151446476640387
