,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",1.2807111740112305,0.951,0.8707015414592261,0.8927393281103952,0.951,0.9191624033757795,[0.96127563 0.87704918],0.951,0.8707015414592261,[0.98253783 0.75886525],0.870701541459226
1,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",1.6044788360595703,0.954,0.8813398393315666,0.900269705405382,0.954,0.9222857142857143,[0.96457143 0.88      ],0.954,0.8813398393315666,[0.98253783 0.78014184],0.8813398393315665
2,3,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",1.4081897735595703,0.948,0.8570992164730554,0.884299433067222,0.948,0.9186533863770556,[0.95696489 0.88034188],0.948,0.8570992164730554,[0.98370198 0.73049645],0.8570992164730553
3,17,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 13, 'KNN_COMB:p': 1, 'KNN_COMB:weights': 'uniform'}",1.4894185066223145,0.95,0.8641914150546157,0.8894783377541997,0.95,0.9207451425519129,[0.95913734 0.88235294],0.95,0.8641914150546157,[0.98370198 0.74468085],0.8641914150546157
4,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",9.537437677383423,0.949,0.8576812886500054,0.8861482617518435,0.949,0.922472304571696,[0.95701357 0.88793103],0.949,0.8576812886500054,[0.98486612 0.73049645],0.8576812886500054
5,6,AVG,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AVG'}",1.1617920398712158,0.946,0.8470429907776649,0.8782368698758016,0.946,0.9193662639303211,[0.95377678 0.88495575],0.946,0.8470429907776649,[0.98486612 0.70921986],0.847042990777665
6,23,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.4858947176087545}",1.1734135150909424,0.946,0.8470429907776649,0.8782368698758016,0.946,0.9193662639303211,[0.95377678 0.88495575],0.946,0.8470429907776649,[0.98486612 0.70921986],0.847042990777665
7,8,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",1.499640941619873,0.946,0.8411149365500046,0.8765714285714286,0.946,0.9254110936068123,[0.95173962 0.89908257],0.946,0.8411149365500046,[0.98719441 0.69503546],0.8411149365500045
8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.5214319229125977,0.952,0.9068519390021383,0.902081582361629,0.952,0.8974793305101835,[0.97426901 0.82068966],0.952,0.9068519390021383,[0.96973225 0.84397163],0.9068519390021385
9,1317,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'relu', 'NN:alpha': 0.0007846957886832038, 'NN:solver': 'adam', 'NN:tol': 0.09435809987342057, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.008642464126152707}",2.003410577774048,0.948,0.8541351893592253,0.8835292431192661,0.948,0.9214443625644805,[0.9559322  0.88695652],0.948,0.8541351893592253,[0.98486612 0.72340426],0.8541351893592252
