,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",2.409050703048706,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
1,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",2.2407288551330566,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
2,3,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",2.905418634414673,0.9421727189502593,0.5,0.48511273470029065,0.9421727189502593,0.47108635947512967,[0.         0.94217272],0.9421727189502593,0.5,[0. 1.],0.5
3,4,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 28, 'KNN_COMB:p': 1, 'KNN_COMB:weights': 'distance'}",8.262463331222534,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
4,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",3.453496217727661,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
5,6,AVG,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AVG'}",1.2535490989685059,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
6,7,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.8615719385398862}",1.2613377571105957,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
7,8,BC,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BC'}",1.7683663368225098,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
8,10,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",1.7981083393096924,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
9,71,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'tanh', 'NN:alpha': 1.1121067450340151e-05, 'NN:solver': 'lbfgs', 'NN:tol': 8.357701508892402e-05}",3.987337827682495,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
10,14,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'micro_recall', 'WV:weighting': 'rescaled'}",1.4267535209655762,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
11,16,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.1208622455596924,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
12,29,DS,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DS', 'DS:similarity': 'cosine'}",3.9601197242736816,0.9472078120231919,0.61040325595804,0.6535644447703551,0.9472078120231919,0.7857443822554585,[0.61702128 0.95446749],0.9472078120231919,0.61040325595804,[0.22955145 0.99125506],0.61040325595804
