,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,9,9,21,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",5.6422693729400635,0.8995908437465443,0.8283511262255672,0.7866851734234271,0.8995908437465443,0.7583396025674959,[0.96333639 0.55334282],0.8995908437465443,0.8283511262255672,[0.92135254 0.73534972],0.8283511262255672
1,Model,9,9,22,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 7.870659122506814e-09}",6.893335342407227,0.8699546610638063,0.725475460249783,0.7083982094840487,0.8699546610638063,0.6950206636234841,[0.93709077 0.45295056],0.8699546610638063,0.725475460249783,[0.91408892 0.536862  ],0.725475460249783
2,Model,9,9,88,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'Enc:ENC:encoder': 'one-hot', 'QDA:reg_param': 0.8975235024388077}",7.667330026626587,0.7426738914077187,0.7538460582401076,0.6233415275063258,0.7426738914077187,0.6204893288520468,[0.96014964 0.28082902],0.7426738914077187,0.7538460582401076,[0.73926111 0.768431  ],0.7538460582401075
3,Model,9,9,11,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 8.654799113648205e-05, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.8737850205429467, 'DTREE:min_samples_leaf': 4, 'DTREE:min_samples_split': 7, 'Enc:ENC:encoder': 'one-hot'}",12.450607299804688,0.9037929890523057,0.7364369392989928,0.7517534437799919,0.9037929890523057,0.7704160788890122,[0.93730793 0.60352423],0.9037929890523057,0.7364369392989928,[0.95491547 0.51795841],0.7364369392989929
4,Model,9,9,158,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.0002873409066665026, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 1.6048185681657363, 'DTREE:min_samples_leaf': 5, 'DTREE:min_samples_split': 5, 'Enc:ENC:encoder': 'one-hot'}",10.473565816879272,0.9062258100187991,0.7025568972068374,0.734732400345256,0.9062258100187991,0.7877508068901711,[0.92844279 0.64705882],0.9062258100187991,0.7025568972068374,[0.96844083 0.43667297],0.7025568972068374
5,Model,9,9,40,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.3936660452403056, 'AB:n_estimators': 94, 'Enc:ENC:encoder': 'one-hot'}",162.12751817703247,0.9046776512219397,0.6824115514320921,0.7189817614759019,0.9046776512219397,0.7890542204855622,[0.92353431 0.65457413],0.9046776512219397,0.6824115514320921,[0.97257358 0.39224953],0.6824115514320921
6,Model,9,9,114,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'Enc:ENC:encoder': 'one-hot', 'KNN_CLASS:n_neighbors': 1, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",116.22847628593445,0.8586752184009732,0.638323924939602,0.6438899317542858,0.8586752184009732,0.6503203273714349,[0.91498577 0.38565489],0.8586752184009732,0.638323924939602,[0.92598622 0.35066163],0.6383239249396021
7,Model,9,9,98,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 2.3830072410197745e-05, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.2440112130765681, 'XT:max_features': 0.9119131155997021, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 5, 'XT:n_estimators': 28}",60.567710161209106,0.9077739688156585,0.7235221877504252,0.7496301150487603,0.9077739688156585,0.7870038194333621,[0.93365676 0.64035088],0.9077739688156585,0.7235221877504252,[0.96405761 0.48298677],0.7235221877504252
8,Model,9,9,61,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 2.9827638449521345e-10, 'GB:learning_rate': 0.21156555169253993, 'GB:min_samples_leaf': 52}",31.393948554992676,0.9092115448413137,0.7362254131979503,0.7586980300922868,0.9092115448413137,0.7886993316552383,[0.93682927 0.6405694 ],0.9092115448413137,0.7362254131979503,[0.96205385 0.51039698],0.7362254131979503
9,Model,9,9,144,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 9.578393376861179e-05, 'GB:learning_rate': 0.276293788981713, 'GB:min_samples_leaf': 25}",27.175661087036133,0.9046776512219397,0.7307882927937899,0.749778188829294,0.9046776512219397,0.7742038897350542,[0.9357641  0.61264368],0.9046776512219397,0.7307882927937899,[0.95779587 0.50378072],0.7307882927937899
