,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",3.1642019748687744,0.7445537985181908,0.786478427770406,0.63508033381525,0.7445537985181908,0.632793429723607,[0.97205124 0.29353562],0.7445537985181908,0.786478427770406,[0.73174703 0.84120983],0.786478427770406,0.955,0.045,0.257,0.535,0.176,1.065
1,3,3,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",3.731293201446533,0.9076633860444543,0.7898750966190151,0.7823244415597481,0.9076633860444543,0.7753382556643911,[0.95138889 0.59928762],0.9076633860444543,0.7898750966190151,[0.94364433 0.63610586],0.7898750966190151,0.945,0.055,0.187,0.708,0.357,0.79
2,4,4,22,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.164781332015991,0.9077739688156585,0.8038767750969742,0.7881726974046382,0.9077739688156585,0.774710676324522,[0.95530371 0.59411765],0.9077739688156585,0.8038767750969742,[0.93951158 0.66824197],0.8038767750969741,0.944,0.056,0.156,0.746,0.428,0.663
3,5,5,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.977473497390747,0.9061152272475949,0.819336409359231,0.791857657932721,0.9061152272475949,0.7706176528709413,[0.95991235 0.58132296],0.9061152272475949,0.819336409359231,[0.93262367 0.70604915],0.8193364093592309,0.942,0.058,0.137,0.789,0.472,0.59
4,6,6,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.551315784454346,0.9039035718235099,0.8225937574350773,0.790146309900009,0.9039035718235099,0.766166507082827,[0.96111975 0.57121326],0.9039035718235099,0.8225937574350773,[0.92874139 0.71644612],0.8225937574350773,0.941,0.059,0.124,0.818,0.501,0.54
5,7,7,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.7380547523498535,0.9039035718235099,0.8225937574350773,0.790146309900009,0.9039035718235099,0.766166507082827,[0.96111975 0.57121326],0.9039035718235099,0.8225937574350773,[0.92874139 0.71644612],0.8225937574350773,0.941,0.059,0.129,0.821,0.475,0.518
6,8,8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",5.155721187591553,0.9010284197721995,0.8250654286806667,0.7873342581667304,0.9010284197721995,0.7607747098778738,[0.96219035 0.55935907],0.9010284197721995,0.8250654286806667,[0.92423294 0.72589792],0.8250654286806666,0.939,0.061,0.127,0.838,0.476,0.504
7,9,9,21,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",5.6422693729400635,0.8995908437465443,0.8283511262255672,0.7866851734234271,0.8995908437465443,0.7583396025674959,[0.96333639 0.55334282],0.8995908437465443,0.8283511262255672,[0.92135254 0.73534972],0.8283511262255672,0.938,0.062,0.12,0.851,0.496,0.489
8,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",6.814244270324707,0.9022448302554462,0.8237043582425934,0.7884015420141686,0.9022448302554462,0.7629962959087659,[0.96164348 0.56434911],0.9022448302554462,0.8237043582425934,[0.92623669 0.72117202],0.8237043582425934,0.938,0.062,0.112,0.864,0.519,0.472
9,11,11,12,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",6.698617458343506,0.9042353201371226,0.82442149919568,0.7912418056035384,0.9042353201371226,0.7668426759011637,[0.96161328 0.57207207],0.9042353201371226,0.82442149919568,[0.92861616 0.72022684],0.82442149919568,0.937,0.063,0.107,0.874,0.536,0.456
10,12,12,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.013823986053467,0.9041247373659184,0.8223090198659349,0.7903309670196281,0.9041247373659184,0.7665973960107935,[0.96101036 0.57218443],0.9041247373659184,0.8223090198659349,[0.92911709 0.71550095],0.8223090198659347,0.937,0.063,0.103,0.881,0.548,0.446
11,13,13,12,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",7.236181974411011,0.9041247373659184,0.8235389370191983,0.7907780623610068,0.9041247373659184,0.7666137399230933,[0.96136894 0.57185854],0.9041247373659184,0.8235389370191983,[0.92874139 0.71833648],0.8235389370191983,0.936,0.064,0.098,0.89,0.564,0.431
12,14,14,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 14, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.02509331703186,0.9040141545947141,0.8197865681517684,0.7892624678765385,0.9040141545947141,0.7663491395900571,[0.96028974 0.57240854],0.9040141545947141,0.8197865681517684,[0.92974327 0.70982987],0.8197865681517685,0.936,0.064,0.094,0.896,0.575,0.419
13,15,15,15,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.162210941314697,0.9051199823067566,0.8212326869970041,0.7912413140240615,0.9051199823067566,0.7685743571046706,[0.96057904 0.57656968],0.9051199823067566,0.8212326869970041,[0.93074515 0.71172023],0.821232686997004,0.936,0.064,0.091,0.901,0.586,0.407
14,16,16,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 16, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.803211212158203,0.9047882339931439,0.8198149176208226,0.7902852190706291,0.9047882339931439,0.7679007498101182,[0.96020672 0.57559478],0.9047882339931439,0.8198149176208226,[0.93074515 0.70888469],0.8198149176208226,0.935,0.065,0.089,0.906,0.59,0.399
15,17,17,21,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 17, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",9.47191309928894,0.9052305650779608,0.8196554148669587,0.7908074999247567,0.9052305650779608,0.7687974751959924,[0.96010844 0.57748651],0.9052305650779608,0.8196554148669587,[0.93137132 0.70793951],0.8196554148669587,0.935,0.065,0.087,0.909,0.598,0.388
16,18,18,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 18, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",9.725891828536987,0.9048988167643481,0.8157778111842502,0.788930793439875,0.9048988167643481,0.768124493823974,[0.9590259  0.57722309],0.9048988167643481,0.8157778111842502,[0.93212273 0.69943289],0.8157778111842502,0.935,0.065,0.084,0.913,0.606,0.38
17,19,19,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 19, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",10.446179151535034,0.9060046444763906,0.8159940128762223,0.7904694348237016,0.9060046444763906,0.770425134044659,[0.9589605  0.58188976],0.9060046444763906,0.8159940128762223,[0.93350031 0.69848771],0.8159940128762222,0.934,0.066,0.082,0.917,0.613,0.373
18,20,20,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 20, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",11.268970012664795,0.9055623133915736,0.8128737365547168,0.7887093113300756,0.9055623133915736,0.7695331094020545,[0.95811384 0.58095238],0.9055623133915736,0.8128737365547168,[0.93387602 0.69187146],0.8128737365547168,0.934,0.066,0.08,0.92,0.621,0.365
