,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,14,14,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 14, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.7851028442382812,0.9073678609604849
1,Model,14,14,269,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.18519716153672222, 'GB:learning_rate': 0.46090542177967603, 'GB:min_samples_leaf': 2}",4.332188367843628,0.8864965559391864
2,Model,14,14,362,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 7.999613501652862e-09, 'GB:learning_rate': 0.4497308077242039, 'GB:min_samples_leaf': 6}",4.181725978851318,0.881935009449759
3,Model,14,14,784,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 2.958553589106539e-06, 'RF:criterion': 'gini', 'RF:max_features': 0.40444614859787553, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 9}",2.3527369499206543,0.8754887365212424
4,Model,14,14,1348,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 4.249525508931924e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.7133293048563266, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 4, 'RF:n_estimators': 3}",1.7327423095703125,0.857224194613089
5,Model,14,14,618,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 31, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'distance'}",1.3702387809753418,0.8428536072576271
6,Model,14,14,807,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 3.988267199330403e-06, 'RF:criterion': 'gini', 'RF:max_features': 0.46466795932483995, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 65}",10.187364339828491,0.8905094848920164
7,Model,14,14,803,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 8.527053752217217e-05, 'RF:criterion': 'entropy', 'RF:max_features': 0.465060565701515, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 3, 'RF:n_estimators': 6}",2.2336111068725586,0.8647488398569273
8,Model,14,14,1271,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'relu', 'MLP:alpha': 1.464777772410021e-05, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 194, 'MLP:solver': 'lbfgs', 'MLP:tol': 3.251128154854213e-05}",198.72225260734558,0.8655405200675856
9,Model,14,14,1088,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.00019334995495853276, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 53, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.0019810043616699012}",57.07221817970276,0.8593452060054693
