,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,11,11,12,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",7.923308372497559,0.8759182238684009
1,Model,11,11,194,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 209.2014735626137, 'SVM:gamma': 0.033734986234263874, 'SVM:kernel': 'rbf', 'SVM:tol': 0.034271233934354335}",351.75192308425903,0.8137581053436087
2,Model,11,11,25,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 7.213250536651804e-06, 'GB:learning_rate': 0.24086658447264583, 'GB:min_samples_leaf': 194}",15.428428888320923,0.8263732351664862
3,Model,11,11,134,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.575688512169364e-06, 'GB:learning_rate': 0.4661274987337914, 'GB:min_samples_leaf': 4}",10.478267431259155,0.8148780920512129
4,Model,11,11,438,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 6.443654403042946e-09, 'GB:learning_rate': 0.1683935822587461, 'GB:min_samples_leaf': 189}",15.724862098693848,0.8254198045649375
5,Model,11,11,472,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0008647763587680956, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 147, 'MLP:solver': 'adam', 'MLP:tol': 0.007511059066055627, 'MLP:beta_1': 0.9, 'MLP:beta_2': 0.999, 'MLP:epsilon': 1e-08, 'MLP:learning_rate_init': 0.004406664281140057}",94.77670860290527,0.8085599117989245
6,Model,11,11,479,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 18, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'uniform'}",4.05491828918457,0.8260679076219244
7,Model,11,11,400,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 27, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",5.398675441741943,0.836490358727312
8,Model,11,11,410,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 26, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",5.48836612701416,0.839074898845085
9,Model,11,11,275,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 25, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",5.477487087249756,0.8435396731914473
10,Model,11,11,120,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 24, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",5.280854940414429,0.8457083670222266
11,Model,11,11,409,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 22, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",5.088500499725342,0.8475923672864744
