,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,18,18,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 18, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.250114917755127,0.955,0.8878499657361769,0.9033586104256732,0.955,0.9208715596330275,[0.96674312 0.875     ],0.955,0.8878499657361769,[0.98137369 0.79432624],0.8878499657361769
1,Model,18,18,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",21.953661918640137,0.952,0.8712836136361759,0.8945879707305932,0.952,0.9228086010586787,[0.96131968 0.88429752],0.952,0.8712836136361759,[0.98370198 0.75886525],0.8712836136361759
2,Model,18,18,26,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0007164222951344236, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.929494768224532, 'XT:max_features': 0.8433626389822291, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 10, 'XT:n_estimators': 10}",3.5822150707244873,0.953,0.871865685813126,0.8964481723102413,0.953,0.9265151515151515,[0.96136364 0.89166667],0.953,0.871865685813126,[0.98486612 0.75886525],0.8718656858131258
3,Model,18,18,504,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 0.0003334438359118814, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.7068566338380389, 'XT:max_features': 0.9189972681233146, 'XT:min_samples_leaf': 3, 'XT:min_samples_split': 3, 'XT:n_estimators': 40}",6.38121485710144,0.954,0.875411785103906,0.8989801386168186,0.954,0.9275096606775167,[0.96245734 0.89256198],0.954,0.875411785103906,[0.98486612 0.76595745],0.8754117851039059
4,Model,18,18,706,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0003166808854175737, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8604637330488993, 'XT:max_features': 0.9550166115361961, 'XT:min_samples_leaf': 4, 'XT:min_samples_split': 2, 'XT:n_estimators': 3}",2.539445161819458,0.954,0.8813398393315666,0.900269705405382,0.954,0.9222857142857143,[0.96457143 0.88      ],0.954,0.8813398393315666,[0.98253783 0.78014184],0.8813398393315665
5,Model,18,18,618,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.2676667664296873, 'GB:learning_rate': 0.421339329898125, 'GB:min_samples_leaf': 79}",7.813588619232178,0.954,0.8724477579900758,0.8983200707338638,0.954,0.9302835776762464,[0.96140749 0.89915966],0.954,0.8724477579900758,[0.98603027 0.75886525],0.8724477579900758
6,Model,18,18,50,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 1.0678096322528919e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.5150772721124501, 'XT:max_features': 0.9672787955739773, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 3, 'XT:n_estimators': 3}",2.228416919708252,0.957,0.8830860558624163,0.9058732879336122,0.957,0.9331659135890062,[0.96469248 0.90163934],0.957,0.8830860558624163,[0.98603027 0.78014184],0.8830860558624162
7,Model,18,18,196,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00013023611099923803, 'RF:criterion': 'entropy', 'RF:max_features': 0.31654436080447895, 'RF:min_samples_leaf': 3, 'RF:min_samples_split': 10, 'RF:n_estimators': 87}",33.494038343429565,0.954,0.8724477579900758,0.8983200707338638,0.954,0.9302835776762464,[0.96140749 0.89915966],0.954,0.8724477579900758,[0.98603027 0.75886525],0.8724477579900758
8,Model,18,18,296,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006326385013478017, 'RF:criterion': 'entropy', 'RF:max_features': 0.6441974964543813, 'RF:min_samples_leaf': 3, 'RF:min_samples_split': 9, 'RF:n_estimators': 13}",7.814220666885376,0.954,0.8694837308762456,0.8976494984825425,0.954,0.9331726534444541,[0.9603624  0.90598291],0.954,0.8694837308762456,[0.98719441 0.75177305],0.8694837308762456
9,Model,18,18,436,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0007365140869246427, 'RF:criterion': 'entropy', 'RF:max_features': 0.5008516817939054, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 6, 'RF:n_estimators': 4}",3.442382574081421,0.946,0.8559350721191556,0.8806366047745359,0.946,0.9112067074275794,[0.9568672  0.86554622],0.946,0.8559350721191556,[0.98137369 0.73049645],0.8559350721191555
10,Model,18,18,34,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 2.968029982259156e-10, 'GB:learning_rate': 0.47254612403768614, 'GB:min_samples_leaf': 43}",8.605177402496338,0.952,0.8653555594085156,0.8931994766774357,0.952,0.9283328977553214,[0.9592299 0.8974359],0.952,0.8653555594085156,[0.98603027 0.74468085],0.8653555594085156
11,Model,18,18,440,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.31046650774153745, 'GB:learning_rate': 0.04919468259994913, 'GB:min_samples_leaf': 6}",8.697680473327637,0.959,0.8842502002163162,0.9096675545685082,0.959,0.9407196969696969,[0.96477273 0.91666667],0.959,0.8842502002163162,[0.98835856 0.78014184],0.8842502002163162
