,m1 rid,m1 algorithm,m1 configuration,m2 rid,m2 algorithm,m2 configuration,m2 runtime,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",26,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0007164222951344236, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.929494768224532, 'XT:max_features': 0.8433626389822291, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 10, 'XT:n_estimators': 10}",3.5822150707244873,0.956,0.044,0.006,0.9996172981247607,0.9332563619918137,0.08287564188434919
1,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",504,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 0.0003334438359118814, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.7068566338380389, 'XT:max_features': 0.9189972681233146, 'XT:min_samples_leaf': 3, 'XT:min_samples_split': 3, 'XT:n_estimators': 40}",6.38121485710144,0.955,0.045,0.006,0.9995785924989464,0.9343487394957981,0.05934873949579832
2,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",706,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0003166808854175737, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8604637330488993, 'XT:max_features': 0.9550166115361961, 'XT:min_samples_leaf': 4, 'XT:min_samples_split': 2, 'XT:n_estimators': 3}",2.539445161819458,0.958,0.042,0.015,0.9972768532526476,0.8410293693343439,0.11222700462298739
3,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",618,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.2676667664296873, 'GB:learning_rate': 0.421339329898125, 'GB:min_samples_leaf': 79}",7.813588619232178,0.964,0.036,0.03,0.9872340425531915,0.6914629839321971,0.2182269063856169
4,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",50,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 1.0678096322528919e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.5150772721124501, 'XT:max_features': 0.9672787955739773, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 3, 'XT:n_estimators': 3}",2.228416919708252,0.959,0.041,0.028999999999999998,0.9919548636506111,0.7311896842364425,0.10709750112196471
5,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",196,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00013023611099923803, 'RF:criterion': 'entropy', 'RF:max_features': 0.31654436080447895, 'RF:min_samples_leaf': 3, 'RF:min_samples_split': 10, 'RF:n_estimators': 87}",33.494038343429565,0.957,0.043,0.013000000000000001,0.9980311084859225,0.8622932591334524,0.09301238110420322
6,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",296,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0006326385013478017, 'RF:criterion': 'entropy', 'RF:max_features': 0.6441974964543813, 'RF:min_samples_leaf': 3, 'RF:min_samples_split': 9, 'RF:n_estimators': 13}",7.814220666885376,0.959,0.041,0.015,0.997110423116615,0.8375285745968054,0.13608537840619753
7,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",436,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0007365140869246427, 'RF:criterion': 'entropy', 'RF:max_features': 0.5008516817939054, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 6, 'RF:n_estimators': 4}",3.442382574081421,0.961,0.039,0.024,0.9926386389661376,0.7535555651042692,0.16218226906385613
8,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",34,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 2.968029982259156e-10, 'GB:learning_rate': 0.47254612403768614, 'GB:min_samples_leaf': 43}",8.605177402496338,0.962,0.038,0.025,0.9916097997538876,0.7403510923988075,0.18354938625673975
9,696,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.000550555978910309, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.8182079679326597, 'XT:max_features': 0.8819659238981623, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 2, 'XT:n_estimators': 118}",440,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.31046650774153745, 'GB:learning_rate': 0.04919468259994913, 'GB:min_samples_leaf': 6}",8.697680473327637,0.957,0.043,0.015,0.9975342735970016,0.8447552965389823,0.08927174695214159
