,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",28.04519271850586,0.73113,0.7304328101055058,0.7303034530094203,0.73113,0.7302036156269225,[0.71199638 0.74841086],0.73113,0.7304328101055058,[0.71878191 0.74208371],0.7304328101055058
1,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",89.4368007183075,0.731275,0.7305095681627221,0.7304142626071263,0.731275,0.7303353228210123,[0.71266225 0.74800839],0.731275,0.7305095681627221,[0.71771826 0.74330088],0.730509568162722
2,3,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",53.34952521324158,0.71628,0.7111412214911307,0.7115217635501107,0.71628,0.7188814569356488,[0.73208548 0.70567743],0.71628,0.7111412214911307,[0.62526591 0.79701653],0.7111412214911308
3,6,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",72.83041262626648,0.730765,0.7301923137299273,0.7299989637993827,0.730765,0.7298691398335819,[0.71068173 0.74905655],0.730765,0.7301923137299273,[0.72062202 0.73976261],0.7301923137299273
4,7,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.2565392070523824}",4.267512798309326,0.714125,0.7175744561826047,0.7140631698705149,0.714125,0.7185361231474385,[0.66911177 0.76796047],0.714125,0.7175744561826047,[0.77521911 0.6599298 ],0.7175744561826047
5,8,AVG,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AVG'}",4.265061855316162,0.72374,0.7231003297722167,0.7229332698999957,0.72374,0.7228165283382548,[0.70360955 0.74202351],0.72374,0.7231003297722167,[0.71241065 0.73379001],0.7231003297722168
6,10,DS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DS', 'DS:similarity': 'manhattan'}",267.179701089859,0.73112,0.7289892602050674,0.7294214722711424,0.73112,0.7304102375431258,[0.7232133  0.73760718],0.73112,0.7289892602050674,[0.69338198 0.76459654],0.7289892602050674
7,21,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 0.00012104934519755511, 'NN:solver': 'adam', 'NN:tol': 0.0024248852337538027, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.0002124564662992083}",156.73056077957153,0.73658,0.735111470773399,0.7353370472570595,0.73658,0.7356748900953163,[0.72395371 0.74739608],0.73658,0.735111470773399,[0.71057054 0.7596524 ],0.735111470773399
8,12,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",185.65461492538452,0.738175,0.7368013844595883,0.7369927740967586,0.738175,0.7372614773534921,[0.72495814 0.74956481],0.738175,0.7368013844595883,[0.71384658 0.75975619],0.7368013844595883
9,17,BC,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BC'}",22.739245176315308,0.72374,0.7231003297722167,0.7229332698999957,0.72374,0.7228165283382548,[0.70360955 0.74202351],0.72374,0.7231003297722167,[0.71241065 0.73379001],0.7231003297722168
10,23,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'micro_f1', 'WV:weighting': 'bw_quadratic'}",13.964267492294312,0.73224,0.7304039515681162,0.7307500049645481,0.73224,0.7314094387445639,[0.72207099 0.74074788],0.73224,0.7304039515681162,[0.69972132 0.76108658],0.7304039515681163
