,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",1.9646892547607422,0.9834710743801653,0.9731273093718509,0.9266388783630163,0.9834710743801653,0.8895188053097345,[0.99778761 0.78125   ],0.9834710743801653,0.9731273093718509,[0.98471616 0.96153846],0.973127309371851,0.997,0.003,0.024,0.924,0.206,1.09
1,3,3,976,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'tanh', 'NN:alpha': 0.0025460519165619745, 'NN:solver': 'lbfgs', 'NN:tol': 0.03328336725806362}",1.403040885925293,0.9824380165289256,0.9725814578434666,0.9226775301541656,0.9824380165289256,0.8835079649033137,[0.99778516 0.76923077],0.9824380165289256,0.9725814578434666,[0.98362445 0.96153846],0.9725814578434667,0.994,0.006,0.017,0.954,0.426,0.711
2,4,4,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.4630041122436523,0.9824380165289256,0.9725814578434666,0.9226775301541656,0.9824380165289256,0.8835079649033137,[0.99778516 0.76923077],0.9824380165289256,0.9725814578434666,[0.98362445 0.96153846],0.9725814578434667,0.993,0.007,0.014,0.97,0.51,0.571
3,5,5,22,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.4612019062042236,0.9824380165289256,0.9725814578434666,0.9226775301541656,0.9824380165289256,0.8835079649033137,[0.99778516 0.76923077],0.9824380165289256,0.9725814578434666,[0.98362445 0.96153846],0.9725814578434667,0.993,0.007,0.013,0.975,0.534,0.512
4,6,6,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.4854023456573486,0.9824380165289256,0.9725814578434666,0.9226775301541656,0.9824380165289256,0.8835079649033137,[0.99778516 0.76923077],0.9824380165289256,0.9725814578434666,[0.98362445 0.96153846],0.9725814578434667,0.994,0.006,0.013,0.979,0.528,0.483
5,7,7,29,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.5059843063354492,0.9824380165289256,0.9725814578434666,0.9226775301541656,0.9824380165289256,0.8835079649033137,[0.99778516 0.76923077],0.9824380165289256,0.9725814578434666,[0.98362445 0.96153846],0.9725814578434667,0.993,0.007,0.012,0.982,0.563,0.469
6,8,8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.5513026714324951,0.9824380165289256,0.9725814578434666,0.9226775301541656,0.9824380165289256,0.8835079649033137,[0.99778516 0.76923077],0.9824380165289256,0.9725814578434666,[0.98362445 0.96153846],0.9725814578434667,0.993,0.007,0.012,0.983,0.543,0.511
7,9,9,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.5536563396453857,0.9824380165289256,0.9725814578434666,0.9226775301541656,0.9824380165289256,0.8835079649033137,[0.99778516 0.76923077],0.9824380165289256,0.9725814578434666,[0.98362445 0.96153846],0.9725814578434667,0.993,0.007,0.012,0.985,0.557,0.496
8,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.744563102722168,0.9803719008264463,0.9714897547866981,0.9149396687678923,0.9803719008264463,0.8720244504447794,[0.99778024 0.74626866],0.9803719008264463,0.9714897547866981,[0.98144105 0.96153846],0.9714897547866981,0.994,0.006,0.012,0.984,0.526,0.507
9,11,11,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.6053283214569092,0.9803719008264463,0.9714897547866981,0.9149396687678923,0.9803719008264463,0.8720244504447794,[0.99778024 0.74626866],0.9803719008264463,0.9714897547866981,[0.98144105 0.96153846],0.9714897547866981,0.994,0.006,0.012,0.985,0.543,0.493
