,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.744563102722168,0.9855371900826446,0.9560799462546188,0.9325301204819276,0.9855371900826446,0.9115953012504736,[0.9956044  0.82758621],0.9855371900826446,0.9560799462546188,[0.98908297 0.92307692],0.9560799462546188
1,Model,10,10,289,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 9.462874408109014, 'SVM:gamma': 0.001685904869182948, 'SVM:kernel': 'rbf', 'SVM:tol': 2.9382258460058214e-05}",2.4672720432281494,0.9896694214876033,0.9491938192811555,0.9491938192811555,0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9491938192811554
2,Model,10,10,893,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 2.439208919969675e-07, 'GB:learning_rate': 0.15838480200812927, 'GB:min_samples_leaf': 132}",3.2803232669830322,0.987603305785124,0.9299630500503864,0.9379049329655527,0.987603305785124,0.9461873638344227,[0.99237473 0.9       ],0.987603305785124,0.9299630500503864,[0.99454148 0.86538462],0.9299630500503864
3,Model,10,10,71,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.0006860555576071783, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.9130159589739353, 'DTREE:min_samples_leaf': 2, 'DTREE:min_samples_split': 8}",1.406517744064331,0.9896694214876033,0.9491938192811555,0.9491938192811555,0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9491938192811554
4,Model,10,10,96,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.8405452228927226e-10, 'GB:learning_rate': 0.03445976309548294, 'GB:min_samples_leaf': 63}",3.9609644412994385,0.9907024793388429,0.9497396708095398,0.9538556877949564,0.9907024793388429,0.9580580323732546,[0.99454744 0.92156863],0.9907024793388429,0.9497396708095398,[0.99563319 0.90384615],0.9497396708095398
5,Model,10,10,886,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.07461833762949512, 'SVM:gamma': 0.0010210685774046141, 'SVM:kernel': 'poly', 'SVM:tol': 0.060142682585043385, 'SVM:coef0': 1.9842948978820187, 'SVM:degree': 3}",88.64623999595642,0.9896694214876033,0.9401242861941552,0.9482541108046272,0.9896694214876033,0.9567320261437908,[0.99346405 0.92      ],0.9896694214876033,0.9401242861941552,[0.99563319 0.88461538],0.9401242861941551
6,Model,10,10,1166,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.09142932844259269, 'SVM:gamma': 0.0012832292008373586, 'SVM:kernel': 'poly', 'SVM:tol': 0.002311640431311117, 'SVM:coef0': 1.6831584893664042, 'SVM:degree': 3}",360.55469608306885,0.9865702479338843,0.9112781323480013,0.9308050565535595,0.9865702479338843,0.9525608150252962,[0.99022801 0.91489362],0.9865702479338843,0.9112781323480013,[0.99563319 0.82692308],0.9112781323480014
7,Model,10,10,140,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 36.82110973276555, 'SVM:gamma': 0.0017849606021995525, 'SVM:kernel': 'poly', 'SVM:tol': 0.046430777911791024, 'SVM:coef0': 0.7148219756988854, 'SVM:degree': 2}",172.6310682296753,0.9917355371900827,0.9502855223379241,0.9586032886437017,0.9917355371900827,0.967276688453159,[0.99455338 0.94      ],0.9917355371900827,0.9502855223379241,[0.99672489 0.90384615],0.950285522337924
8,Model,10,10,904,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 0.6312101857310454, 'SVM:gamma': 0.0011017848630125746, 'SVM:kernel': 'poly', 'SVM:tol': 0.02315842504591005, 'SVM:coef0': 0.22206206836022438, 'SVM:degree': 2}",5.849284648895264,0.984504132231405,0.9101864292912327,0.9216553807969352,0.984504132231405,0.9338788834358553,[0.99020675 0.87755102],0.984504132231405,0.9101864292912327,[0.99344978 0.82692308],0.9101864292912328
9,Model,10,10,906,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 1.9333896361116925, 'SVM:gamma': 0.021077905973655435, 'SVM:kernel': 'poly', 'SVM:tol': 5.5109940394838325e-05, 'SVM:coef0': 0.9759406200442686, 'SVM:degree': 2}",460.13764929771423,0.984504132231405,0.9011168962042324,0.9201596806387224,0.984504132231405,0.9413796289879178,[0.98914224 0.89361702],0.984504132231405,0.9011168962042324,[0.99454148 0.80769231],0.9011168962042324
