,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,16,16,1546,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 16, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 0.00011054812019496528, 'NN:solver': 'adam', 'NN:tol': 0.07514509193008802, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.007828778001572468}",2.3986823558807373,0.810843373493976,0.8205439382623849,0.7760884992551176,0.810843373493976,0.7602889432157725,[0.9380863  0.58249158],0.810843373493976,0.8205439382623849,[0.80128205 0.83980583],0.8205439382623848
1,Model,16,16,1039,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.025007959317266737}",1.2845995426177979,0.810843373493976,0.8205439382623849,0.7760884992551176,0.810843373493976,0.7602889432157725,[0.9380863  0.58249158],0.810843373493976,0.8205439382623849,[0.80128205 0.83980583],0.8205439382623848
2,Model,16,16,933,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.7621270454770608, 'AB:n_estimators': 16}",1.828193187713623,0.7879518072289157,0.8069454817027633,0.7545962799698958,0.7879518072289157,0.7423349056603774,[0.9375     0.54716981],0.7879518072289157,0.8069454817027633,[0.76923077 0.84466019],0.8069454817027631
3,Model,16,16,696,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.08000729040747834}",1.2599287033081055,0.7831325301204819,0.8086180607418472,0.7515317221146747,0.7831325301204819,0.7409326110193373,[0.94223108 0.53963415],0.7831325301204819,0.8086180607418472,[0.75801282 0.8592233 ],0.808618060741847
4,Model,16,16,997,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.10742336387159812}",1.270510196685791,0.7831325301204819,0.8086180607418472,0.7515317221146747,0.7831325301204819,0.7409326110193373,[0.94223108 0.53963415],0.7831325301204819,0.8086180607418472,[0.75801282 0.8592233 ],0.808618060741847
5,Model,16,16,473,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.3399422518180453, 'AB:n_estimators': 18}",1.9441454410552979,0.7831325301204819,0.8086180607418472,0.7515317221146747,0.7831325301204819,0.7409326110193373,[0.94223108 0.53963415],0.7831325301204819,0.8086180607418472,[0.75801282 0.8592233 ],0.808618060741847
6,Model,16,16,1053,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.0001129492663143141, 'GB:learning_rate': 0.10550102775562552, 'GB:min_samples_leaf': 17}",6.479167699813843,0.7831325301204819,0.8086180607418472,0.7515317221146747,0.7831325301204819,0.7409326110193373,[0.94223108 0.53963415],0.7831325301204819,0.8086180607418472,[0.75801282 0.8592233 ],0.808618060741847
7,Model,16,16,43,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.7631504811937104, 'AB:n_estimators': 60}",3.8634603023529053,0.7831325301204819,0.8086180607418472,0.7515317221146747,0.7831325301204819,0.7409326110193373,[0.94223108 0.53963415],0.7831325301204819,0.8086180607418472,[0.75801282 0.8592233 ],0.808618060741847
8,Model,16,16,591,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.2470473809905998, 'AB:n_estimators': 38}",2.884361982345581,0.7783132530120482,0.805412932536719,0.7469998475902697,0.7783132530120482,0.7374497991967872,[0.94176707 0.53313253],0.7783132530120482,0.805412932536719,[0.75160256 0.8592233 ],0.8054129325367189
9,Model,16,16,32,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.613983092783252, 'AB:n_estimators': 54}",3.5959384441375732,0.7783132530120482,0.805412932536719,0.7469998475902697,0.7783132530120482,0.7374497991967872,[0.94176707 0.53313253],0.7783132530120482,0.805412932536719,[0.75160256 0.8592233 ],0.8054129325367189
10,Model,16,16,63,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.7604151406087922, 'AB:n_estimators': 37}",2.8021023273468018,0.7819277108433735,0.807816778690565,0.7503966770508826,0.7819277108433735,0.7400548447178592,[0.94211577 0.53799392],0.7819277108433735,0.807816778690565,[0.75641026 0.8592233 ],0.807816778690565
