,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,20,20,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 20, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.5684869289398193,0.9093432007400555,0.8887991973177862,0.8902378880185668,0.9093432007400555,0.8917170027955272,[0.93359375 0.84984026],0.9093432007400555,0.8887991973177862,[0.93848168 0.83911672],0.8887991973177862
1,Model,20,20,762,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 2, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'distance'}",1.6280956268310547,0.9047178538390379,0.87998992518209,0.883872185665996,0.9047178538390379,0.8880624077588024,[0.92645161 0.8496732 ],0.9047178538390379,0.87998992518209,[0.93979058 0.82018927],0.87998992518209
2,Model,20,20,1014,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'KNN_CLASS:n_neighbors': 3, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'distance'}",1.4178986549377441,0.902867715078631,0.8768353510495979,0.8813901506957964,0.902867715078631,0.8863755672966199,[0.92406692 0.84868421],0.902867715078631,0.8768353510495979,[0.93979058 0.81388013],0.8768353510495979
3,Model,20,20,121,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'relu', 'MLP:alpha': 0.00024786063846444405, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 185, 'MLP:solver': 'lbfgs', 'MLP:tol': 9.440834191326659e-05}",206.21634221076965,0.9130434782608695,0.8904941615604407,0.894120319429162,0.9130434782608695,0.8980043599390619,[0.93281654 0.86319218],0.9130434782608695,0.8904941615604407,[0.94502618 0.83596215],0.8904941615604407
4,Model,20,20,90,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0008537499815480146, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 26, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.002212881694021056}",26.663347959518433,0.9130434782608695,0.8914169983649066,0.8943211694621939,0.9130434782608695,0.8973896238912085,[0.93393782 0.86084142],0.9130434782608695,0.8914169983649066,[0.94371728 0.83911672],0.8914169983649067
5,Model,20,20,884,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 6.0859374308791395e-05, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 102, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.0001744742685863064}",124.2716588973999,0.9056429232192414,0.88064437544387,0.8848895477512841,0.9056429232192414,0.8895027040730099,[0.92654639 0.85245902],0.9056429232192414,0.88064437544387,[0.94109948 0.82018927],0.8806443754438701
6,Model,20,20,84,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0004012753008923919, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 97, 'MLP:solver': 'lbfgs', 'MLP:tol': 3.175493104566597e-05}",110.68639922142029,0.9074930619796485,0.8828761127718963,0.8871466154424354,0.9074930619796485,0.8917863782322123,[0.92783505 0.8557377 ],0.9074930619796485,0.8828761127718963,[0.94240838 0.82334385],0.8828761127718961
7,Model,20,20,99,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0001688792772481945, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 72, 'MLP:solver': 'lbfgs', 'MLP:tol': 1.3993628483115724e-05}",76.69484686851501,0.9093432007400555,0.8851078500999223,0.8894036831335868,0.9093432007400555,0.8940700523914146,[0.92912371 0.85901639],0.9093432007400555,0.8851078500999223,[0.94371728 0.82649842],0.8851078500999224
8,Model,20,20,100,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.00023021997716417527, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 61, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.00023068655348283933}",64.60425472259521,0.913968547641073,0.8911486118222207,0.8951467307469674,0.913968547641073,0.8994581488509382,[0.93290323 0.86601307],0.913968547641073,0.8911486118222207,[0.94633508 0.83596215],0.8911486118222208
9,Model,20,20,116,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 0.0009265370600470736, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 76, 'MLP:solver': 'lbfgs', 'MLP:tol': 8.194958123655351e-05}",85.48982405662537,0.913968547641073,0.8911486118222207,0.8951467307469674,0.913968547641073,0.8994581488509382,[0.93290323 0.86601307],0.913968547641073,0.8911486118222207,[0.94633508 0.83596215],0.8911486118222208
