,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",1.49106764793396,0.9315448658649399,0.9155800452541001,0.9171184052385096,0.9315448658649399,0.9186988318690096,[0.94921875 0.88817891],0.9315448658649399,0.9155800452541001,[0.95418848 0.87697161],0.9155800452541001
1,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",1.6231484413146973,0.9315448658649399,0.9155800452541001,0.9171184052385096,0.9315448658649399,0.9186988318690096,[0.94921875 0.88817891],0.9315448658649399,0.9155800452541001,[0.95418848 0.87697161],0.9155800452541001
2,3,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",1.6429574489593506,0.9315448658649399,0.9155800452541001,0.9171184052385096,0.9315448658649399,0.9186988318690096,[0.94921875 0.88817891],0.9315448658649399,0.9155800452541001,[0.95418848 0.87697161],0.9155800452541001
3,166,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 49, 'KNN_COMB:p': 2, 'KNN_COMB:weights': 'uniform'}",1.3743104934692383,0.9278445883441259,0.907425223380184,0.9119743600450996,0.9278445883441259,0.9169067939834376,[0.94201031 0.89180328],0.9278445883441259,0.907425223380184,[0.95680628 0.85804416],0.907425223380184
4,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",10.362118244171143,0.9269195189639223,0.904925099509472,0.9105879175012067,0.9269195189639223,0.9168529869334943,[0.93966624 0.89403974],0.9269195189639223,0.904925099509472,[0.95811518 0.85173502],0.904925099509472
5,6,AVG,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AVG'}",1.3816940784454346,0.9176688251618872,0.8873065552380796,0.8978656772666231,0.9176688251618872,0.9107161622530475,[0.92559899 0.89583333],0.9176688251618872,0.8873065552380796,[0.96073298 0.81388013],0.8873065552380796
6,12,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.5507749203275155}",1.2852697372436523,0.9176688251618872,0.8873065552380796,0.8978656772666231,0.9176688251618872,0.9107161622530475,[0.92559899 0.89583333],0.9176688251618872,0.8873065552380796,[0.96073298 0.81388013],0.8873065552380796
7,8,BC,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BC'}",1.516740083694458,0.9176688251618872,0.8873065552380796,0.8978656772666231,0.9176688251618872,0.9107161622530475,[0.92559899 0.89583333],0.9176688251618872,0.8873065552380796,[0.96073298 0.81388013],0.8873065552380796
8,1987,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 0.005950044724924525, 'NN:solver': 'adam', 'NN:tol': 0.0003066484398400958, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.004060001198399432}",3.3372137546539307,0.9315448658649399,0.9155800452541001,0.9171184052385096,0.9315448658649399,0.9186988318690096,[0.94921875 0.88817891],0.9315448658649399,0.9155800452541001,[0.95418848 0.87697161],0.9155800452541001
9,97,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_f1', 'WV:weighting': 'logarithmic'}",1.3841102123260498,0.9250693802035153,0.9017705253769799,0.9081462132775251,0.9250693802035153,0.9152966282543747,[0.93725992 0.89333333],0.9250693802035153,0.9017705253769799,[0.95811518 0.84542587],0.9017705253769799
