,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,20,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",3.3858580589294434,0.8458407341622262,0.716271115126584,0.7177679307597383,0.8458407341622262,0.7193040359607524,[0.42421875 0.81701738 0.91667597],0.8458407341622262,0.716271115126584,[0.42093023 0.80522994 0.92265318],0.8090383417100073,0.892,0.108,0.093,0.954,0.646,0.32
1,3,3,16,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.19110894203186,0.8433984606275903,0.7365793969285201,0.7271911899583884,0.8433984606275903,0.7225899005357673,[0.40036675 0.83988495 0.92751801],0.8433984606275903,0.7365793969285201,[0.50775194 0.78990081 0.91208544],0.8220642401890397,0.891,0.109,0.082,0.962,0.681,0.272
2,4,4,16,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.947176456451416,0.8443605683836589,0.7386773396454321,0.7277993951408582,0.8443605683836589,0.7203930334885488,[0.40238544 0.82610024 0.93269342],0.8443605683836589,0.7386773396454321,[0.49689922 0.81244364 0.90668915],0.8245952728589633,0.888,0.112,0.074,0.969,0.712,0.24
3,5,5,19,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",6.12722373008728,0.8439905269390172,0.7449295309780689,0.7307126949483963,0.8439905269390172,0.7222754515988804,[0.39727649 0.83384805 0.93570181],0.8439905269390172,0.7449295309780689,[0.52015504 0.81154193 0.90309162],0.828459456685003,0.887,0.113,0.069,0.973,0.729,0.223
4,6,6,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",7.185322046279907,0.8514653641207816,0.7366918923278831,0.733871805056807,0.8514653641207816,0.7316764315845902,[0.44048468 0.83025262 0.924292  ],0.8514653641207816,0.7366918923278831,[0.47906977 0.81003907 0.92096684],0.822797625973882,0.885,0.115,0.065,0.976,0.743,0.211
5,7,7,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",7.533429145812988,0.8507992895204263,0.7384740387496272,0.7345592705239515,0.8507992895204263,0.7316865149454529,[0.43880389 0.83142237 0.92483328],0.8507992895204263,0.7384740387496272,[0.48914729 0.80643222 0.91984261],0.8237927004946719,0.884,0.116,0.063,0.978,0.752,0.202
6,8,8,17,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.266933679580688,0.849911190053286,0.7382424370922974,0.7333570638990667,0.849911190053286,0.7297351548447332,[0.43209877 0.83127318 0.92583352],0.849911190053286,0.7382424370922974,[0.48837209 0.80853622 0.917819  ],0.8237959281925836,0.883,0.117,0.06,0.979,0.762,0.192
7,9,9,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",9.361512422561646,0.8492451154529307,0.7387860292334171,0.7329697497400832,0.8492451154529307,0.728530973917738,[0.43022464 0.82831695 0.92705133],0.8492451154529307,0.7387860292334171,[0.48992248 0.81064022 0.91579539],0.8242086681709391,0.881,0.119,0.058,0.981,0.77,0.186
8,10,10,20,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",10.253618955612183,0.8470988750740083,0.7349883104106674,0.7287866420817991,0.8470988750740083,0.7243322353629869,[0.41605351 0.8301945  0.92674869],0.8470988750740083,0.7349883104106674,[0.48217054 0.80823565 0.91455874],0.8217757589139651,0.882,0.118,0.065,0.977,0.75,0.211
9,11,11,16,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.05311756883388978}",1.2947828769683838,0.8283747779751333,0.7394469587121213,0.719821625290149,0.8283747779751333,0.7051342481566151,[0.43940376 0.73133926 0.94465972],0.8283747779751333,0.7394469587121213,[0.5255814  0.81574992 0.87700956],0.824472307973218,0.881,0.119,0.063,0.978,0.757,0.204
10,12,12,44,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.05359235065357227}",1.2799062728881836,0.8265245707519242,0.7386055942464651,0.7182721355063938,0.8265245707519242,0.7032395004382995,[0.43834732 0.72629888 0.94507231],0.8265245707519242,0.7386055942464651,[0.52635659 0.81514878 0.87431141],0.8237711849467805,0.88,0.12,0.064,0.978,0.755,0.212
11,13,13,118,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.06115782361452725}",1.3439738750457764,0.8248963883955003,0.7382529492415447,0.717049184721097,0.8248963883955003,0.7016049835111682,[0.43758044 0.72118959 0.94604492],0.8248963883955003,0.7382529492415447,[0.52713178 0.81635107 0.871276  ],0.8234675156536875,0.879,0.121,0.067,0.976,0.746,0.222
12,14,14,23,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 14, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.05424284105771033}",1.2851743698120117,0.8215660153937241,0.738972497488355,0.7150603755428473,0.8215660153937241,0.6983812999866615,[0.43016069 0.7173624  0.9476208 ],0.8215660153937241,0.738972497488355,[0.53953488 0.81094079 0.86644182],0.8236292671328139,0.88,0.12,0.071,0.973,0.735,0.231
13,15,15,109,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.06115782361452725}",1.3241562843322754,0.8208999407933688,0.7392652251285757,0.7147971837107591,0.8208999407933688,0.697869860722179,[0.43033292 0.71492853 0.94834813],0.8208999407933688,0.7392652251285757,[0.54108527 0.8118425  0.8648679 ],0.8237890523882916,0.879,0.121,0.073,0.972,0.73,0.237
14,16,16,16,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 16, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",14.720008850097656,0.8454706927175843,0.732530423436515,0.7267171598824057,0.8454706927175843,0.7228051400336684,[0.41278296 0.83099907 0.9246334 ],0.8454706927175843,0.732530423436515,[0.48062016 0.8025248  0.91444632],0.8196333016593735,0.879,0.121,0.077,0.97,0.719,0.246
15,17,17,58,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 17, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.01174966813065519}",1.2887227535247803,0.8179396092362344,0.7382708191880113,0.7125096462745882,0.8179396092362344,0.6950827880649175,[0.42892157 0.70695971 0.94936709],0.8179396092362344,0.7382708191880113,[0.54263566 0.81214307 0.86003373],0.8229114695076809,0.878,0.122,0.077,0.97,0.72,0.244
16,18,18,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 18, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",16.11087727546692,0.844582593250444,0.731988075669196,0.7258746214144586,0.844582593250444,0.721844314361023,[0.41044283 0.83073566 0.92435445],0.844582593250444,0.731988075669196,[0.48139535 0.80102194 0.91354694],0.81917957834469,0.879,0.121,0.092,0.952,0.686,0.269
17,19,19,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 19, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",16.85028648376465,0.8451746595618709,0.7344643312037568,0.7277282443007498,0.8451746595618709,0.7233121695529222,[0.41284404 0.83193015 0.92516232],0.8451746595618709,0.7344643312037568,[0.48837209 0.80192365 0.91309725],0.8207394062368341,0.881,0.119,0.126,0.891,0.629,0.306
18,20,20,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 20, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",17.65381669998169,0.8442125518058022,0.7308870688969223,0.7248768919849665,0.8442125518058022,0.7209459702654583,[0.40846001 0.83000624 0.92437166],0.8442125518058022,0.7308870688969223,[0.47906977 0.79981966 0.91377178],0.8185512628378564,0.88,0.12,0.125,0.894,0.63,0.304
