,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",1.5215098857879639,0.947,0.8713372798652566,0.8861779189457928,0.947,0.9029529816513762,[0.96215596 0.84375   ],0.947,0.8713372798652566,[0.97671711 0.76595745],0.8713372798652566,0.962,0.038,0.023,0.993,0.757,0.272
1,3,3,22,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.4295692443847656,0.942,0.8773190003219974,0.8795681063122924,0.942,0.8818589727521119,[0.96515679 0.79856115],0.942,0.8773190003219974,[0.96740396 0.78723404],0.8773190003219973,0.961,0.039,0.033,0.987,0.694,0.311
2,4,4,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.5173943042755127,0.942,0.8773190003219974,0.8795681063122924,0.942,0.8818589727521119,[0.96515679 0.79856115],0.942,0.8773190003219974,[0.96740396 0.78723404],0.8773190003219973,0.961,0.039,0.028,0.991,0.732,0.238
3,5,5,19,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.5046308040618896,0.942,0.8802830274358275,0.8802830274358275,0.942,0.8802830274358275,[0.96623981 0.79432624],0.942,0.8802830274358275,[0.96623981 0.79432624],0.8802830274358276,0.963,0.037,0.026,0.991,0.739,0.222
4,6,6,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.6015124320983887,0.939,0.8785368109049778,0.875198199580584,0.939,0.8719496365524403,[0.9661215  0.77777778],0.939,0.8785368109049778,[0.96274738 0.79432624],0.8785368109049778,0.962,0.038,0.025,0.992,0.749,0.23
5,7,7,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.5675323009490967,0.94,0.8820829101957579,0.8776019779520363,0.94,0.8732809034079452,[0.96725146 0.77931034],0.94,0.8820829101957579,[0.96274738 0.80141844],0.8820829101957579,0.961,0.039,0.024,0.992,0.759,0.22
6,8,8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.6636602878570557,0.939,0.881500838018808,0.8759232025645249,0.939,0.8705928587469122,[0.96721311 0.7739726 ],0.939,0.881500838018808,[0.96158324 0.80141844],0.881500838018808,0.962,0.038,0.024,0.992,0.758,0.222
7,9,9,15,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.6243350505828857,0.939,0.8874288922464684,0.8773423094633424,0.939,0.8680392156862745,[0.96941176 0.76666667],0.939,0.8874288922464684,[0.95925495 0.81560284],0.8874288922464683,0.962,0.038,0.026,0.99,0.739,0.243
8,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.7076094150543213,0.94,0.8909749915372485,0.8796958711622982,0.94,0.8693827564957606,[0.97055359 0.76821192],0.94,0.8909749915372485,[0.95925495 0.82269504],0.8909749915372485,0.962,0.038,0.025,0.991,0.746,0.23
9,11,11,22,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.690725326538086,0.94,0.8909749915372485,0.8796958711622982,0.94,0.8693827564957606,[0.97055359 0.76821192],0.94,0.8909749915372485,[0.95925495 0.82269504],0.8909749915372485,0.962,0.038,0.023,0.992,0.759,0.219
