,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,9,9,15,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.6243350505828857,0.946,0.8826113161436273,0.8871982553330158,0.946,0.8919572700899088,[0.96639629 0.81751825],0.946,0.8826113161436273,[0.97089639 0.79432624],0.8826113161436274
1,Model,9,9,305,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 7.718102969222644e-05, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 0.9684146581011023, 'XT:max_features': 0.8925136074574158, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 3, 'XT:n_estimators': 123}",18.65301275253296,0.948,0.8659912978145461,0.886538192989806,0.948,0.910939918977297,[0.96009122 0.86178862],0.948,0.8659912978145461,[0.98020955 0.75177305],0.8659912978145461
2,Model,9,9,325,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 2.3830072410197745e-05, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.2440112130765681, 'XT:max_features': 0.9119131155997021, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 5, 'XT:n_estimators': 28}",4.188354015350342,0.949,0.8754654513329866,0.8904730918157628,0.949,0.907432626146789,[0.96330275 0.8515625 ],0.949,0.8754654513329866,[0.97788126 0.77304965],0.8754654513329866
3,Model,9,9,27,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0007164222951344236, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 0.929494768224532, 'XT:max_features': 0.8433626389822291, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 10, 'XT:n_estimators': 10}",2.8019344806671143,0.95,0.867155442168446,0.890195802844368,0.95,0.9181075414398405,[0.96018203 0.87603306],0.95,0.867155442168446,[0.98253783 0.75177305],0.8671554421684459
4,Model,9,9,122,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 9.68225667579006e-10, 'GB:learning_rate': 0.21978009905199802, 'GB:min_samples_leaf': 200}",4.231597423553467,0.951,0.8707015414592261,0.8927393281103952,0.951,0.9191624033757795,[0.96127563 0.87704918],0.951,0.8707015414592261,[0.98253783 0.75886525],0.870701541459226
5,Model,9,9,722,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.00037498946332705185, 'RF:criterion': 'entropy', 'RF:max_features': 0.37014828738274963, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 166}",37.41425371170044,0.952,0.8742476407500062,0.8952660242982824,0.952,0.9202102511332981,[0.96237172 0.87804878],0.952,0.8742476407500062,[0.98253783 0.76595745],0.8742476407500063
6,Model,9,9,492,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 9.578393376861179e-05, 'GB:learning_rate': 0.276293788981713, 'GB:min_samples_leaf': 25}",6.326136112213135,0.954,0.8783758122177363,0.8996299399525206,0.954,0.9248454172112988,[0.96351197 0.88617886],0.954,0.8783758122177363,[0.98370198 0.77304965],0.8783758122177363
7,Model,9,9,467,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 1.0787155774371564e-10, 'GB:learning_rate': 0.337274041520787, 'GB:min_samples_leaf': 14}",6.663580894470215,0.953,0.8748297129269561,0.8971173147181343,0.953,0.9238302401135218,[0.96241458 0.8852459 ],0.953,0.8748297129269561,[0.98370198 0.76595745],0.8748297129269561
8,Model,9,9,373,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.00017871092958871736, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.468045558448787, 'XT:max_features': 0.9531891772864098, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 4}",2.066189765930176,0.951,0.8677375143453958,0.8920417115574855,0.951,0.921780303030303,[0.96022727 0.88333333],0.951,0.8677375143453958,[0.98370198 0.75177305],0.8677375143453958
9,Model,9,9,547,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 5.413455179289632e-07, 'GB:learning_rate': 0.1521463964267239, 'GB:min_samples_leaf': 7}",6.695083141326904,0.949,0.8665733699914959,0.8883613415026563,0.949,0.9144945666380373,[0.96013667 0.86885246],0.949,0.8665733699914959,[0.98137369 0.75177305],0.866573369991496
