,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,13,13,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.162926197052002,0.8305828429687472
1,Model,13,13,206,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'Enc:ENC:encoder': 'one-hot', 'QDA:reg_param': 0.851980514848154}",7.320486068725586,0.7463880430129383
2,Model,13,13,44,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 8.627715167986882e-05, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 0.5798875728074455, 'DTREE:min_samples_leaf': 7, 'DTREE:min_samples_split': 5, 'Enc:ENC:encoder': 'one-hot'}",10.25845980644226,0.7228168140224931
3,Model,13,13,61,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.00018282767897847562, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 0.5797024041183172, 'DTREE:min_samples_leaf': 1, 'DTREE:min_samples_split': 10, 'Enc:ENC:encoder': 'one-hot'}",9.602136373519897,0.7391454794728964
4,Model,13,13,182,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 1.644245150022916e-05, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 1.5491361979415184, 'DTREE:min_samples_leaf': 4, 'DTREE:min_samples_split': 7, 'Enc:ENC:encoder': 'one-hot'}",9.074404001235962,0.695363157346747
5,Model,13,13,52,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'Enc:ENC:encoder': 'one-hot', 'QDA:reg_param': 0.11714274253384727}",7.336813688278198,0.72277890221405
6,Model,13,13,60,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 0.9856499652841908, 'AB:n_estimators': 76, 'Enc:ENC:encoder': 'one-hot'}",104.07160544395447,0.6775473938378707
7,Model,13,13,42,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.00023156486575495372, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 1.955276500858475, 'DTREE:min_samples_leaf': 2, 'DTREE:min_samples_split': 3, 'Enc:ENC:encoder': 'one-hot'}",9.488065958023071,0.7491228576157056
8,Model,13,13,116,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 2.3830072410197745e-05, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.2440112130765681, 'XT:max_features': 0.9119131155997021, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 5, 'XT:n_estimators': 28}",47.538729429244995,0.71800180233963
9,Model,13,13,1,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0, 'RF:criterion': 'gini', 'RF:max_features': 0.5, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 50}",103.484623670578,0.7122618059721664
