,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",1.8620548248291016,0.9834710743801653,0.9459187101108499,0.9228915662650603,0.9834710743801653,0.9024251610458507,[0.99450549 0.81034483],0.9834710743801653,0.9459187101108499,[0.98799127 0.90384615],0.9459187101108498,0.992,0.008,0.018,0.992,0.521,0.902
1,3,3,17,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.7379250526428223,0.984504132231405,0.9646036278132348,0.9295142209428202,0.984504132231405,0.8999855405136732,[0.99669239 0.80327869],0.984504132231405,0.9646036278132348,[0.98689956 0.94230769],0.9646036278132347,0.992,0.008,0.014,0.991,0.59,0.722
2,4,4,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.6916742324829102,0.9834710743801653,0.9640577762848506,0.9254337820401718,0.9834710743801653,0.8935056611835077,[0.99668874 0.79032258],0.9834710743801653,0.9640577762848506,[0.98580786 0.94230769],0.9640577762848506,0.992,0.008,0.013,0.992,0.586,0.663
3,5,5,43,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.7767784595489502,0.981404958677686,0.9720356063150823,0.9187783185098171,0.981404958677686,0.8776792313377679,[0.99778271 0.75757576],0.981404958677686,0.9720356063150823,[0.98253275 0.96153846],0.9720356063150822,0.993,0.007,0.013,0.991,0.569,0.641
4,6,6,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.8249151706695557,0.981404958677686,0.9720356063150823,0.9187783185098171,0.981404958677686,0.8776792313377679,[0.99778271 0.75757576],0.981404958677686,0.9720356063150823,[0.98253275 0.96153846],0.9720356063150822,0.992,0.008,0.018,0.982,0.509,0.697
5,7,7,12,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.7169570922851562,0.981404958677686,0.9720356063150823,0.9187783185098171,0.981404958677686,0.8776792313377679,[0.99778271 0.75757576],0.981404958677686,0.9720356063150823,[0.98253275 0.96153846],0.9720356063150822,0.992,0.008,0.016,0.985,0.539,0.562
6,8,8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.806685447692871,0.9793388429752066,0.9709439032583138,0.9111600587371511,0.9793388429752066,0.8665359477124184,[0.99777778 0.73529412],0.9793388429752066,0.9709439032583138,[0.98034934 0.96153846],0.9709439032583138,0.992,0.008,0.016,0.986,0.551,0.551
7,9,9,21,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.8471388816833496,0.9741735537190083,0.9772841787033927,0.8946649081800099,0.9741735537190083,0.8394400895856663,[0.99888018 0.68      ],0.9741735537190083,0.9772841787033927,[0.97379913 0.98076923],0.9772841787033927,0.992,0.008,0.016,0.983,0.515,0.557
8,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.99367356300354,0.9741735537190083,0.9772841787033927,0.8946649081800099,0.9741735537190083,0.8394400895856663,[0.99888018 0.68      ],0.9741735537190083,0.9772841787033927,[0.97379913 0.98076923],0.9772841787033927,0.992,0.008,0.016,0.984,0.53,0.494
9,11,11,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.9680325984954834,0.96900826446281,0.9745549210614712,0.8780487804878048,0.96900826446281,0.8181869369369369,[0.99887387 0.6375    ],0.96900826446281,0.9745549210614712,[0.96834061 0.98076923],0.9745549210614713,0.992,0.008,0.017,0.982,0.511,0.545
