,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,14,14,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 14, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.0588302612304688,0.9793388429752066,0.9709439032583138,0.9111600587371511,0.9793388429752066,0.8665359477124184,[0.99777778 0.73529412],0.9793388429752066,0.9709439032583138,[0.98034934 0.96153846],0.9709439032583138
1,Model,14,14,548,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.483592716522481e-09, 'GB:learning_rate': 0.3444832943346894, 'GB:min_samples_leaf': 3}",3.5357625484466553,0.9896694214876033,0.9491938192811555,0.9491938192811555,0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9491938192811554
2,Model,14,14,530,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.000540599652433013, 'RF:criterion': 'entropy', 'RF:max_features': 0.9783034192558298, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 10, 'RF:n_estimators': 109}",13.726468324661255,0.9907024793388429,0.9678787369835404,0.9554835643807198,0.9907024793388429,0.9438116100766702,[0.99671413 0.89090909],0.9907024793388429,0.9678787369835404,[0.99344978 0.94230769],0.9678787369835405
3,Model,14,14,150,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 6.576051226100754e-09, 'GB:learning_rate': 0.15420349411284776, 'GB:min_samples_leaf': 158}",3.479429006576538,0.987603305785124,0.920893516963386,0.9367320261437908,0.987603305785124,0.9539855072463768,[0.99130435 0.91666667],0.987603305785124,0.920893516963386,[0.99563319 0.84615385],0.920893516963386
4,Model,14,14,365,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.017410936655682174, 'GB:learning_rate': 0.08177746060469898, 'GB:min_samples_leaf': 145}",3.43406343460083,0.9886363636363636,0.9305089015787706,0.9425472792510858,0.9886363636363636,0.9553751859829895,[0.99238303 0.91836735],0.9886363636363636,0.9305089015787706,[0.99563319 0.86538462],0.9305089015787706
5,Model,14,14,89,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 2.0383867064168826e-07, 'GB:learning_rate': 0.06870847318422003, 'GB:min_samples_leaf': 40}",4.206902742385864,0.9896694214876033,0.9401242861941552,0.9482541108046272,0.9896694214876033,0.9567320261437908,[0.99346405 0.92      ],0.9896694214876033,0.9401242861941552,[0.99563319 0.88461538],0.9401242861941551
6,Model,14,14,751,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.0009605789903859428, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.3360728043153698, 'DTREE:min_samples_leaf': 7, 'DTREE:min_samples_split': 4}",1.6194448471069336,0.9762396694214877,0.8604719516291568,0.8775781769793745,0.9762396694214877,0.8966548848384042,[0.98479913 0.80851064],0.9762396694214877,0.8604719516291568,[0.99017467 0.73076923],0.8604719516291569
7,Model,14,14,386,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.0008831450841264265, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 1.6941699014698077, 'DTREE:min_samples_leaf': 1, 'DTREE:min_samples_split': 4}",1.6951346397399902,0.9772727272727273,0.8610178031575411,0.8817703359907619,0.9772727272727273,0.9054512873714986,[0.98481562 0.82608696],0.9772727272727273,0.8610178031575411,[0.99126638 0.73076923],0.8610178031575412
8,Model,14,14,466,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 10.00062708939834, 'SVM:gamma': 0.0011371876739055384, 'SVM:kernel': 'rbf', 'SVM:tol': 0.000579869913031296}",2.1215627193450928,0.9896694214876033,0.9491938192811555,0.9491938192811555,0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9896694214876033,0.9491938192811555,[0.99454148 0.90384615],0.9491938192811554
9,Model,14,14,665,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'tanh', 'MLP:alpha': 8.022580117489009e-05, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 61, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.004633065904485986}",44.2548828125,0.9865702479338843,0.9112781323480013,0.9308050565535595,0.9865702479338843,0.9525608150252962,[0.99022801 0.91489362],0.9865702479338843,0.9112781323480013,[0.99563319 0.82692308],0.9112781323480014
