,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,13,13,1509,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 0.0008323668321270098, 'NN:solver': 'sgd', 'NN:tol': 0.001976191826217671, 'NN:learning_rate': 'invscaling', 'NN:learning_rate_init': 0.00010197982531527532, 'NN:momentum': 0.8135506025278199, 'NN:nesterovs_momentum': False, 'NN:power_t': 0.5}",2.0337560176849365,0.8253012048192772,0.8171521035598706,0.7861869864534754,0.8253012048192772,0.7701495603310604,[0.92691622 0.6133829 ],0.8253012048192772,0.8171521035598706,[0.83333333 0.80097087],0.8171521035598706
1,Model,13,13,691,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.032680640037625386}",1.2070977687835693,0.8180722891566266,0.8058408015932288,0.7767748209549898,0.8180722891566266,0.7615336513195097,[0.92007105 0.60299625],0.8180722891566266,0.8058408015932288,[0.83012821 0.7815534 ],0.8058408015932287
2,Model,13,13,643,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.10129809952351376}",1.210977554321289,0.827710843373494,0.7390854493403036,0.7536913099870297,0.827710843373494,0.7751165975883769,[0.86384266 0.68639053],0.827710843373494,0.7390854493403036,[0.9150641 0.5631068],0.7390854493403037
3,Model,13,13,290,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.00017871092958871736, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.468045558448787, 'XT:max_features': 0.9531891772864098, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 2, 'XT:n_estimators': 4}",1.6280829906463623,0.8120481927710843,0.7302946850883745,0.7385826771653543,0.8120481927710843,0.749049333692287,[0.8622291  0.63586957],0.8120481927710843,0.7302946850883745,[0.89262821 0.56796117],0.7302946850883744
4,Model,13,13,31,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'XT:bootstrap': True, 'XT:ccp_alpha': 0.00022908220232758193, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.0937565133365823, 'XT:max_features': 0.691528796601496, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 10, 'XT:n_estimators': 34}",3.2198543548583984,0.8506024096385543,0.7705688324620363,0.7868197786173527,0.8506024096385543,0.8099821746880571,[0.87878788 0.74117647],0.8506024096385543,0.7705688324620363,[0.92948718 0.61165049],0.7705688324620363
5,Model,13,13,284,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.1647657902995967e-07, 'GB:learning_rate': 0.07117961306456608, 'GB:min_samples_leaf': 8}",6.504456043243408,0.8590361445783132,0.7908109285536471,0.8028827709676831,0.8590361445783132,0.8182286390451949,[0.89060092 0.74585635],0.8590361445783132,0.7908109285536471,[0.92628205 0.65533981],0.790810928553647
6,Model,13,13,106,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.4878035514272896, 'AB:n_estimators': 20}",2.032406806945801,0.8433734939759037,0.7397467015185462,0.7646673936750272,0.8433734939759037,0.8119735989633949,[0.86005831 0.76388889],0.8433734939759037,0.7397467015185462,[0.94551282 0.53398058],0.739746701518546
7,Model,13,13,103,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.3936660452403056, 'AB:n_estimators': 94}",5.296532154083252,0.8614457831325302,0.7875357854119991,0.8033981532402745,0.8614457831325302,0.8251862996102445,[0.88736682 0.76300578],0.8614457831325302,0.7875357854119991,[0.93429487 0.6407767 ],0.7875357854119991
8,Model,13,13,386,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.717797971281168, 'AB:n_estimators': 96}",5.4847962856292725,0.8626506024096385,0.7867111650485437,0.804011731954663,0.8626506024096385,0.828475935828877,[0.88636364 0.77058824],0.8626506024096385,0.7867111650485437,[0.9375     0.63592233],0.7867111650485437
9,Model,13,13,633,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.770404139070997, 'AB:n_estimators': 74}",4.530862092971802,0.8493975903614458,0.7811488673139159,0.7909020736468089,0.8493975903614458,0.8028703121726377,[0.88682171 0.71891892],0.8493975903614458,0.7811488673139159,[0.91666667 0.64563107],0.7811488673139158
