,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,14,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'accuracy', 'WV:weighting': 'bw_quadratic'}",1.8658649921417236,0.9503571428571429,0.94986790457266,0.9498227138258782,0.9503571428571429,0.9498474215128221,"[0.96657183 0.98097654 0.93710247 0.95092461 0.9489645  0.94585987
 0.95953757 0.96848739 0.91970803 0.92034139]",0.9503571428571429,0.94986790457266,"[0.98406951 0.98222222 0.94849785 0.93627451 0.93992674 0.94061758
 0.96581818 0.94790953 0.92307692 0.930266  ]",0.9722841914676729,0.962,0.038,0.06,0.966,0.546,0.686
1,3,3,21,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'accuracy', 'WV:weighting': 'bw'}",1.7925183773040771,0.9503571428571429,0.94986790457266,0.9498227138258782,0.9503571428571429,0.9498474215128221,"[0.96657183 0.98097654 0.93710247 0.95092461 0.9489645  0.94585987
 0.95953757 0.96848739 0.91970803 0.92034139]",0.9503571428571429,0.94986790457266,"[0.98406951 0.98222222 0.94849785 0.93627451 0.93992674 0.94061758
 0.96581818 0.94790953 0.92307692 0.930266  ]",0.9722841914676729,0.955,0.045,0.06,0.969,0.588,0.565
2,4,4,16,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'micro_f1', 'WV:weighting': 'bw_quadratic'}",2.0338613986968994,0.9503571428571429,0.94986790457266,0.9498227138258782,0.9503571428571429,0.9498474215128221,"[0.96657183 0.98097654 0.93710247 0.95092461 0.9489645  0.94585987
 0.95953757 0.96848739 0.91970803 0.92034139]",0.9503571428571429,0.94986790457266,"[0.98406951 0.98222222 0.94849785 0.93627451 0.93992674 0.94061758
 0.96581818 0.94790953 0.92307692 0.930266  ]",0.9722841914676729,0.956,0.044,0.07,0.946,0.531,0.56
3,5,5,33,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'micro_f1', 'WV:weighting': 'bw_quadratic'}",2.010164976119995,0.9482857142857143,0.947718346262047,0.9477122150057198,0.9482857142857143,0.9477909253657039,"[0.96178344 0.97789008 0.9335689  0.94889993 0.94317343 0.94855305
 0.95614666 0.96641008 0.92505511 0.91642857]",0.9482857142857143,0.947718346262047,"[0.98406951 0.98285714 0.94492132 0.93627451 0.93626374 0.93428345
 0.96727273 0.94653873 0.92234432 0.92235802]",0.9711075529529245,0.957,0.043,0.083,0.917,0.477,0.582
4,6,6,51,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'micro_f1', 'WV:weighting': 'bw_quadratic'}",2.268218755722046,0.9482857142857143,0.947718346262047,0.9477122150057198,0.9482857142857143,0.9477909253657039,"[0.96178344 0.97789008 0.9335689  0.94889993 0.94317343 0.94855305
 0.95614666 0.96641008 0.92505511 0.91642857]",0.9482857142857143,0.947718346262047,"[0.98406951 0.98285714 0.94492132 0.93627451 0.93626374 0.93428345
 0.96727273 0.94653873 0.92234432 0.92235802]",0.9711075529529245,0.955,0.045,0.085,0.918,0.483,0.56
5,7,7,19,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_precision', 'WV:weighting': 'bw'}",2.192310333251953,0.9475,0.9468706999120471,0.9468976747589407,0.9475,0.9470341099231092,"[0.96110325 0.97787611 0.93352192 0.94609929 0.93759178 0.94955248
 0.95887446 0.96496146 0.91884058 0.92191977]",0.9475,0.9468706999120471,"[0.98406951 0.98222222 0.94420601 0.93417367 0.93553114 0.9239905
 0.96654545 0.94379712 0.92893773 0.92523364]",0.9706521571021658,0.951,0.049,0.09,0.916,0.485,0.561
6,8,8,38,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'tanh', 'NN:alpha': 0.0004185662487660591, 'NN:solver': 'adam', 'NN:tol': 0.0009531566121412147, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.00433770959225687}",70.2450110912323,0.9496428571428571,0.9491613390789663,0.9492267228928067,0.9496428571428571,0.9500161793260385,"[0.88227684 0.98462524 0.94583036 0.95533141 0.95548961 0.96
 0.96804648 0.97407148 0.93699036 0.9375    ]",0.9496428571428571,0.9491613390789663,"[0.98769008 0.97587302 0.94921316 0.92857143 0.94358974 0.93111639
 0.96945455 0.95270733 0.92600733 0.92739037]",0.9718896734614252,0.948,0.052,0.085,0.924,0.512,0.508
7,9,9,69,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'relu', 'NN:alpha': 0.003662281408712707, 'NN:solver': 'adam', 'NN:tol': 6.487328865826446e-05, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.0017656625770666352}",79.27512073516846,0.9492142857142857,0.9487423974291117,0.9488088567011997,0.9492142857142857,0.9496567704413202,"[0.87524116 0.98467433 0.95348837 0.95927273 0.95752608 0.9532635
 0.97439649 0.96875    0.92972182 0.94023324]",0.9492142857142857,0.9487423974291117,"[0.98551774 0.97904762 0.93848355 0.92366947 0.94139194 0.93665875
 0.96872727 0.95613434 0.93040293 0.92739037]",0.9716561861128269,0.946,0.054,0.08,0.93,0.538,0.463
8,10,10,47,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 9, 'KNN_COMB:p': 1, 'KNN_COMB:weights': 'uniform'}",259.3145203590393,0.9450714285714286,0.9445310035661825,0.9444993972058497,0.9450714285714286,0.9450301807752901,"[0.89173228 0.9814933  0.9403307  0.94503926 0.94713656 0.94345719
 0.96148256 0.96643357 0.93040293 0.94279346]",0.9450714285714286,0.9445310035661825,"[0.98406951 0.97650794 0.93562232 0.92717087 0.94505495 0.92478226
 0.96218182 0.94722413 0.93040293 0.91229331]",0.9693341363211607,0.945,0.055,0.089,0.92,0.52,0.475
9,11,11,15,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 13, 'KNN_COMB:p': 1, 'KNN_COMB:weights': 'uniform'}",287.05803060531616,0.9432857142857143,0.9426679601287263,0.9426446178874622,0.9432857142857143,0.9431835523788209,"[0.88976378 0.97970831 0.93830703 0.95114943 0.94230769 0.94051447
 0.96151053 0.96633941 0.92584435 0.93639053]",0.9432857142857143,0.9426679601287263,"[0.98189718 0.98095238 0.93562232 0.92717087 0.93333333 0.9263658
 0.96290909 0.94448252 0.92380952 0.91013659]",0.9683195984298244,0.942,0.058,0.097,0.916,0.509,0.481
