task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr
6,0.9795,0.979288727757849,0.9793426806860764,0.9601421630618014,0.9598236158745713,0.9795,0.9795757027036834,"[0.98701299 1.         0.94630872 0.98101266 0.96815287 0.98675497
 0.95151515 0.98684211 0.96710526 0.99375    0.98125    1.
 0.94871795 0.96402878 1.         0.99371069 0.98726115 0.91719745
 0.9869281  1.         0.98639456 0.98666667 0.99319728 0.96178344
 0.99337748 1.        ]",0.9795,0.979288727757849,"[0.96815287 0.99363057 0.9527027  0.96273292 0.98064516 0.99333333
 0.97515528 0.98039216 0.98657718 1.         1.         1.
 0.96732026 0.91156463 0.96710526 1.         0.99358974 0.94736842
 0.97419355 1.         0.9602649  0.98666667 0.99319728 0.98051948
 1.         0.98639456]",-1,-1
184,0.9064504632929437,0.9141210123344982,0.9158001503553483,0.84883103712213,0.8289066319048395,0.9064504632929437,0.9180829874785219,"[0.87841191 1.         0.8816156  0.8877551  0.91743119 0.84722222
 0.86666667 1.         0.88888889 0.9963964  0.95945946 0.90676417
 0.91758242 0.92156863 0.88323699 0.87643678 0.89605735 1.        ]",0.9064504632929437,0.9141210123344982,"[0.89168766 1.         0.87916667 0.92553191 0.92378753 0.89051095
 0.8125     1.         0.81355932 0.98926655 0.91025641 0.86865149
 0.91657519 0.95918367 0.91060787 0.89181287 0.87108014 1.        ]",-1,-1
554,0.9385,0.9373669693439746,0.937767217395229,0.8837512965778069,0.8841262364578427,0.9385,0.9387715403621296,"[0.93049645 0.9623797  0.95147059 0.95945103 0.91033539 0.95769764
 0.93070751 0.87784091 0.95024527 0.95709091]",0.9385,0.9373669693439745,"[0.93848355 0.87163233 0.94798535 0.97650794 0.93137255 0.94653873
 0.91666667 0.90549451 0.98189718 0.95709091]",-1,-1
1459,0.9476516634050881,0.9441629421407578,0.9442451863230449,0.8959581184852213,0.900511390051139,0.9476516634050881,0.9447767751250398,"[0.99507389 0.96734694 0.95759717 0.98089172 0.94472362 0.93723849
 0.88095238 0.94514768 0.91262136 0.9261745 ]",0.9476516634050881,0.944162942140758,"[1.         0.9875     0.95759717 0.95061728 0.94       0.94117647
 0.925      0.93723849 0.94       0.8625    ]",-1,-1
1461,0.894061705186332,0.7834030726326418,0.7622781165757839,0.6496056299746088,0.8084191580841916,0.894061705186332,0.7454525845542268,[0.95096907 0.5399361 ],0.894061705186332,0.7834030726326418,[0.92786475 0.6389414 ],0.7834030726326418,0.7834030726326418
1489,0.9296947271045328,0.9105797975126761,0.914395151878897,0.8443405912550894,0.8686257562662058,0.9296947271045328,0.91847629388346,[0.94444444 0.89250814],0.9296947271045328,0.9105797975126761,[0.95680628 0.86435331],0.910579797512676,0.910579797512676
1590,0.853618589415498,0.8250721292290556,0.8086194309815773,0.688972347141584,0.7446200553620859,0.853618589415498,0.7963107914197496,[0.66852264 0.92409894],0.853618589415498,0.8250721292290556,[0.77031651 0.87982775],-1,-1
4135,0.9464449191333537,0.6731511649023105,0.7060343204925075,0.6137508032067072,0.8983345401882694,0.9464449191333537,0.7591170211677563,[0.55645161 0.96178243],0.9464449191333537,0.6731511649023105,[0.36411609 0.98218623],0.6731511649023105,0.6731511649023105
4538,0.6789873417721519,0.6402371482656989,0.6472681192437357,0.48373009106358733,0.5139900344959755,0.6789873417721519,0.6590939523646782,[0.71556351 0.66666667 0.56020942 0.64778325 0.70524691],0.6789873417721519,0.6402371482656989,[0.6779661  0.57       0.49308756 0.62619048 0.83394161],-1,-1
40668,0.8067643576080521,0.6672423535931258,0.6708760805278421,0.5423043814976789,0.6761148669602431,0.8067643576080521,0.6748031586331461,[0.88363877 0.75548589 0.38528481],0.8067643576080521,0.6672423535931258,[0.89983137 0.72437631 0.37751938],-1,-1
40701,0.961,0.8765222632287255,0.9117629091995085,0.844601850005369,0.9249278152069298,0.961,0.9585344272844273,[0.95535714 0.96171171],0.961,0.8765222632287255,[0.75886525 0.99417928],0.8765222632287254,0.8765222632287254
40926,0.43825,0.43806884807198687,0.4307954060740908,0.2789478197103327,0.28061469505362574,0.43825,0.43395645755165235,"[0.31636364 0.41666667 0.46359223 0.44608879 0.40307692 0.40991736
 0.53666667 0.55353075 0.46341463 0.33024691]",0.43825,0.43806884807198687,"[0.21588089 0.4125     0.4835443  0.53282828 0.33850129 0.61083744
 0.4025     0.6        0.52119701 0.26289926]",-1,-1
40927,0.2960833333333333,0.29608333333333337,0.2760244093513407,0.16403415525908818,0.17376632268792488,0.2960833333333333,0.31238207369943405,"[0.31790744 0.26383764 0.27027027 0.37043796 0.38981702 0.18201285
 0.26122646 0.3960396  0.22092014 0.45135135]",0.2960833333333333,0.29608333333333337,"[0.26333333 0.47666667 0.09166667 0.16916667 0.40833333 0.07083333
 0.45083333 0.46666667 0.42416667 0.13916667]",-1,-1
40983,0.9917355371900827,0.9412159892509238,0.9578213507625273,0.9215875311319996,0.9836065573770492,0.9917355371900827,0.9759057971014493,[0.99347826 0.95833333],0.9917355371900827,0.9412159892509238,[0.99781659 0.88461538],0.9412159892509239,0.9412159892509239
40996,0.867,0.867,0.8637767330290724,0.7756591236217794,0.76522506619594,0.867,0.8661233464738329,"[0.78179471 0.9394572  0.8452381  0.74130879 0.92127072 0.95142857
 0.73533084 0.98973607 0.78873239 0.96693608]",0.867,0.867,"[0.865      0.96428571 0.91285714 0.51785714 0.95285714 0.95142857
 0.84142857 0.96428571 0.76       0.94      ]",-1,-1
41027,0.8778447121820616,0.8304134010567138,0.8340505067999896,0.723886300680165,0.7822845213241872,0.8778447121820616,0.8379081333439472,[0.87853672 0.73164862 0.90353906],0.8778447121820616,0.8304134010567138,[0.88231917 0.70126874 0.90765229],-1,-1
41156,0.8481927710843373,0.8193692432163306,0.8051788375558866,0.6837744606450732,0.7364016736401674,0.8481927710843373,0.7943627029197499,[0.67094017 0.91778523],0.8481927710843373,0.8193692432163306,[0.76213592 0.87660256],0.8193692432163305,0.8193692432163305
41166,0.6687532155719431,0.6113989007774195,0.6194788997202547,0.4614658340577912,0.5023510466988728,0.6687532155719431,0.6419715064186107,"[0.70949721 0.59149941 0.54042989 0.57676349 0.60560561 0.70833333
 0.70140845 0.82391008 0.62876884 0.53349876]",0.6687532155719431,0.6113989007774195,"[0.61900894 0.71571429 0.35772358 0.51102941 0.78776042 0.57432432
 0.70538244 0.94455291 0.53159851 0.3668942 ]",-1,-1
41168,0.635098823669911,0.5788096493788459,0.5255282795536058,0.3829033751382743,0.46530755096683873,0.635098823669911,0.5145086844712037,[0.80681818 0.11584801 0.55363589 0.58173265],0.635098823669911,0.5788096493788459,[0.70032446 0.37091988 0.7285375  0.51545676],-1,-1
42769,0.644195,0.6380515866556171,0.6369939346894551,0.46941246413097765,0.475138386419876,0.644195,0.6446779224349007,[0.64685472 0.64250113],0.644195,0.6380515866556171,[0.53538759 0.74071558],0.6380515866556171,0.6380515866556171
