,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",3.275606870651245,0.3985,0.398758892173901,0.39153372415070153,0.3985,0.39190280146652695,"[0.44951923 0.44186047 0.3011583  0.2962963  0.33676093 0.30853392
 0.38121547 0.44041451 0.50238095 0.46088795]",0.3985,0.398758892173901,"[0.46633416 0.43291139 0.19164619 0.19851117 0.3275     0.36434109
 0.50985222 0.425      0.52098765 0.55050505]",0.665930644364352
1,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",3.9733824729919434,0.3945,0.39475705111715503,0.38795954603036836,0.3945,0.38724052740163456,"[0.45386534 0.4375     0.28125    0.26517572 0.3382716  0.31639723
 0.38549618 0.45479452 0.48623853 0.45341615]",0.3945,0.39475705111715503,"[0.45386534 0.42531646 0.17690418 0.20595533 0.3425     0.35400517
 0.49753695 0.415      0.52345679 0.5530303 ]",0.6637018360522832
2,3,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",3.013188362121582,0.39175,0.3919905912746214,0.37639051460720885,0.39175,0.3864325341484878,"[0.48044693 0.48895899 0.33757962 0.28712871 0.35195531 0.29359823
 0.37175325 0.40277778 0.45436105 0.39576547]",0.39175,0.3919905912746214,"[0.42892768 0.39240506 0.13022113 0.1439206  0.315      0.34366925
 0.56403941 0.435      0.55308642 0.61363636]",0.662181326004418
3,87,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 1, 'KNN_COMB:p': 1, 'KNN_COMB:weights': 'distance'}",8.593585014343262,0.254,0.2546812442703912,0.24534377809759955,0.254,0.24612670918698637,"[0.3        0.31944444 0.19148936 0.1733871  0.21455224 0.28421053
 0.25882353 0.16666667 0.17407407 0.37861915]",0.254,0.2546812442703912,"[0.4713217  0.29113924 0.15479115 0.2133995  0.2875     0.27906977
 0.21674877 0.0875     0.11604938 0.42929293]",0.5857583050266167
4,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",5.419409275054932,0.39875,0.3989028887586869,0.3920582628305186,0.39875,0.39183462781538053,"[0.43370787 0.42821782 0.31578947 0.29391892 0.36676218 0.30979499
 0.39566929 0.45108696 0.47608696 0.44731183]",0.39875,0.3989028887586869,"[0.48129676 0.43797468 0.20638821 0.21588089 0.32       0.35142119
 0.49507389 0.415      0.54074074 0.52525253]",0.6660343690231869
5,6,AVG,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AVG'}",1.420353889465332,0.36425,0.3644048619652912,0.36140053310478154,0.36425,0.3976252394677503,"[0.19879518 0.48895899 0.34415584 0.30687831 0.37579618 0.3372093
 0.42824074 0.50362319 0.52941176 0.4631829 ]",0.36425,0.3644048619652912,"[0.57605985 0.39240506 0.13022113 0.1439206  0.295      0.2997416
 0.45566502 0.3475     0.51111111 0.49242424]",0.6468567159264268
6,37,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.6282575200081569}",1.3871939182281494,0.36425,0.3644048619652912,0.36140053310478154,0.36425,0.3976252394677503,"[0.19879518 0.48895899 0.34415584 0.30687831 0.37579618 0.3372093
 0.42824074 0.50362319 0.52941176 0.4631829 ]",0.36425,0.3644048619652912,"[0.57605985 0.39240506 0.13022113 0.1439206  0.295      0.2997416
 0.45566502 0.3475     0.51111111 0.49242424]",0.6468567159264268
7,8,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",11.834384679794312,0.38375,0.3838701072721609,0.3791641384320187,0.38375,0.378665449763423,"[0.39293598 0.40697674 0.2748538  0.21450151 0.375      0.34526854
 0.38679245 0.45345345 0.49061033 0.44626168]",0.38375,0.3838701072721609,"[0.44389027 0.44303797 0.23095823 0.17617866 0.315      0.34883721
 0.50492611 0.3775     0.51604938 0.48232323]",0.657670277789439
8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",12.213312864303589,0.38175,0.382148352070267,0.3645404133356969,0.38175,0.3700766698859021,"[0.46808511 0.43478261 0.22142857 0.27777778 0.29872881 0.32286996
 0.34738372 0.46428571 0.436853   0.42857143]",0.38175,0.382148352070267,"[0.43890274 0.40506329 0.07616708 0.12406948 0.3525     0.37209302
 0.58866995 0.39       0.52098765 0.5530303 ]",0.6566615039579736
9,11,DS,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DS', 'DS:similarity': 'symmetric_diff'}",29.559600114822388,0.39775,0.39813844886604444,0.37952932017005986,0.39775,0.39566293435953054,"[0.43370787 0.44708995 0.37654321 0.32978723 0.31428571 0.32196162
 0.35       0.45628415 0.49537037 0.43159923]",0.39775,0.39813844886604444,"[0.48129676 0.4278481  0.14987715 0.07692308 0.3575     0.39018088
 0.5862069  0.4175     0.52839506 0.56565657]",0.6655603234443555
