,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,9,9,20,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.79188084602356,0.7838106822956983,0.7996882150251001,0.6672610987608302,0.7838106822956983,0.6500103984410042,[0.97035881 0.32966198],0.7838106822956983,0.7996882150251001,[0.77896055 0.82041588],0.7996882150251
1,Model,9,9,88,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'Enc:ENC:encoder': 'one-hot', 'QDA:reg_param': 0.01951611747708204}",5.7544310092926025,0.7268605551255114,0.7424319346411572,0.609398706299268,0.7268605551255114,0.6124867787578289,[0.95828486 0.2666887 ],0.7268605551255114,0.7424319346411572,[0.72210394 0.76275992],0.7424319346411573
2,Model,9,9,283,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'Enc:ENC:encoder': 'one-hot', 'QDA:reg_param': 0.9155192924098692}",5.884674072265625,0.7196726749972354,0.742461526988813,0.6048945937978979,0.7196726749972354,0.6109947074017695,[0.95937289 0.26261652],0.7196726749972354,0.742461526988813,[0.71271133 0.77221172],0.7424615269888128
3,Model,9,9,97,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.00014971348621426806, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 1.0336628721482821, 'DTREE:min_samples_leaf': 7, 'DTREE:min_samples_split': 3, 'Enc:ENC:encoder': 'one-hot'}",8.752779483795166,0.7757381399977883,0.7418207342926778,0.6410786520442731,0.7757381399977883,0.6266050960253372,[0.9514931  0.30171709],0.7757381399977883,0.7418207342926778,[0.78609894 0.69754253],0.7418207342926778
4,Model,9,9,21,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 6.61538109862515e-05, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.8676573207276534, 'DTREE:min_samples_leaf': 3, 'DTREE:min_samples_split': 9, 'Enc:ENC:encoder': 'one-hot'}",10.087963819503784,0.780050868074754,0.7385231998087151,0.6427602285687591,0.780050868074754,0.627104751105991,[0.94987995 0.30432955],0.780050868074754,0.7385231998087151,[0.79273638 0.68431002],0.7385231998087151
5,Model,9,9,269,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.00018694851338733908, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.6833664127689771, 'DTREE:min_samples_leaf': 1, 'DTREE:min_samples_split': 4, 'Enc:ENC:encoder': 'one-hot'}",10.40670132637024,0.7840318478381069,0.7354477854862556,0.6442877665239164,0.7840318478381069,0.627635740228753,[0.94840916 0.30686232],0.7840318478381069,0.7354477854862556,[0.79887289 0.67202268],0.7354477854862556
6,Model,9,9,136,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 2.3830072410197745e-05, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.2440112130765681, 'XT:max_features': 0.9119131155997021, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 5, 'XT:n_estimators': 28}",48.77759790420532,0.704191087028641,0.7332851175348865,0.5923910181675971,0.704191087028641,0.6046934278814234,[0.95823265 0.2511542 ],0.704191087028641,0.7332851175348865,[0.69530369 0.77126654],0.7332851175348865
7,Model,9,9,124,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.009007343219288203, 'GB:learning_rate': 0.14539215872448624, 'GB:min_samples_leaf': 25}",24.320425987243652,0.9053411478491651,0.7233745219356236,0.7464072874020691,0.9053411478491651,0.778035909136583,[0.93379579 0.62227603],0.9053411478491651,0.7233745219356236,[0.96092674 0.48582231],0.7233745219356237
8,Model,9,9,317,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.0016250142876265317, 'GB:learning_rate': 0.39624638984753807, 'GB:min_samples_leaf': 73}",23.29147243499756,0.909322127612518,0.7354680858367473,0.7584310000182433,0.909322127612518,0.789314391509921,[0.93662401 0.64200477],0.909322127612518,0.7354680858367473,[0.96242956 0.50850662],0.7354680858367473
9,Model,9,9,201,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 9.578393376861179e-05, 'GB:learning_rate': 0.276293788981713, 'GB:min_samples_leaf': 25}",22.558594703674316,0.9082162999004755,0.7348419117603541,0.7566175774374593,0.9082162999004755,0.7854903185329296,[0.93654667 0.63443396],0.9082162999004755,0.7348419117603541,[0.96117721 0.50850662],0.7348419117603541
