,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",2.3268754482269287,0.7298462899480261,0.7822500363985876,0.6238745267817616,0.7298462899480261,0.6278014528026722,[0.97302834 0.28257457],0.7298462899480261,0.7822500363985876,[0.71383845 0.85066163],0.7822500363985878,0.955,0.045,0.278,0.452,0.144,1.072
1,3,3,15,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.820706367492676,0.9014707508570164,0.7748892950274202,0.7677258412332162,0.9014707508570164,0.7611039715948442,[0.94785354 0.57435441],0.9014707508570164,0.7748892950274202,[0.94013776 0.60964083],0.7748892950274203,0.946,0.054,0.204,0.635,0.324,0.8
2,4,4,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",3.0707221031188965,0.8988167643481145,0.7881454830832386,0.7701385220189864,0.8988167643481145,0.7552347816860177,[0.95181493 0.55865463],0.8988167643481145,0.7881454830832386,[0.93262367 0.6436673 ],0.7881454830832385,0.94,0.06,0.164,0.729,0.431,0.653
3,5,5,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",3.447187900543213,0.8938405396439235,0.8066462637293697,0.7714921050054802,0.8938405396439235,0.7467367182886642,[0.95765472 0.53581871],0.8938405396439235,0.8066462637293697,[0.92047589 0.69281664],0.8066462637293698,0.939,0.061,0.145,0.778,0.469,0.584
4,6,6,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",3.7900800704956055,0.8824505142098861,0.8133157870439967,0.7607192519598005,0.8824505142098861,0.7296731477737536,[0.96097496 0.49837134],0.8824505142098861,0.8133157870439967,[0.90356919 0.72306238],0.8133157870439967,0.937,0.063,0.139,0.803,0.473,0.527
5,7,7,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.062540292739868,0.8933982085591065,0.8150052141716569,0.7741464489382403,0.8933982085591065,0.7466955447862071,[0.96015205 0.53323904],0.8933982085591065,0.8150052141716569,[0.91734502 0.71266541],0.8150052141716569,0.937,0.063,0.127,0.825,0.5,0.503
6,8,8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.318819761276245,0.8942828707287405,0.8163260982016138,0.7757151962588155,0.8942828707287405,0.7483025831286881,[0.96043495 0.53617021],0.8942828707287405,0.8163260982016138,[0.91809643 0.71455577],0.816326098201614,0.936,0.064,0.117,0.845,0.53,0.481
7,9,9,20,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.79188084602356,0.8935087913303107,0.8183476106546657,0.7755258815808226,0.8935087913303107,0.7471821364018953,[0.96112424 0.53324003],0.8935087913303107,0.8183476106546657,[0.91646838 0.72022684],0.8183476106546657,0.936,0.064,0.11,0.858,0.545,0.464
8,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",5.106590032577515,0.8988167643481145,0.8197133566836685,0.7825819510866574,0.8988167643481145,0.7564811587982425,[0.96088657 0.55207575],0.8988167643481145,0.8197133566836685,[0.92298059 0.71644612],0.8197133566836685,0.936,0.064,0.107,0.867,0.55,0.454
9,11,11,12,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",5.4649035930633545,0.8969368572376424,0.8182388883693787,0.779689476843032,0.8969368572376424,0.7530341717850306,[0.96067929 0.54538905],0.8969368572376424,0.8182388883693787,[0.92097683 0.71550095],0.8182388883693786,0.937,0.063,0.113,0.861,0.524,0.459
10,12,12,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",5.780090808868408,0.8972686055512551,0.8184267405922967,0.7801711274293552,0.8972686055512551,0.7536325477332876,[0.9606947 0.5465704],0.8972686055512551,0.8184267405922967,[0.92135254 0.71550095],0.8184267405922967,0.936,0.064,0.108,0.87,0.539,0.45
11,13,13,15,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",6.086299896240234,0.8967156916952339,0.8201635154762059,0.7801258740909215,0.8967156916952339,0.7527787331077924,[0.96127175 0.54428571],0.8967156916952339,0.8201635154762059,[0.92010019 0.72022684],0.820163515476206,0.936,0.064,0.104,0.878,0.549,0.441
12,14,14,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 14, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",6.430788278579712,0.8988167643481145,0.8193033842992472,0.7824307280196949,0.8988167643481145,0.75645906871749,[0.96076642 0.55215171],0.8988167643481145,0.8193033842992472,[0.92310582 0.71550095],0.8193033842992472,0.936,0.064,0.102,0.881,0.552,0.432
