,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",1.7998828887939453,0.9010284197721995,0.7848881350073922,0.7715446290447804,0.9010284197721995,0.7599588130929691,[0.95067379 0.56924384],0.9010284197721995,0.7848881350073922,[0.93650595 0.63327032],0.7848881350073922
1,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",3.5417041778564453,0.9010284197721995,0.7848881350073922,0.7715446290447804,0.9010284197721995,0.7599588130929691,[0.95067379 0.56924384],0.9010284197721995,0.7848881350073922,[0.93650595 0.63327032],0.7848881350073922
2,3,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",2.8731331825256348,0.9048988167643481,0.7538719811366539,0.7622142160368747,0.9048988167643481,0.7714267363897065,[0.94183306 0.60102041],0.9048988167643481,0.7538719811366539,[0.95103319 0.55671078],0.753871981136654
3,15,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 31, 'KNN_COMB:p': 2, 'KNN_COMB:weights': 'uniform'}",4.933090448379517,0.9013601680858122,0.7354693287153489,0.748170649470014,0.9013601680858122,0.7631507548430759,[0.93724572 0.58905579],0.9013601680858122,0.7354693287153489,[0.95203507 0.51890359],0.7354693287153489
4,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",51.47785305976868,0.9045670684507354,0.7446647364564702,0.7571063226700329,0.9045670684507354,0.7716232507750679,[0.93941264 0.60383387],0.9045670684507354,0.7446647364564702,[0.95341265 0.53591682],0.7446647364564702
5,6,AVG,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AVG'}",1.1480019092559814,0.9061152272475949,0.7246327885579412,0.7481265504227876,0.9061152272475949,0.7805188719686151,[0.93406326 0.62697448],0.9061152272475949,0.7246327885579412,[0.96155291 0.48771267],0.7246327885579412
6,41,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.5109558928272928}",1.182032585144043,0.9061152272475949,0.7246327885579412,0.7481265504227876,0.9061152272475949,0.7805188719686151,[0.93406326 0.62697448],0.9061152272475949,0.7246327885579412,[0.96155291 0.48771267],0.7246327885579412
7,8,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",6.006737470626831,0.9006966714585868,0.7166448669705603,0.7366778126973956,0.9006966714585868,0.7633687130901263,[0.9323978  0.59433962],0.9006966714585868,0.7166448669705603,[0.95691922 0.47637051],0.7166448669705604
8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",3.2953052520751953,0.8898595598805706,0.8298103248884664,0.7752955617094528,0.8898595598805706,0.7426456423975782,[0.96500333 0.52028796],0.8898595598805706,0.8298103248884664,[0.90820288 0.75141777],0.8298103248884664
9,243,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 0.0001368663615577882, 'NN:solver': 'adam', 'NN:tol': 0.005833247830939771, 'NN:beta_1': 0.9, 'NN:beta_2': 0.999, 'NN:epsilon': 1e-08, 'NN:learning_rate_init': 0.003348486805544229}",8.385880947113037,0.9009178370009953,0.7827756556776471,0.7704949756913877,0.9009178370009953,0.7597222765818656,[0.95009524 0.56934932],0.9009178370009953,0.7827756556776471,[0.93700689 0.62854442],0.782775655677647
