task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr
6,0.9805,0.9804247219655843,0.9804251914803455,0.9618323558498083,0.9617459538989701,0.9805,0.9806606431149733,"[0.95541401 0.98136646 0.95597484 0.975      1.         0.99342105
 1.         0.97902098 0.96815287 0.98684211 0.97916667 0.98675497
 0.99337748 1.         0.99378882 0.97590361 0.98639456 0.99305556
 0.9689441  0.98026316 1.         0.96644295 0.95454545 0.98726115
 0.96855346 0.96753247]",0.9805,0.9804247219655842,"[0.98039216 1.         0.98064516 0.98734177 0.96855346 0.96178344
 1.         0.95238095 1.         0.97402597 0.94630872 0.99333333
 1.         0.96178344 0.99378882 0.99386503 0.98639456 0.94701987
 0.9689441  0.99333333 1.         0.97297297 0.97350993 0.98726115
 0.99354839 0.97385621]",-1,-1
184,0.8173556664290805,0.8345892586188237,0.8237943089369205,0.7121811542232424,0.6911255085128823,0.8173556664290805,0.8145973732811859,"[1.         0.76470588 0.84078712 0.73333333 0.80898876 0.83333333
 0.75193798 0.83378747 0.56039604 0.8053528  0.81597222 0.7265625
 0.84749709 0.78571429 0.90344062 0.94117647 0.87471526 0.83505155]",0.8173556664290805,0.8345892586188236,"[1.         0.8125     0.82311734 0.70512821 0.84210526 1.
 0.7080292  0.85       0.50626118 0.83375315 0.81881533 0.78813559
 0.86769964 0.825      0.8935236  1.         0.88683603 0.86170213]",-1,-1
554,0.9222857142857143,0.920652693915436,0.9211459581915891,0.8560733978318137,0.855779427359491,0.9222857142857143,0.9231324491160319,"[0.90832158 0.93881279 0.94961512 0.91350211 0.96664569 0.9625
 0.95667614 0.90809628 0.8052459  0.92190889]",0.9222857142857143,0.920652693915436,"[0.90196078 0.81393508 0.9300891  0.92918455 0.9752381  0.952
 0.97538016 0.89503954 0.8996337  0.93406593]",-1,-1
1459,0.9476516634050881,0.9396282342398298,0.9403167159871512,0.8905978620541625,0.900511390051139,0.9476516634050881,0.941665437580635,"[1.         0.90995261 0.95731707 0.958159   0.89705882 0.98901099
 0.88073394 0.95102041 0.9789916  0.89440994]",0.9476516634050881,0.9396282342398298,"[0.99009901 0.96       0.9691358  0.958159   0.915      0.9540636
 0.8        0.9789916  0.97083333 0.9       ]",-1,-1
1461,0.877916620590512,0.7980393294137282,0.7498002606786105,0.6332395709727028,0.7823987385434118,0.877916620590512,0.7208874255125887,[0.48480845 0.9569664 ],0.877916620590512,0.7980393294137282,[0.69376181 0.90231684],0.7980393294137282,0.7980393294137282
1489,0.9121184088806661,0.8861483640807968,0.8922702501403073,0.8086462044395725,0.8384353741496599,0.9121184088806661,0.8991485275288091,[0.87       0.92829706],0.9121184088806661,0.8861483640807968,[0.82334385 0.94895288],0.8861483640807968,0.8861483640807968
1590,0.8529020370559934,0.8279722923378687,0.8089892025152425,0.6892345778793141,0.7435302516509013,0.8529020370559934,0.7953992843957993,[0.66399709 0.92680148],0.8529020370559934,0.8279722923378687,[0.78015398 0.87579061],-1,-1
4135,0.934848947207812,0.6521378441028489,0.6683894417196895,0.5807099871606027,0.8776679558802464,0.934848947207812,0.6897729453149984,[0.95954589 0.42      ],0.934848947207812,0.6521378441028489,[0.97182186 0.33245383],0.6521378441028489,0.6521378441028489
4538,0.7448101265822785,0.693063482688155,0.7104774500363995,0.5566005267594039,0.5933844292053247,0.7448101265822785,0.7427758840200309,[0.76774194 0.75871314 0.7428115  0.7439759  0.70063694],0.7448101265822785,0.693063482688155,[0.595      0.67380952 0.78813559 0.90145985 0.50691244],-1,-1
40668,0.8475429248075784,0.7108759393936758,0.7197021697033272,0.5990110226410251,0.7354225533007963,0.8475429248075784,0.7331944119156907,[0.50445986 0.90893054 0.78619283],0.8475429248075784,0.7108759393936758,[0.39457364 0.92681282 0.81124136],-1,-1
