,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,14,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'manhattan'}",5.044715881347656,0.98325,0.9831353733412725,0.9831725611784334,0.98325,0.9833234406020599,"[1.         0.94936709 0.99315068 0.95757576 0.97435897 0.96153846
 0.96815287 0.97183099 0.98666667 0.98666667 0.97278912 1.
 0.99371069 0.99342105 0.98675497 0.98089172 0.98113208 0.95333333
 1.         0.99375    1.         0.98051948 0.99337748 0.98742138
 1.         1.        ]",0.98325,0.9831353733412725,"[1.         0.98039216 0.98639456 0.98136646 0.98701299 0.96774194
 0.98064516 0.93877551 0.98013245 0.99328859 0.96621622 0.98684211
 1.         0.96178344 0.99333333 0.95652174 0.99363057 0.94701987
 0.98666667 1.         1.         0.9869281  1.         1.
 0.99363057 0.99319728]",0.9912590506720972
1,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",9.702561616897583,0.98325,0.9831834504084263,0.9831782109073012,0.98325,0.9832596838255825,"[1.         0.96794872 0.98639456 0.96296296 0.98051948 0.96202532
 0.96815287 0.95862069 0.99328859 0.98666667 0.96621622 1.
 0.99367089 0.99337748 0.98675497 0.98089172 0.98734177 0.94117647
 1.         0.99375    1.         0.97419355 0.99337748 0.98742138
 1.         1.        ]",0.98325,0.9831834504084263,"[1.         0.9869281  0.98639456 0.9689441  0.98051948 0.98064516
 0.98064516 0.94557823 0.98013245 0.99328859 0.96621622 0.98684211
 0.99367089 0.95541401 0.99333333 0.95652174 0.99363057 0.95364238
 0.98666667 1.         1.         0.9869281  1.         1.
 0.99363057 0.99319728]",0.9912726491498332
2,3,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",2.989499092102051,0.983,0.9829077665146577,0.9829305874227457,0.983,0.9830332144261242,"[1.         0.96774194 1.         0.96319018 0.97435897 0.96153846
 0.96815287 0.96503497 0.98666667 0.98666667 0.96621622 1.
 0.99367089 0.9869281  0.98675497 0.98089172 0.98113208 0.94117647
 1.         0.99375    1.         0.97419355 0.99337748 0.98742138
 1.         1.        ]",0.983,0.9829077665146577,"[1.         0.98039216 0.98639456 0.97515528 0.98701299 0.96774194
 0.98064516 0.93877551 0.98013245 0.99328859 0.96621622 0.98684211
 0.99367089 0.96178344 0.99333333 0.95652174 0.99363057 0.95364238
 0.98666667 1.         1.         0.9869281  1.         1.
 0.99363057 0.99319728]",0.991135319645083
3,88,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 37, 'KNN_COMB:p': 2, 'KNN_COMB:weights': 'uniform'}",3.594799041748047,0.98325,0.9831559054724741,0.9831887520341679,0.98325,0.9833154616813865,"[0.98136646 0.96774194 1.         0.96319018 0.98064516 0.96178344
 0.96815287 0.96503497 0.99328859 0.98666667 0.96621622 1.
 0.99367089 0.99342105 0.98675497 0.98089172 0.98113208 0.94117647
 1.         0.99375    1.         0.98051948 0.99337748 0.98742138
 1.         1.        ]",0.98325,0.9831559054724741,"[1.         0.98039216 0.98639456 0.97515528 0.98701299 0.97419355
 0.98064516 0.93877551 0.98013245 0.99328859 0.96621622 0.98684211
 0.99367089 0.96178344 0.99333333 0.95652174 0.99363057 0.95364238
 0.98666667 1.         1.         0.9869281  1.         1.
 0.99363057 0.99319728]",0.9912646092738719
4,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",10.253170490264893,0.9825,0.9824103682475014,0.9824305967367677,0.9825,0.9825438972687904,"[1.         0.9556962  0.99315068 0.96319018 0.98064516 0.96153846
 0.96202532 0.96503497 0.98666667 0.98666667 0.96621622 1.
 0.99367089 0.9869281  0.98657718 0.98089172 0.98113208 0.94736842
 1.         0.99375    1.         0.97419355 0.99337748 0.98742138
 1.         1.        ]",0.9825,0.9824103682475014,"[1.         0.9869281  0.98639456 0.97515528 0.98701299 0.96774194
 0.98064516 0.93877551 0.98013245 0.99328859 0.96621622 0.98684211
 0.99367089 0.96178344 0.98       0.95652174 0.99363057 0.95364238
 0.98666667 1.         0.99386503 0.9869281  1.         1.
 0.99363057 0.99319728]",0.990876089412057
5,6,DS,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DS', 'DS:similarity': 'manhattan'}",216.59385323524475,0.9835,0.9833835122990888,0.9834262709944359,0.9835,0.9835875522131885,"[1.         0.94936709 0.99315068 0.95757576 0.97435897 0.96178344
 0.96815287 0.97183099 0.99328859 0.98666667 0.97278912 1.
 0.99371069 0.99342105 0.98675497 0.98089172 0.98113208 0.95333333
 1.         0.99375    1.         0.98051948 0.99337748 0.98742138
 1.         1.        ]",0.9835,0.9833835122990888,"[1.         0.98039216 0.98639456 0.98136646 0.98701299 0.97419355
 0.98064516 0.93877551 0.98013245 0.99328859 0.96621622 0.98684211
 1.         0.96178344 0.99333333 0.95652174 0.99363057 0.94701987
 0.98666667 1.         1.         0.9869281  1.         1.
 0.99363057 0.99319728]",0.9913885022850003
6,12,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'accuracy', 'WV:weighting': 'rescaled'}",1.3919346332550049,0.9835,0.9834001774658905,0.9834296840126088,0.9835,0.9835624128940427,"[1.         0.95541401 0.99315068 0.95757576 0.97435897 0.96178344
 0.96815287 0.96527778 0.99328859 0.98666667 0.97278912 1.
 0.99371069 0.99337748 0.98675497 0.98089172 0.98734177 0.94701987
 1.         0.99375    1.         0.98051948 0.99337748 0.98742138
 1.         1.        ]",0.9835,0.9834001774658905,"[1.         0.98039216 0.98639456 0.98136646 0.98701299 0.97419355
 0.98064516 0.94557823 0.98013245 0.99328859 0.96621622 0.98684211
 1.         0.95541401 0.99333333 0.95652174 0.99363057 0.94701987
 0.98666667 1.         1.         0.9869281  1.         1.
 0.99363057 0.99319728]",0.9913931985456702
7,8,AVG,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AVG'}",1.1160356998443604,0.9815,0.9814111565581349,0.9815362110293576,0.9815,0.9819272552759994,"[0.90804598 0.96774194 1.         0.96319018 0.98064516 0.96129032
 0.97435897 0.97183099 0.99328859 0.98666667 0.97278912 1.
 0.99367089 0.99337748 0.98657718 0.98089172 0.98734177 0.95333333
 1.         0.99375    1.         0.98051948 0.99337748 0.98742138
 1.         1.        ]",0.9815,0.9814111565581349,"[1.         0.98039216 0.98639456 0.97515528 0.98701299 0.96129032
 0.98064516 0.93877551 0.98013245 0.99328859 0.96621622 0.98684211
 0.99367089 0.95541401 0.98       0.95652174 0.99363057 0.94701987
 0.98666667 1.         0.99386503 0.9869281  1.         1.
 0.99363057 0.99319728]",0.9903549244134139
8,13,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",15.753586530685425,0.96,0.9597937195535621,0.9629815402933024,0.96,0.9706422211219904,"[0.59848485 0.97297297 1.         0.94968553 0.98051948 0.96710526
 0.98666667 0.96350365 1.         0.96644295 0.96551724 1.
 0.99363057 0.98684211 0.97916667 0.98684211 1.         0.97163121
 1.         0.98734177 1.         0.98675497 1.         0.99358974
 1.         1.        ]",0.96,0.9597937195535621,"[1.         0.94117647 0.96598639 0.9378882  0.98051948 0.9483871
 0.95483871 0.89795918 0.93377483 0.96644295 0.94594595 0.94078947
 0.98734177 0.95541401 0.94       0.93167702 0.96178344 0.90728477
 0.97333333 0.98113208 0.98773006 0.97385621 1.         0.98726115
 0.97452229 0.97959184]",0.9791373072637455
9,16,BC,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BC'}",1.814234972000122,0.952,0.9517402026356756,0.9567210688295097,0.952,0.9695428323494887,"[1.         0.86904762 1.         0.98076923 0.98       0.99305556
 0.98648649 0.99230769 1.         0.98591549 0.99270073 1.
 0.99350649 0.99333333 0.99275362 0.99328859 1.         0.98529412
 1.         0.99363057 1.         1.         1.         0.99354839
 0.98076923 0.50170648]",0.952,0.9517402026356756,"[0.98734177 0.95424837 0.97278912 0.95031056 0.95454545 0.92258065
 0.94193548 0.87755102 0.92715232 0.93959732 0.91891892 0.96052632
 0.96835443 0.94904459 0.91333333 0.91925466 0.95541401 0.88741722
 0.96666667 0.98113208 0.98773006 0.96732026 0.98666667 0.98089172
 0.97452229 1.        ]",0.9749861031840088
