,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,9,9,33,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'relu', 'NN:alpha': 8.509724902614144e-05, 'NN:solver': 'lbfgs', 'NN:tol': 0.0008233399217163495}",555.5540781021118,0.7363687798001444
1,Model,9,9,14,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.5481646655709492e-07, 'GB:learning_rate': 0.23505986156428454, 'GB:min_samples_leaf': 94}",154.87913608551025,0.7355064366265742
2,Model,9,9,44,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 9.578393376861179e-05, 'GB:learning_rate': 0.276293788981713, 'GB:min_samples_leaf': 25}",146.88706183433533,0.7353074164673595
3,Model,9,9,6,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.8440987466002508e-09, 'GB:learning_rate': 0.038522869393643765, 'GB:min_samples_leaf': 84}",181.45214748382568,0.7191874702282947
4,Model,9,9,36,PA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'PA', 'PA:C': 0.8903343034121888, 'PA:average': True, 'PA:loss': 'hinge', 'PA:tol': 0.0008276867884979438}",31.944385051727295,0.638392393438321
5,Model,9,9,52,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 0.9598650000423687, 'AB:n_estimators': 3}",84.00100684165955,0.5982222584529313
6,Model,9,9,8,MNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MNB', 'MNB:alpha': 0.019937388404816528, 'MNB:fit_prior': False}",6.250083923339844,0.5453643150745643
7,Model,9,9,37,PA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'PA', 'PA:C': 0.029084146943741455, 'PA:average': False, 'PA:loss': 'hinge', 'PA:tol': 0.00028843609851847743}",25.87783670425415,0.5705329370112693
8,Model,9,9,43,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'relu', 'MLP:alpha': 1.4388492941903662e-05, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 78, 'MLP:solver': 'adam', 'MLP:tol': 0.0566455868036326, 'MLP:beta_1': 0.9, 'MLP:beta_2': 0.999, 'MLP:epsilon': 1e-08, 'MLP:learning_rate_init': 0.00015193766493529058}",298.4274380207062,0.6873802852936837
9,Model,9,9,46,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.0323275540682448, 'AB:n_estimators': 9}",246.04613780975342,0.6480615190375467
