dataset,balanced_accuracy,algo,c_budget,ens_size,beta,tau,cut_off_time,true_ens_size,Double_Fault,Norm_Double_Fault,yules_q,yules_q_norm,correlation,correlation_norm,f1_macro,roc_auc_ovr,roc_auc_ovo,accuracy
1489,0.8907625481031265,bo_div,3600,25,0.025,0.2,600,14,0.069075235587724,0.9309247644122762,0.7608086359410934,0.1195956820294533,0.3994407139016084,0.3002796430491958,0.8932977988352581,0.8907625481031265,0.8907625481031265,0.912118408880666
1489,0.8749896774406659,bo_div,3600,25,0.025,0.2,600,13,0.0724281885243957,0.9275718114756044,0.8581193192349428,0.0709403403825287,0.45660081095349,0.271699594523255,0.880930276470866,0.8749896774406658,0.8749896774406658,0.902867715078631
1489,0.8845710770145507,bo_div,3600,25,0.025,0.2,600,15,0.0787366195321791,0.9212633804678204,0.8074892147818984,0.0962553926090507,0.4322204420633512,0.2838897789683243,0.8910300566186724,0.8845710770145506,0.8845710770145506,0.9111933395004626
1590,0.8068328421880502,bo_div,3600,25,0.025,0.2,600,8,0.089788397701183,0.910211602298817,0.5843392456034604,0.2078303771982697,0.3579182263612281,0.321040886819386,0.8092727031364101,0.8068328421880504,0.8068328421880504,0.8622172177295526
1590,0.8340130397259577,bo_div,3600,25,0.025,0.2,600,11,0.1297164499948817,0.8702835500051186,0.1297424074869918,0.435128796256504,0.0981494922126027,0.4509252538936986,0.8115647889281541,0.834013039725958,0.834013039725958,0.853618589415498
1590,0.83217192122474,bo_div,3600,25,0.025,0.2,600,8,0.0872110027345977,0.9127889972654024,0.3092491735697747,0.3453754132151125,0.1552941477431292,0.4223529261284353,0.803769547067396,0.83217192122474,0.83217192122474,0.8450199611014434
1590,0.7891339991451436,bo_div,3600,25,0.025,0.2,600,7,0.097207395600271,0.902792604399729,0.939062216324863,0.0304688918375685,0.6115467418543157,0.1942266290728421,0.8067140311413183,0.7891339991451436,0.7891339991451436,0.8678472719828028
1590,0.8378868884297268,bo_div,3600,25,0.025,0.2,600,7,0.0909631536103027,0.9090368463896972,0.8311134398187437,0.084443280090628,0.5126648568438125,0.2436675715780937,0.8193812197741958,0.8378868884297268,0.8378868884297268,0.8612959361244754
4135,0.6993652590986295,bo_div,3600,25,0.025,0.2,600,5,0.0385108330790357,0.9614891669209642,0.1813841843343269,0.4093079078328365,0.0538549897368089,0.4730725051315955,0.600263608133293,0.6993652590986295,0.6993652590986295,0.8465059505645407
4135,0.6806659331503103,bo_div,3600,25,0.025,0.2,600,2,0.034482758620689655,0.9655172413793104,0.9132420786576732,0.043378960671163425,0.4398178789974075,0.2800910605012963,0.6804424590022439,0.6806659331503103,0.6806659331503103,0.9302715898687824
4135,0.6242910706846272,bo_div,3600,25,0.025,0.2,600,7,0.0468488890826394,0.9531511109173604,0.92353696642976,0.03823151678512,0.5838619142160854,0.2080690428919572,0.663796878367287,0.6242910706846272,0.6242910706846272,0.94537686908758
4135,0.6364825398181877,bo_div,3600,25,0.025,0.2,600,2,0.0521818736649374,0.9478181263350626,0.9719721134899668,0.0140139432550165,0.6408542076640033,0.1795728961679983,0.6406401045701433,0.6364825398181877,0.6364825398181877,0.9240158681721088
4135,0.6145466975740549,bo_div,3600,25,0.025,0.2,600,7,0.04331778484967376,0.9566822151503261,0.990154569561729,0.004922715219135449,0.7563242835003592,0.12183785824982042,0.6549842813330848,0.6145466975740549,0.6145466975740549,0.9456820262435154
4538,0.6777408868397443,bo_div,3600,25,0.025,0.2,600,10,0.2591617440225036,0.7408382559774965,0.6006464749256938,0.1996767625371532,0.3401909547794233,0.3299045226102883,0.6992290247183474,0.9097406658945656,0.9056092499853508,0.7331645569620253
4538,0.6565767308946941,bo_div,3600,25,0.025,0.2,600,15,0.2862784810126582,0.7137215189873418,0.5139747831233806,0.2430126084383097,0.2994167518860202,0.3502916240569898,0.6770475619741771,0.903569302928182,0.8986699251124741,0.7139240506329114
4538,0.6758482067672325,bo_div,3600,25,0.025,0.2,600,11,0.271686996547756,0.7283130034522439,0.576665618608816,0.2116671906955919,0.3126677407972501,0.3436661296013749,0.695271887002136,0.912956608647061,0.9095819005318412,0.7230379746835442
4538,0.6411092992005181,bo_div,3600,25,0.025,0.2,600,7,0.24699216395418927,0.7530078360458108,0.8024218632304609,0.09878906838476949,0.49999236599134633,0.25000381700432683,0.6620427255087662,0.9070386414252178,0.9026532153742441,0.7068354430379746
4538,0.6312183483075838,bo_div,3600,25,0.025,0.2,600,11,0.3262048331415419,0.6737951668584576,0.5741105157132794,0.2129447421433603,0.3287289050370887,0.3356355474814556,0.6530509809114512,0.8987982388849822,0.8944370034704447,0.6951898734177215
40668,0.6377798058673926,bo_div,3600,25,0.025,0.2,600,5,0.1367525162818235,0.8632474837181764,0.884977336945598,0.057511331527201,0.5409508487165576,0.2295245756417211,0.6538625952009268,0.9254702573076906,0.8921545991481685,0.818679692125518
40668,0.5921771998979716,bo_div,3600,25,0.025,0.2,600,12,0.1746214363887543,0.8253785636112455,0.6869343091372121,0.1565328454313939,0.3856709286431928,0.3071645356784035,0.6089319346865282,0.8791522464949064,0.8365474143066641,0.7808614564831261
40668,0.6554438562096565,bo_div,3600,25,0.025,0.2,600,5,0.16448342214328,0.83551657785672,0.6628364767758281,0.1685817616120859,0.3423880994016861,0.3288059502991569,0.6783262624151237,0.9417940337821544,0.9138951394848231,0.8445085849615157
40668,0.5920615332510727,bo_div,3600,25,0.025,0.2,600,8,0.1594191406580394,0.8405808593419605,0.5179498148263885,0.2410250925868057,0.3115951228388259,0.3442024385805869,0.5998460232230337,0.9188037561213732,0.8853207329516058,0.8154233274126702
40668,0.6825881544046202,bo_div,3600,25,0.025,0.2,600,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6991920441466215,0.9426058274817596,0.9155891976442984,0.8413262285375962
40701,0.8924528769226958,bo_div,3600,25,0.025,0.2,600,8,0.0345357142857142,0.9654642857142858,0.9700108591655868,0.0149945704172066,0.5816887421639044,0.2091556289180478,0.927844071037512,0.8924528769226958,0.8924528769226958,0.968
40701,0.8830323896333359,bo_div,3600,25,0.025,0.2,600,16,0.0504916666666666,0.9495083333333324,0.3748505967947541,0.3125747016026228,0.2238929077190571,0.3880535461404716,0.914886754587156,0.8830323896333359,0.8830323896333359,0.962
40701,0.9055267959609968,bo_div,3600,25,0.025,0.2,600,9,0.0498055555555555,0.9501944444444442,0.5254866166143429,0.2372566916928285,0.2769732555687718,0.3615133722156141,0.9243588330512996,0.9055267959609968,0.9055267959609968,0.965
40701,0.8800683625195056,bo_div,3600,25,0.025,0.2,600,20,0.047457894736842,0.952542105263158,0.4737188109118186,0.2631405945440907,0.2985934422662226,0.3507032788668888,0.9143148343570456,0.8800683625195056,0.8800683625195056,0.962
40701,0.8883247054549658,bo_div,3600,25,0.025,0.2,600,5,0.0437,0.9563,0.9213650023444512,0.0393174988277744,0.4396754346166037,0.2801622826916981,0.9233343254773564,0.8883247054549658,0.8883247054549658,0.966
40926,0.4878363097255765,bo_div,3600,25,0.025,0.2,600,7,0.5636071428571429,0.4363928571428572,0.0998836776523886,0.4500581611738056,0.0624360523720211,0.4687819738139894,0.4890924305697206,0.8484490806796773,0.8484395467291326,0.488
40926,0.4702584921287172,bo_div,3600,25,0.025,0.2,600,5,0.50615,0.4938499999999999,0.4673163424143344,0.2663418287928327,0.2260740227057874,0.3869629886471062,0.4652900729146254,0.8503734591518105,0.850362753554003,0.47075
40926,0.5243017405834107,bo_div,3600,25,0.025,0.2,600,8,0.4989107142857144,0.5010892857142857,0.1906092652093873,0.4046953673953063,0.1436971420782764,0.4281514289608618,0.5207448661021099,0.8774992767781168,0.8775211244504718,0.5245
40926,0.5110599961042492,bo_div,3600,25,0.025,0.2,600,5,0.429875,0.570125,0.5435055501822145,0.2282472249088927,0.3059739252956978,0.347013037352151,0.5020420887054676,0.8686633780372651,0.8687459341227011,0.50975
40926,0.4285556887900664,bo_div,3600,25,0.025,0.2,600,5,0.572,0.4279999999999999,0.1661786477695558,0.4169106761152221,0.1310723190462661,0.434463840476867,0.4226131917733487,0.834210469414276,0.8342173550910204,0.42925
40927,0.4786666666666667,bo_div,3600,25,0.025,0.2,600,4,0.5333333333333333,0.4666666666666666,-0.07916759306297773,0.5395837965314888,0.041006715389955685,0.4794966423050222,0.4771867665101116,0.8680577777777777,0.8680577777777782,0.4786666666666667
40927,0.4191666666666667,bo_div,3600,25,0.025,0.2,600,2,0.4923333333333333,0.5076666666666667,0.8256071144118412,0.0871964427940794,0.515128568849366,0.2424357155753169,0.4085385337674509,0.8360851851851853,0.8360851851851857,0.4191666666666667
40927,0.4666666666666667,bo_div,3600,25,0.025,0.2,600,4,0.4935972222222223,0.5064027777777778,0.3904959029058297,0.3047520485470851,0.1864041794838157,0.4067979102580921,0.4602277457417892,0.8645509722222221,0.8645509722222227,0.4666666666666667
40927,0.4269166666666667,bo_div,3600,25,0.025,0.2,600,6,0.5671166666666667,0.4328833333333334,0.3746098696910027,0.3126950651544986,0.2075035684361879,0.396248215781906,0.4181457502507318,0.8464869212962962,0.8464869212962968,0.4269166666666666
40927,0.279,bo_div,3600,25,0.025,0.2,600,2,0.63425,0.36575,-0.451580928680266,0.725790464340133,-0.1060441223325297,0.5530220611662648,0.2400367639972633,0.6986186805555554,0.6986186805555559,0.279
40983,0.9470104131676184,bo_div,3600,25,0.025,0.2,600,12,0.0125688705234159,0.9874311294765844,0.8955736743968256,0.0522131628015871,0.3922243275615093,0.3038878362192452,0.9313558635221656,0.9470104131676184,0.9470104131676184,0.9855371900826446
40983,0.9090947262344642,bo_div,3600,25,0.025,0.2,600,9,0.0129132231404958,0.9870867768595044,0.96044738811218,0.0197763059439099,0.4565121822244185,0.2717439088877907,0.9128385213904736,0.9090947262344642,0.9090947262344642,0.9824380165289256
40983,0.9693063486731608,bo_div,3600,25,0.025,0.2,600,3,0.0082644628099173,0.9917355371900826,0.3445855264616498,0.327707236769175,0.1393615664823144,0.4303192167588427,0.9001609872690012,0.9693063486731608,0.9693063486731608,0.9762396694214877
40983,0.9475562646960028,bo_div,3600,25,0.025,0.2,600,15,0.0098878394332939,0.9901121605667058,0.7429651028147678,0.1285174485926161,0.3510480449410717,0.324475977529464,0.935698481883262,0.9475562646960024,0.9475562646960024,0.9865702479338844
40983,0.9470104131676185,bo_div,3600,25,0.025,0.2,600,22,0.009825229866552177,0.9901747701334482,0.9319374089292694,0.03403129553536494,0.4946275987521255,0.2526862006239373,0.9313558635221655,0.9470104131676184,0.9470104131676184,0.9855371900826446
40996,0.8599285714285714,bo_div,3600,25,0.025,0.2,600,7,0.1652857142857142,0.8347142857142857,0.4279141299604309,0.2860429350197845,0.2668163614590744,0.3665918192704627,0.8564554838433793,0.9872634410430838,0.9872634410430842,0.8599285714285714
40996,0.8763571428571428,bo_div,3600,25,0.025,0.2,600,6,0.2713142857142857,0.7286857142857143,0.1667666274707492,0.4166166862646255,0.1018084302603697,0.4490957848698152,0.8747511008037975,0.975952596371882,0.9759525963718824,0.8763571428571428
40996,0.8444285714285714,bo_div,3600,25,0.025,0.2,600,4,0.1408333333333333,0.8591666666666665,0.4121101273841421,0.2939449363079289,0.2820890649161879,0.358955467541906,0.840630875622901,0.9853817063492064,0.985381706349207,0.8444285714285714
40996,0.8573571428571428,bo_div,3600,25,0.025,0.2,600,5,0.1261,0.8738999999999999,0.7150878362220225,0.1424560818889887,0.3608608682424627,0.3195695658787686,0.8551824307361151,0.9870442687074832,0.9870442687074836,0.8573571428571428
40996,0.8560000000000001,bo_div,3600,25,0.025,0.2,600,4,0.1293452380952381,0.8706547619047619,0.4629680635132479,0.268515968243376,0.3382418041663815,0.3308790979168092,0.8536020727039986,0.9873576814058956,0.9873576814058962,0.856
41027,0.8235910807508923,bo_div,3600,25,0.025,0.2,600,8,0.1094656403391343,0.8905343596608655,0.8378781831136556,0.0810609084431721,0.5058141104012729,0.2470929447993635,0.8453254220003519,0.9630256997278914,0.9666855900113586,0.8838688085676037
41027,0.8378706670112882,bo_div,3600,25,0.025,0.2,600,6,0.0916034508403986,0.9083965491596012,0.7188610049613474,0.1405694975193263,0.4019904794275825,0.2990047602862087,0.8214544724190072,0.9522567273874568,0.9601899429814772,0.855533244087461
41027,0.9383018897217013,bo_div,3600,25,0.025,0.2,600,9,0.0522832069016808,0.9477167930983192,0.7928602892699237,0.1035698553650379,0.333471228918633,0.3332643855406835,0.9468323730692796,0.9939812441742988,0.9934501009350678,0.9611780455153948
41027,0.8064935619021494,bo_div,3600,25,0.025,0.2,600,3,0.0946378105012643,0.9053621894987356,0.327140088590012,0.3364299557049939,0.14721967385335,0.4263901630733249,0.8261321630222841,0.9684965672825508,0.9681070229138392,0.8728246318607764
41027,0.8549381607927753,bo_div,3600,25,0.025,0.2,600,10,0.1265332936685011,0.8734667063314987,0.7236319774679204,0.1381840112660399,0.4030263938897647,0.2984868030551176,0.7937944299067681,0.945834917227721,0.9553442689608904,0.8298750557786703
41156,0.7950273836196167,bo_div,3600,25,0.025,0.2,600,11,0.1190580503833516,0.8809419496166482,0.753144238535116,0.1234278807324419,0.4681741962580358,0.265912901870982,0.7921626640162109,0.7950273836196166,0.7950273836196166,0.8433734939759037
41156,0.796653286034354,bo_div,3600,25,0.025,0.2,600,8,0.09440619621342516,0.9055938037865748,0.7610081596041641,0.11949592019791799,0.4145514549675777,0.29272427251621114,0.7928187403993856,0.7966532860343539,0.7966532860343539,0.8433734939759037
41156,0.7990571321882002,bo_div,3600,25,0.025,0.2,600,17,0.10442062367115514,0.8955793763288443,0.6656730127217433,0.16716349363912825,0.37339212472596206,0.313303937637019,0.7966357404824331,0.7990571321882002,0.7990571321882002,0.846987951807229
41156,0.7981858352003983,bo_div,3600,25,0.025,0.2,600,9,0.1073627844712182,0.8926372155287817,0.8668348325285203,0.0665825837357397,0.539787303933053,0.2301063480334735,0.8011093564632584,0.7981858352003983,0.7981858352003983,0.8530120481927711
41156,0.8178600323624595,bo_div,3600,25,0.025,0.2,600,12,0.0961299744432274,0.9038700255567724,0.5743059536536496,0.2128470231731751,0.3357308215476836,0.3321345892261582,0.7949560049117554,0.8178600323624594,0.8178600323624594,0.8361445783132531
41166,0.6054668695211877,bo_div,3600,25,0.025,0.2,600,3,0.2596181329674727,0.7403818670325272,0.7385874885490019,0.130706255725499,0.4304006199098621,0.2847996900450689,0.6211902391856832,0.9246745598950544,0.9266051309983884,0.6578631452581032
41166,0.5362657816340808,bo_div,3600,25,0.025,0.2,600,3,0.3055222088835534,0.6944777911164466,0.8019941704273998,0.0990029147863,0.4887882087048131,0.2556058956475934,0.5651724761659807,0.9230725306731962,0.9217667067524004,0.6452581032412965
41166,0.5928678736478188,bo_div,3600,25,0.025,0.2,600,3,0.2715086034413765,0.7284913965586234,0.6007021118066111,0.1996489440966944,0.323878936364085,0.3380605318179575,0.5982538869077679,0.9079731337590576,0.9037620440895034,0.6459440919224833
41166,0.5412020253688274,bo_div,3600,25,0.025,0.2,600,4,0.317841422283199,0.6821585777168009,0.862793321306143,0.0686033393469285,0.5343071581062491,0.2328464209468755,0.5851845838321473,0.9244984405833214,0.9223789532589955,0.6518607442977191
41166,0.6252172650727627,bo_div,3600,25,0.025,0.2,600,6,0.2936831875607387,0.7063168124392614,0.6980692887463779,0.150965355626811,0.3765464596656442,0.311726770167178,0.6599022730562659,0.933399106948317,0.9278770010559412,0.7105127765391871
41168,0.5331558836770608,bo_div,3600,25,0.025,0.2,600,5,0.2287394757269958,0.7712605242730042,0.7029800580208738,0.1485099709895631,0.414803716207644,0.292598141896178,0.5449573330765706,0.8695879677538415,0.8507479013267764,0.7133815011643877
41168,0.5196312348892925,bo_div,3600,25,0.025,0.2,600,3,0.2187257419239267,0.7812742580760733,0.841793485434625,0.0791032572826874,0.5317249897151017,0.2341375051424491,0.5253593882650723,0.8730751191322857,0.8561863764112528,0.7146951692840509
41168,0.508432077518317,bo_div,3600,25,0.025,0.2,600,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5006383116582248,0.7744896784352169,0.7443530361113454,0.6296053024422285
41168,0.5243321657025989,bo_div,3600,25,0.025,0.2,600,4,0.2295137437551004,0.7704862562448995,0.6688460700879744,0.1655769649560128,0.3783952455459565,0.3108023772270217,0.5312168289936892,0.8516796892859396,0.829619268267927,0.7040066877649729
41168,0.5342106327056585,bo_div,3600,25,0.025,0.2,600,7,0.232985580928496,0.7670144190715039,0.5958692592191743,0.2020653703904128,0.4105390821495584,0.2947304589252207,0.5311827378986489,0.8641890383236913,0.83589696580214,0.717143368961605
42769,0.7130415847605752,bo_div,3600,25,0.025,0.2,600,4,0.2029083333333333,0.7970916666666666,0.5354241109531475,0.2322879445234263,0.324592998682323,0.3377035006588385,0.713247873291648,0.7130415847605752,0.7130415847605752,0.714605
42769,0.7449316302518556,bo_div,3600,25,0.025,0.2,600,4,0.1655383333333333,0.8344616666666668,0.5280038935891799,0.23599805320541,0.321633280188531,0.3391833599057344,0.745272200357929,0.7449316302518556,0.7449316302518556,0.746625
42769,0.7369202099529569,bo_div,3600,25,0.025,0.2,600,2,0.21058,0.78942,0.9523525255807392,0.0238237372096303,0.7003464359937784,0.1498267820031107,0.7368386381847745,0.7369202099529569,0.7369202099529569,0.737695
42769,0.7336919621606189,bo_div,3600,25,0.025,0.2,600,2,0.188185,0.811815,0.8789405327440105,0.0605297336279947,0.5601058352290715,0.2199470823854642,0.7340491472485771,0.7336919621606189,0.7336919621606189,0.73553
42769,0.6457184226582463,bo_div,3600,25,0.025,0.2,600,3,0.2297616666666666,0.7702383333333334,0.6995487038858368,0.1502256480570816,0.4067900419440178,0.296604979027991,0.6405582450769672,0.6457184226582462,0.6457184226582462,0.65568
