,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",2.612281084060669,0.891343150379295,0.882054241177797,0.8717617028101227,0.891343150379295,0.8650254555812281,[0.8450194  0.79456522 0.95549174],0.891343150379295,0.882054241177797,[0.93742824 0.84313725 0.86559723],0.9114655498891018,0.954,0.046,0.122,0.823,0.362,0.475
1,3,3,29,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",3.978722333908081,0.9024988844265953,0.8913875657797803,0.8800418183549702,0.9024988844265953,0.8701225235855038,[0.89481145 0.78115183 0.93440428],0.9024988844265953,0.8913875657797803,[0.90585534 0.86043829 0.90786907],0.9187125899950606,0.94,0.06,0.092,0.879,0.518,0.361
2,4,4,16,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.653699159622192,0.895805443998215,0.8901428675863546,0.868644272562653,0.895805443998215,0.8523265874967757,[0.88301679 0.72657005 0.94739292],0.895805443998215,0.8901428675863546,[0.92078071 0.86735871 0.88228918],0.9174687510682208,0.938,0.062,0.101,0.888,0.498,0.358
3,5,5,13,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",5.309489488601685,0.8998215082552432,0.8883966908785571,0.8695367011118584,0.8998215082552432,0.8547423697983182,[0.90853659 0.72162949 0.93406104],0.8998215082552432,0.8883966908785571,[0.89810563 0.85813149 0.90895296],0.9172907691944463,0.934,0.066,0.102,0.898,0.51,0.37
4,6,6,11,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",6.154073715209961,0.8941320838911201,0.8768204173073072,0.8616828213004603,0.8941320838911201,0.8493692726110732,[0.88494594 0.72267206 0.94048981],0.8941320838911201,0.8768204173073072,[0.91618829 0.82352941 0.89074355],0.9094984034725124,0.932,0.068,0.095,0.903,0.54,0.333
5,7,7,25,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",6.850581169128418,0.8923471664435519,0.88038640184887,0.8583561568878215,0.8923471664435519,0.8418243778255347,[0.88960674 0.692891   0.9429754 ],0.8923471664435519,0.88038640184887,[0.90901263 0.84313725 0.88900932],0.9115866993136069,0.93,0.07,0.094,0.908,0.546,0.333
6,8,8,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",7.430728197097778,0.893574297188755,0.8812905354369932,0.860823942427691,0.893574297188755,0.8451536610954088,[0.88817624 0.70395371 0.94333103],0.893574297188755,0.8812905354369932,[0.9141791  0.84198385 0.88770865],0.9122199962725535,0.929,0.071,0.09,0.912,0.564,0.314
7,9,9,13,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.183523178100586,0.8923471664435519,0.8783258268119889,0.8601810389965937,0.8923471664435519,0.8458054521977081,[0.89161727 0.71078431 0.93501477],0.8923471664435519,0.8783258268119889,[0.90671642 0.83621684 0.89204422],0.9100134639401118,0.928,0.072,0.087,0.916,0.578,0.311
8,10,10,28,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.85228967666626,0.891789379741187,0.8778864801990233,0.8583411021677763,0.891789379741187,0.8432201671266184,[0.88618568 0.70223084 0.94124398],0.891789379741187,0.8778864801990233,[0.90958668 0.83506344 0.88900932],0.9099269945677604,0.928,0.072,0.095,0.905,0.554,0.327
9,11,11,15,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",9.84873080253601,0.8897813476126729,0.8776473127099571,0.8552293117823714,0.8897813476126729,0.838528230415602,[0.88817083 0.68679245 0.9406214 ],0.8897813476126729,0.8776473127099571,[0.90729047 0.83967705 0.88597442],0.9095267100784157,0.929,0.071,0.097,0.901,0.544,0.335
