,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,13,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'micro_recall', 'WV:weighting': 'rescaled'}",1.607330083847046,0.937866927592955,0.9364341356210988,0.9343459021960353,0.937866927592955,0.9336111939236403,"[0.92       0.87401575 0.91902834 0.96715328 0.91428571 0.97115385
 0.92424242 0.88607595 0.98237885 0.97777778]",0.937866927592955,0.9364341356210988,"[0.9623431  0.925      0.95378151 0.93639576 0.98765432 1.
 0.915      0.875      0.92916667 0.88      ]",0.9651079466474165,0.942,0.058,0.015,0.998,0.88,0.152
1,3,3,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",3.7646102905273438,0.9368884540117417,0.935564241923862,0.9334680268102244,0.9368884540117417,0.9329988875414233,"[0.92063492 0.86046512 0.90438247 0.96691176 0.92485549 0.97115385
 0.92424242 0.8974359  0.98237885 0.97752809]",0.9368884540117417,0.935564241923862,"[0.9707113  0.925      0.95378151 0.92932862 0.98765432 1.
 0.915      0.875      0.92916667 0.87      ]",0.9645903662974844,0.945,0.055,0.018,0.997,0.852,0.173
2,4,4,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",3.0353682041168213,0.9388454011741683,0.9372379113916491,0.9350365622840963,0.9388454011741683,0.9347687364449477,"[0.92063492 0.84732824 0.90513834 0.97407407 0.92485549 0.97115385
 0.92424242 0.90909091 0.98253275 0.98863636]",0.9388454011741683,0.9372379113916491,"[0.9707113  0.925      0.96218487 0.92932862 0.98765432 1.
 0.915      0.875      0.9375     0.87      ]",0.9656049159529633,0.945,0.055,0.016,0.998,0.863,0.143
3,5,5,5,COS,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'COS'}",9.075670719146729,0.9388454011741683,0.9372379113916491,0.9350365622840963,0.9388454011741683,0.9347687364449477,"[0.92063492 0.84732824 0.90513834 0.97407407 0.92485549 0.97115385
 0.92424242 0.90909091 0.98253275 0.98863636]",0.9388454011741683,0.9372379113916491,"[0.9707113  0.925      0.96218487 0.92932862 0.98765432 1.
 0.915      0.875      0.9375     0.87      ]",0.9656049159529633,0.944,0.056,0.016,0.998,0.869,0.145
4,6,6,182,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_precision', 'WV:weighting': 'logarithmic'}",1.7080695629119873,0.937866927592955,0.9363940885068466,0.9343516605706972,0.937866927592955,0.9338994245778899,"[0.92       0.84732824 0.90438247 0.96691176 0.93567251 0.97115385
 0.92424242 0.90909091 0.98268398 0.97752809]",0.937866927592955,0.9363940885068466,"[0.9623431  0.925      0.95378151 0.92932862 0.98765432 1.
 0.915      0.875      0.94583333 0.87      ]",0.9650891852072407,0.943,0.057,0.015,0.998,0.876,0.136
5,7,7,91,KNN_COMB,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_COMB', 'KNN_COMB:n_neighbors': 45, 'KNN_COMB:p': 2, 'KNN_COMB:weights': 'uniform'}",2.3956854343414307,0.937866927592955,0.9358508022877652,0.9339417903336171,0.937866927592955,0.9336141451913184,"[0.91269841 0.84732824 0.91902834 0.96715328 0.93567251 0.97115385
 0.915      0.90789474 0.98268398 0.97752809]",0.937866927592955,0.9358508022877652,"[0.9623431  0.925      0.95378151 0.93639576 0.98765432 1.
 0.915      0.8625     0.94583333 0.87      ]",0.9649270196342975,0.943,0.057,0.014,0.998,0.883,0.127
6,8,8,11,DS,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DS', 'DS:similarity': 'cosine'}",39.502779722213745,0.937866927592955,0.9358508022877652,0.9339405374863178,0.937866927592955,0.933606128547918,"[0.92       0.84732824 0.91164659 0.96715328 0.93567251 0.97115385
 0.915      0.90789474 0.98268398 0.97752809]",0.937866927592955,0.9358508022877652,"[0.9623431  0.925      0.95378151 0.93639576 0.98765432 1.
 0.915      0.8625     0.94583333 0.87      ]",0.9649271555334062,0.943,0.057,0.014,0.998,0.886,0.126
7,9,9,40,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.41783957804421307}",1.5760080814361572,0.9388454011741683,0.9366876223714472,0.9348627824394915,0.9388454011741683,0.9347937139735147,"[0.91338583 0.84732824 0.91902834 0.96715328 0.93567251 0.97115385
 0.915      0.90789474 0.98268398 0.98863636]",0.9388454011741683,0.9366876223714472,"[0.9707113  0.925      0.95378151 0.93639576 0.98765432 1.
 0.915      0.8625     0.94583333 0.87      ]",0.9654268326735157,0.943,0.057,0.014,0.998,0.883,0.127
8,10,10,10,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'accuracy', 'WV:weighting': 'rescaled'}",1.4709534645080566,0.9388454011741683,0.9371008022877654,0.9351107725420473,0.9388454011741683,0.9346499881970409,"[0.92       0.84732824 0.91164659 0.96715328 0.93567251 0.97115385
 0.92424242 0.90909091 0.98268398 0.97752809]",0.9388454011741683,0.9371008022877654,"[0.9623431  0.925      0.95378151 0.93639576 0.98765432 1.
 0.915      0.875      0.94583333 0.87      ]",0.9655529709280571,0.943,0.057,0.013,0.998,0.888,0.123
9,11,11,18,MIMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MIMV', 'MIMV:threshold': 0.45380716669634946}",1.458101749420166,0.9388454011741683,0.9366876223714472,0.9348627824394915,0.9388454011741683,0.9347937139735147,"[0.91338583 0.84732824 0.91902834 0.96715328 0.93567251 0.97115385
 0.915      0.90789474 0.98268398 0.98863636]",0.9388454011741683,0.9366876223714472,"[0.9707113  0.925      0.95378151 0.93639576 0.98765432 1.
 0.915      0.8625     0.94583333 0.87      ]",0.9654268326735157,0.943,0.057,0.014,0.998,0.887,0.122
