,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,17,17,12,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 17, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.059082269668579,0.8530120481927711,0.8193225665919841,0.8091220291953191,0.8530120481927711,0.8007018109359432,[0.91556291 0.68584071],0.8530120481927711,0.8193225665919841,[0.88621795 0.75242718],0.819322566591984
1,Model,17,17,103,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'GNB:var_smoothing': 9.939079501391509e-08}",1.7420203685760498,0.7771084337349398,0.8013598456559621,0.7448805815160956,0.7771084337349398,0.7350193230560156,[0.93812375 0.53191489],0.7771084337349398,0.8013598456559621,[0.75320513 0.84951456],0.8013598456559621
2,Model,17,17,650,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.05031197595958903}",1.6381967067718506,0.808433734939759,0.7766679113766493,0.7586375283253866,0.808433734939759,0.7469705071492558,[0.89879931 0.5951417 ],0.808433734939759,0.7766679113766493,[0.83974359 0.71359223],0.7766679113766491
3,Model,17,17,597,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'relu', 'MLP:alpha': 3.556636976267548e-05, 'MLP:n_hidden_layers': 1, 'MLP:n_neurons_layer': 48, 'MLP:solver': 'adam', 'MLP:tol': 0.00024187756423816947, 'MLP:beta_1': 0.9, 'MLP:beta_2': 0.999, 'MLP:epsilon': 1e-08, 'MLP:learning_rate_init': 0.0017371555542818639}",3.9602694511413574,0.8096385542168675,0.7059294871794872,0.7220102428435762,0.8096385542168675,0.7493124623267029,[0.84672619 0.65189873],0.8096385542168675,0.7059294871794872,[0.91185897 0.5       ],0.7059294871794871
4,Model,17,17,496,SGD,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SGD', 'SGD:alpha': 0.011234818375776492, 'SGD:average': False, 'SGD:epsilon': 0.0003393046868293575, 'SGD:learning_rate': 'adaptive', 'SGD:loss': 'hinge', 'SGD:penalty': 'l2', 'SGD:power_t': 0.7261013913122393, 'SGD:tol': 0.001445204384147269, 'SGD:eta0': 0.025978721752957203}",2.0838804244995117,0.8012048192771084,0.7637307069952701,0.7481328357907011,0.8012048192771084,0.7376665895499892,[0.89097104 0.58436214],0.8012048192771084,0.7637307069952701,[0.83814103 0.68932039],0.7637307069952702
5,Model,17,17,663,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 5.938365765250407e-10, 'GB:learning_rate': 0.20543675703485884, 'GB:min_samples_leaf': 9}",7.914870977401733,0.8626506024096385,0.8029701891959173,0.8109656693517453,0.8626506024096385,0.8202713815789473,[0.8984375  0.74210526],0.8626506024096385,0.8029701891959173,[0.92147436 0.68446602],0.8029701891959174
6,Model,17,17,570,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 1.3971851485741691e-05, 'GB:learning_rate': 0.1340758121411819, 'GB:min_samples_leaf': 22}",8.672817468643188,0.8566265060240964,0.7908342668658203,0.8009387741117622,0.8566265060240964,0.8133040016760947,[0.89147287 0.73513514],0.8566265060240964,0.7908342668658203,[0.92147436 0.66019417],0.7908342668658204
7,Model,17,17,691,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.0001034670004657855, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 0.6985326194391042, 'DTREE:min_samples_leaf': 9, 'DTREE:min_samples_split': 2}",1.678529977798462,0.8253012048192772,0.7407346900672143,0.7530263760032341,0.8253012048192772,0.7699672846237732,[0.86564885 0.67428571],0.8253012048192772,0.7407346900672143,[0.90865385 0.57281553],0.7407346900672144
8,Model,17,17,320,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 3.377550346932812e-05, 'RF:criterion': 'entropy', 'RF:max_features': 0.8595169975903012, 'RF:min_samples_leaf': 9, 'RF:min_samples_split': 5, 'RF:n_estimators': 87}",17.69133162498474,0.8481927710843373,0.7705921707742096,0.7849917763157895,0.8481927710843373,0.8047291141014858,[0.87957317 0.72988506],0.8481927710843373,0.7705921707742096,[0.92467949 0.61650485],0.7705921707742096
9,Model,17,17,56,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0008577303016251246, 'RF:criterion': 'entropy', 'RF:max_features': 0.13023110978680455, 'RF:min_samples_leaf': 7, 'RF:min_samples_split': 6, 'RF:n_estimators': 105}",8.106765270233154,0.844578313253012,0.7535552028877271,0.7734807214259269,0.844578313253012,0.8054954118981338,[0.86885246 0.74213836],0.844578313253012,0.7535552028877271,[0.93429487 0.57281553],0.7535552028877271
