,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",8.283316850662231,0.6872749099639855,0.6248529576172464,0.6400610533243133,0.6872749099639855,0.6617223121775171,"[0.50400583 0.7442623  0.67910751 0.59413203 0.63172805 0.58477509
 0.70464135 0.90266512 0.58264463 0.68926123]",0.6872749099639855,0.6248529576172464,"[0.46915254 0.64305949 0.7265625  0.41467577 0.63714286 0.62825279
 0.56418919 0.91253417 0.51838235 0.73457792]",0.8026467406525917,0.747,0.253,0.129,0.95,0.704,0.149
1,3,3,8,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",21.591898441314697,0.6913050934659578,0.6225539759772737,0.6458645132783785,0.6913050934659578,0.680319089541128,"[0.51866561 0.75483871 0.65112009 0.58236659 0.66564417 0.59072782
 0.76699029 0.89531368 0.66826923 0.70925471]",0.6913050934659578,0.6225539759772737,"[0.44271186 0.66288952 0.76953125 0.42832765 0.62       0.62931492
 0.53378378 0.92502929 0.51102941 0.70292208]",0.8023651220077122,0.745,0.255,0.142,0.937,0.678,0.157
2,4,4,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",7.461786985397339,0.685645686846167,0.6079943969558944,0.6322985316660107,0.685645686846167,0.6717407067076837,"[0.51854839 0.77454545 0.64779412 0.56603774 0.67536705 0.58692494
 0.78974359 0.87995554 0.57370518 0.70478508]",0.685645686846167,0.6079943969558944,"[0.4359322  0.60339943 0.76475694 0.35836177 0.59142857 0.64365374
 0.52027027 0.92737212 0.52941176 0.70535714]",0.7961919481316155,0.739,0.261,0.151,0.93,0.664,0.157
3,5,5,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",14.158308267593384,0.6860744297719088,0.6112689221666264,0.6379863525961801,0.6860744297719088,0.6811662179607086,"[0.52285952 0.78181818 0.63255327 0.60734463 0.67736758 0.59070005
 0.77884615 0.871413   0.64317181 0.70558799]",0.6860744297719088,0.6112689221666264,"[0.42644068 0.60906516 0.78602431 0.3668942  0.60285714 0.61391397
 0.5472973  0.93674346 0.53676471 0.68668831]",0.7969835746850372,0.734,0.266,0.147,0.933,0.674,0.147
4,6,6,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",17.90727996826172,0.6905333561996227,0.622086704911607,0.6445825560061182,0.6905333561996227,0.6794940540809432,"[0.52155887 0.77960526 0.6420192  0.58684211 0.68372093 0.59979264
 0.75829384 0.87327021 0.63519313 0.71464435]",0.6905333561996227,0.622086704911607,"[0.42644068 0.6713881  0.78385417 0.38054608 0.63       0.61444503
 0.54054054 0.93635299 0.54411765 0.69318182]",0.8017927835480979,0.741,0.259,0.178,0.891,0.613,0.164
5,7,7,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",19.991106510162354,0.6847024524095352,0.6107987167076775,0.6355603884854946,0.6847024524095352,0.675423765363869,"[0.52020636 0.78231293 0.63312369 0.5989011  0.68739771 0.59190988
 0.74761905 0.86910805 0.62946429 0.6941946 ]",0.6847024524095352,0.6107987167076775,"[0.41016949 0.65155807 0.78645833 0.37201365 0.6        0.61391397
 0.53040541 0.93596251 0.51838235 0.68912338]",0.7966041598353619,0.734,0.266,0.171,0.899,0.628,0.157
6,8,8,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",25.017380475997925,0.6797290344709312,0.6028194377449485,0.6290236221660315,0.6797290344709312,0.6724727867995005,"[0.51470588 0.79642857 0.62547202 0.57777778 0.67532468 0.58744162
 0.76884422 0.86671496 0.62222222 0.68979592]",0.6797290344709312,0.6028194377449485,"[0.40338983 0.63172805 0.79079861 0.35494881 0.59428571 0.60116835
 0.51689189 0.93440062 0.51470588 0.68587662]",0.7927595816563561,0.728,0.272,0.164,0.907,0.645,0.148
7,9,9,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",26.22026252746582,0.678185559938261,0.600137915131442,0.6266821670777419,0.678185559938261,0.6702173119786012,"[0.51515152 0.80072464 0.62547073 0.57066667 0.67094703 0.58363542
 0.74509804 0.85862563 0.63551402 0.69633943]",0.678185559938261,0.600137915131442,"[0.39186441 0.62606232 0.79296875 0.36518771 0.59714286 0.59851301
 0.51351351 0.93674346 0.5        0.67938312]",0.7914530328504713,0.726,0.274,0.165,0.908,0.643,0.148
8,10,10,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",27.579455614089966,0.678185559938261,0.6020203817817646,0.6269392968113701,0.678185559938261,0.6669333659425878,"[0.51838879 0.78819444 0.62197202 0.5703125  0.67310789 0.58664547
 0.72115385 0.86208138 0.62962963 0.69784768]",0.678185559938261,0.6020203817817646,"[0.40135593 0.64305949 0.79123264 0.37372014 0.59714286 0.58789166
 0.50675676 0.9347911  0.5        0.68425325]",0.7920742500714261,0.726,0.274,0.181,0.888,0.614,0.161
9,11,11,37,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'logarithmic'}",3.052766799926758,0.6913050934659578,0.6113042335040639,0.6387797943154186,0.6913050934659578,0.6806040729108744,"[0.52043177 0.78467153 0.64945455 0.57281553 0.6796748  0.59733859
 0.78172589 0.88810145 0.61682243 0.71500419]",0.6913050934659578,0.6113042335040639,"[0.45762712 0.60906516 0.77517361 0.40273038 0.59714286 0.64365374
 0.52027027 0.92971496 0.48529412 0.69237013]",0.7986616517444052,0.721,0.279,0.176,0.894,0.625,0.155
10,12,12,36,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'logarithmic'}",2.639439105987549,0.6921625793174413,0.6144615783900226,0.6426852612159516,0.6921625793174413,0.6855357381579108,"[0.51476154 0.77192982 0.65199853 0.56635071 0.68801314 0.5954124
 0.79381443 0.89135338 0.66336634 0.71835708]",0.6921625793174413,0.6144615783900226,"[0.46101695 0.62322946 0.77170139 0.40784983 0.59857143 0.64790228
 0.52027027 0.92581023 0.49264706 0.69561688]",0.7998682752261711,0.719,0.281,0.187,0.883,0.607,0.165
11,13,13,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",38.01903986930847,0.6695249528382782,0.594175712218749,0.6150368710330244,0.6695249528382782,0.649091246382174,"[0.51098901 0.7804878  0.61744739 0.5394402  0.66022544 0.57564378
 0.6744186  0.85857861 0.58921162 0.68447001]",0.6695249528382782,0.594175712218749,"[0.37830508 0.63456091 0.78949653 0.36177474 0.58571429 0.56983537
 0.48986486 0.93401015 0.52205882 0.67613636]",0.7875898322530972,0.716,0.284,0.192,0.88,0.599,0.168
12,14,14,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 14, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",34.51709270477295,0.6687532155719431,0.5944001506937155,0.6135251335724881,0.6687532155719431,0.6438128780107301,"[0.51589464 0.76254181 0.61877133 0.513382   0.6516129  0.57863341
 0.65919283 0.85847367 0.59663866 0.68298755]",0.6687532155719431,0.5944001506937155,"[0.38508475 0.64589235 0.78689236 0.36006826 0.57714286 0.56664896
 0.49662162 0.93557204 0.52205882 0.66801948]",0.7875798482799224,0.715,0.285,0.191,0.881,0.602,0.158
13,15,15,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",38.51514768600464,0.6659235122620477,0.5933790998322048,0.6092577989248167,0.6659235122620477,0.634733662005027,"[0.5124424  0.75       0.61942347 0.50359712 0.64398734 0.58009841
 0.62711864 0.85734819 0.57539683 0.67792422]",0.6659235122620477,0.5933790998322048,"[0.37694915 0.63739377 0.78342014 0.35836177 0.58142857 0.56346256
 0.5        0.93166732 0.53308824 0.66801948]",0.7866461952439081,0.712,0.288,0.215,0.849,0.565,0.172
14,16,16,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 16, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",40.72512888908386,0.6654090207511576,0.5923805689648745,0.6089380910479402,0.6654090207511576,0.6358378576408822,"[0.51391466 0.77586207 0.61745653 0.50847458 0.64696486 0.57768053
 0.62447257 0.85555556 0.56031128 0.67768595]",0.6654090207511576,0.5923805689648745,"[0.37559322 0.63739377 0.78602431 0.35836177 0.57857143 0.56080722
 0.5        0.93205779 0.52941176 0.66558442]",0.7861215043183039,0.708,0.292,0.217,0.848,0.562,0.173
15,17,17,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 17, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",44.18765306472778,0.6621505745155205,0.5897661837909713,0.6063215101375269,0.6621505745155205,0.6326754707276151,"[0.50228311 0.76896552 0.61512145 0.5        0.63793103 0.57615894
 0.62288136 0.85448029 0.57370518 0.67522784]",0.6621505745155205,0.5897661837909713,"[0.37288136 0.63172805 0.78038194 0.35836177 0.58142857 0.55443441
 0.49662162 0.93088637 0.52941176 0.66152597]",0.7845019237255755,0.705,0.295,0.217,0.85,0.563,0.169
16,18,18,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 18, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",51.70778298377991,0.6601783570571086,0.5872811533104103,0.6041349693417933,0.6601783570571086,0.631649247173506,"[0.50233863 0.76712329 0.6116208  0.50847458 0.63067293 0.57182168
 0.62337662 0.85361489 0.57831325 0.6691358 ]",0.6601783570571086,0.5872811533104103,"[0.3640678  0.63456091 0.78125    0.35836177 0.57571429 0.55177908
 0.48648649 0.93127684 0.52941176 0.6599026 ]",0.7831830679310103,0.702,0.298,0.214,0.854,0.568,0.165
