,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,19,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",9.533581733703613,0.8560714285714286,0.8560714285714285,0.8545298314590613,0.8560714285714286,0.8547306945162167,"[0.7585335  0.97686189 0.7433936  0.86550523 0.75504323 0.92482759
 0.67408041 0.93695652 0.95190237 0.9602026 ]",0.8560714285714286,0.8560714285714285,"[0.85714286 0.965      0.76357143 0.88714286 0.74857143 0.95785714
 0.56285714 0.92357143 0.94714286 0.94785714]",0.9200396825396829,0.903,0.097,0.113,0.92,0.566,0.308
1,3,3,8,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",24.86257767677307,0.8565,0.8564999999999999,0.8555477273618874,0.8565,0.8555006128549383,"[0.75675676 0.97833935 0.75376884 0.86546463 0.76637555 0.93226257
 0.65155131 0.92928571 0.95636624 0.96483516]",0.8565,0.8564999999999999,"[0.84       0.96785714 0.75       0.89142857 0.75214286 0.95357143
 0.585      0.92928571 0.955      0.94071429]",0.9202777777777782,0.889,0.111,0.092,0.946,0.652,0.243
2,4,4,14,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",41.59772491455078,0.8577857142857143,0.8577857142857143,0.8561929847838673,0.8577857142857143,0.8572413206507703,"[0.72777437 0.984      0.76186998 0.85538881 0.75483425 0.955105
 0.69937556 0.92765957 0.95156695 0.95483871]",0.8577857142857143,0.8577857142857143,"[0.84785714 0.96642857 0.745      0.89571429 0.78071429 0.94214286
 0.56       0.93428571 0.95428571 0.95142857]",0.920992063492064,0.887,0.113,0.096,0.946,0.644,0.251
3,5,5,8,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",84.1597113609314,0.8556428571428571,0.8556428571428573,0.8538569506126141,0.8556428571428571,0.8572746516008815,"[0.69942197 0.99189388 0.77050414 0.86582809 0.73037323 0.95766423
 0.71705426 0.93100996 0.95350501 0.95549174]",0.8556428571428571,0.8556428571428573,"[0.86428571 0.96142857 0.73142857 0.885      0.81071429 0.93714286
 0.52857143 0.935      0.95214286 0.95071429]",0.9198015873015876,0.883,0.117,0.096,0.948,0.652,0.235
4,6,6,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",19.432563304901123,0.8571428571428571,0.8571428571428571,0.8550342870882586,0.8571428571428571,0.8553908022151614,"[0.78696237 0.98527246 0.75973549 0.84450402 0.72931366 0.95730825
 0.67414722 0.92167832 0.94397759 0.95100865]",0.8571428571428571,0.8571428571428571,"[0.83642857 0.95571429 0.73857143 0.9        0.81214286 0.945
 0.53642857 0.94142857 0.96285714 0.94285714]",0.9206349206349209,0.887,0.113,0.118,0.918,0.594,0.288
5,7,7,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",23.837767124176025,0.8555,0.8554999999999999,0.8539345013514646,0.8555,0.8542329199689582,"[0.77916941 0.99037037 0.76430723 0.85316111 0.73502604 0.96020634
 0.65423729 0.91121817 0.94499295 0.94964029]",0.8555,0.8554999999999999,"[0.84428571 0.955      0.725      0.89642857 0.80642857 0.93071429
 0.55142857 0.94571429 0.95714286 0.94285714]",0.9197222222222228,0.887,0.113,0.133,0.896,0.558,0.321
6,8,8,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",26.50166082382202,0.8557142857142858,0.8557142857142856,0.8540735808607858,0.8557142857142858,0.8541740050153548,"[0.78690715 0.98459281 0.76654275 0.8479294  0.73770492 0.95175439
 0.65957447 0.91182502 0.94009866 0.9548105 ]",0.8557142857142858,0.8557142857142856,"[0.84142857 0.95857143 0.73642857 0.89214286 0.80357143 0.93
 0.55357143 0.95285714 0.95285714 0.93571429]",0.9198412698412702,0.885,0.115,0.123,0.909,0.588,0.276
7,9,9,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",28.871628522872925,0.8545,0.8545,0.8527045310833735,0.8545,0.8528794326110166,"[0.7881016  0.98674521 0.76448737 0.83836351 0.73302872 0.96150999
 0.65544041 0.91196699 0.94283698 0.94631353]",0.8545,0.8545,"[0.84214286 0.95714286 0.735      0.89285714 0.80214286 0.92785714
 0.54214286 0.94714286 0.95428571 0.94428571]",0.9191666666666669,0.884,0.116,0.144,0.883,0.55,0.31
8,10,10,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",30.082801580429077,0.8539285714285715,0.8539285714285715,0.8526522547267683,0.8539285714285715,0.8527888893441926,"[0.78433975 0.98529412 0.77217125 0.84921179 0.73743386 0.95725866
 0.63828062 0.91088435 0.93684211 0.95617239]",0.8539285714285715,0.8539285714285715,"[0.84428571 0.95714286 0.72142857 0.885      0.79642857 0.92785714
 0.56214286 0.95642857 0.95357143 0.935     ]",0.9188492063492071,0.882,0.118,0.146,0.878,0.546,0.313
9,11,11,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",40.345309257507324,0.8531428571428571,0.853142857142857,0.851597288701383,0.8531428571428571,0.8518245062766793,"[0.78312459 0.98670606 0.77241379 0.83997299 0.73438527 0.95652174
 0.64143095 0.91082369 0.93947924 0.95338674]",0.8531428571428571,0.853142857142857,"[0.84857143 0.95428571 0.72       0.88857143 0.79785714 0.92714286
 0.55071429 0.95571429 0.95357143 0.935     ]",0.9184126984126989,0.879,0.121,0.164,0.86,0.521,0.336
