,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy
0,Fusion,4,4,181,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'relu', 'NN:alpha': 0.0003029797557381425, 'NN:solver': 'lbfgs', 'NN:tol': 0.06557794913070904}",1.6186997890472412,0.8304125967283769
1,Model,4,4,82,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'QDA:reg_param': 0.028605538260446983}",1.5213465690612793,0.8198722303849545
2,Model,4,4,498,LSVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'LSVM', 'LSVM:C': 1.4130310642178798, 'LSVM:loss': 'squared_hinge', 'LSVM:penalty': 'l2', 'LSVM:tol': 0.0014980694195361147}",1.7170522212982178,0.7414663336271917
3,Model,4,4,10,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.5566253555490757, 'AB:n_estimators': 56}",4.195796251296997,0.8015490057792144
4,Model,4,4,576,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.0026529329336637763, 'GB:learning_rate': 0.10090138275523523, 'GB:min_samples_leaf': 23}",7.1844048500061035,0.8061512978744245
