,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,19,19,20,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 19, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.8822541236877441,0.9731404958677686,0.940460194827007,0.8845080763582965,0.9731404958677686,0.8428104575163399,[0.99444444 0.69117647],0.9731404958677686,0.940460194827007,[0.97707424 0.90384615],0.9404601948270069
1,Model,19,19,21,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0008184837521852349, 'RF:criterion': 'entropy', 'RF:max_features': 0.922661496570616, 'RF:min_samples_leaf': 6, 'RF:min_samples_split': 8, 'RF:n_estimators': 87}",12.151439666748047,0.9834710743801653,0.9277796439368492,0.920156717187339,0.9834710743801653,0.912837345003647,[0.99234136 0.83333333],0.9834710743801653,0.9277796439368492,[0.99017467 0.86538462],0.9277796439368492
2,Model,19,19,64,MLP,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLP', 'MLP:activation': 'relu', 'MLP:alpha': 0.0023896501134697233, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 119, 'MLP:solver': 'lbfgs', 'MLP:tol': 0.010612638033671377}",65.42366456985474,0.9824380165289256,0.9272337924084649,0.915913399385804,0.9824380165289256,0.9052573932092005,[0.99233297 0.81818182],0.9824380165289256,0.9272337924084649,[0.98908297 0.86538462],0.9272337924084649
3,Model,19,19,66,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0004529037422329737, 'RF:criterion': 'entropy', 'RF:max_features': 0.8893616434777717, 'RF:min_samples_leaf': 3, 'RF:min_samples_split': 3, 'RF:n_estimators': 184}",17.595283269882202,0.9803719008264463,0.9261420893516963,0.9076442556353976,0.9803719008264463,0.8908949101623433,[0.99231614 0.78947368],0.9803719008264463,0.9261420893516963,[0.98689956 0.86538462],0.9261420893516964
4,Model,19,19,1184,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.013758533606839022, 'GB:learning_rate': 0.1074553192634414, 'GB:min_samples_leaf': 146}",2.7386581897735596,0.9793388429752066,0.9074571716493114,0.9001958964841736,0.9793388429752066,0.8932247345814086,[0.99015317 0.7962963 ],0.9793388429752066,0.9074571716493114,[0.98799127 0.82692308],0.9074571716493114
5,Model,19,19,499,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 5.068877606916744e-10, 'GB:learning_rate': 0.13024923350659004, 'GB:min_samples_leaf': 24}",4.154164791107178,0.9783057851239669,0.9159808532079274,0.8979225983338606,0.9783057851239669,0.8815741329173648,[0.99121844 0.77192982],0.9783057851239669,0.9159808532079274,[0.98580786 0.84615385],0.9159808532079274
6,Model,19,19,785,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.0009326419843090034, 'GB:learning_rate': 0.16346443811477254, 'GB:min_samples_leaf': 141}",3.043372631072998,0.981404958677686,0.9266879408800807,0.9117432530999271,0.981404958677686,0.8979479949874687,[0.99232456 0.80357143],0.981404958677686,0.9266879408800807,[0.98799127 0.86538462],0.9266879408800807
7,Model,19,19,205,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'GB:l2_regularization': 0.0001243354162963874, 'GB:learning_rate': 0.04686113283487418, 'GB:min_samples_leaf': 5}",4.1417810916900635,0.9783057851239669,0.9250503862949278,0.8996519807478712,0.9783057851239669,0.877505547164886,[0.99229923 0.76271186],0.9783057851239669,0.9250503862949278,[0.98471616 0.86538462],0.9250503862949279
8,Model,19,19,527,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0005336909576125558, 'RF:criterion': 'entropy', 'RF:max_features': 0.8522676814913739, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 8, 'RF:n_estimators': 42}",5.016767501831055,0.9793388429752066,0.9165267047363117,0.9019369478888077,0.9793388429752066,0.8884711779448622,[0.99122807 0.78571429],0.9793388429752066,0.9165267047363117,[0.98689956 0.84615385],0.9165267047363117
9,Model,19,19,818,SVM,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'SVM', 'SVM:C': 31.742677716090583, 'SVM:gamma': 0.0013642686606431932, 'SVM:kernel': 'rbf', 'SVM:tol': 7.23145065765458e-05}",1.5631918907165527,0.9772727272727273,0.9063654685925429,0.8921306426776885,0.9772727272727273,0.8789943609022557,[0.99013158 0.76785714],0.9772727272727273,0.9063654685925429,[0.98580786 0.82692308],0.9063654685925429
