task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr
6,0.97925,0.9790925282217848,0.9791586744161693,0.9596079543415029,0.9593436198873377,0.97925,0.9796085462819932,"[0.99253731 1.         0.96794872 0.93491124 0.96753247 0.97902098
 0.99354839 0.98101266 0.93670886 0.96644295 0.94267516 0.97402597
 0.98051948 0.99346405 0.98734177 0.97402597 0.95       0.98666667
 0.99319728 0.99350649 1.         1.         0.9875     0.99333333
 1.         0.99390244]",0.97925,0.9790925282217847,"[0.9047619  0.99367089 0.9869281  0.98136646 0.96753247 0.93959732
 0.98717949 0.98726115 0.97368421 0.97297297 0.98013245 0.96153846
 0.97419355 1.         0.99363057 0.96774194 0.99346405 0.98013245
 0.99319728 0.95031056 0.98639456 0.99367089 0.99371069 0.99333333
 1.         1.        ]",-1,-1
184,0.844440484675695,0.8234284115235623,0.8348978173798123,0.7245341717953067,0.730763299922899,0.844440484675695,0.8537831329073429,"[0.78294574 0.81307339 0.795053   0.94117647 0.83       0.78962536
 0.85220126 0.83783784 1.         0.83551402 0.97363796 0.90625
 0.81866667 0.86104784 0.83381089 0.8        0.85964912 0.83760684]",0.844440484675695,0.8234284115235624,"[0.73722628 0.84505364 0.78397213 1.         0.88297872 0.80116959
 0.89242591 0.79487179 0.8        0.78283713 0.99105546 0.725
 0.77329975 0.87297921 0.80833333 0.5        1.         0.83050847]",-1,-1
554,0.9440714285714286,0.943538202944497,0.9435624940377816,0.8939175926105648,0.894067509977677,0.9440714285714286,0.9438510068652259,"[0.92362598 0.92993631 0.89440559 0.94553377 0.98015365 0.92670895
 0.95701198 0.97343173 0.96453901 0.9431631 ]",0.9440714285714286,0.9435382029444972,"[0.930266   0.92016807 0.93699634 0.95384615 0.97206349 0.94062947
 0.9307745  0.95927273 0.98479363 0.90657165]",-1,-1
1459,0.9452054794520548,0.94591228390144,0.9444906686724994,0.8956006020146298,0.8961038961038961,0.9452054794520548,0.9436457300901481,"[0.95528455 0.93564356 0.94193548 0.94949495 0.88549618 0.9556962
 0.91020408 1.         0.94525547 0.95744681]",0.9452054794520548,0.94591228390144,"[0.97916667 0.945      0.9125     0.94       0.96666667 0.93209877
 0.93697479 0.99009901 0.91519435 0.94142259]",-1,-1
1461,0.875704965166427,0.8086761804091556,0.7515161323443849,0.6342983648610248,0.7788924953280221,0.875704965166427,0.719839677855119,[0.47927136 0.960408  ],0.875704965166427,0.8086761804091556,[0.72117202 0.89618034],0.8086761804091557,0.8086761804091557
1489,0.9278445883441259,0.9083480601846499,0.9121423927178154,0.8406215621562156,0.8654012079378774,0.9278445883441259,0.9162016345563047,[0.94315245 0.88925081],0.9278445883441259,0.9083480601846499,[0.95549738 0.86119874],0.90834806018465,0.90834806018465
1590,0.8449175964786569,0.830199195587716,0.8030531218368393,0.6805897163971293,0.7314781992201347,0.8449175964786569,0.7864586802688873,[0.64058763 0.93232973],0.8449175964786569,0.830199195587716,[0.80196749 0.8584309 ],-1,-1
4135,0.057827281049740616,0.5,0.05466608971585172,0.028913640524870308,0.02977453059941865,0.057827281049740616,0.028913640524870308,[0.05782728 0.        ],0.057827281049740616,0.5,[1. 0.],0.5,0.5
4538,0.7311392405063292,0.6787137726046188,0.6990222651182603,0.542215159797691,0.5762170790103751,0.7311392405063292,0.7370457881026296,[0.80141844 0.7453125  0.69375    0.70889894 0.73584906],0.7311392405063292,0.6787137726046188,[0.565      0.87043796 0.51152074 0.79661017 0.65      ],-1,-1
40668,0.8413262285375962,0.7093712997241525,0.714092467544242,0.5935181705969287,0.7261113949923352,0.8413262285375962,0.7191703220744577,[0.4400978  0.90650182 0.81091135],0.8413262285375962,0.7093712997241526,[0.41860465 0.92321529 0.78629396],-1,-1
40701,0.96,0.8907603266209265,0.9127216869152353,0.8458985301090565,0.9230769230769231,0.96,0.9387509154453004,[0.91056911 0.96693273],0.96,0.8907603266209265,[0.79432624 0.98719441],0.8907603266209265,0.8907603266209265
40926,0.44375,0.44372988361911325,0.4362860091569692,0.28439182246725736,0.285140562248996,0.44375,0.439531387524206,"[0.57142857 0.50976139 0.55223881 0.40740741 0.39226519 0.50690335
 0.4338843  0.33108108 0.31679389 0.37354988]",0.44375,0.44372988361911325,"[0.46       0.58603491 0.46835443 0.54187192 0.36692506 0.6345679
 0.53030303 0.24078624 0.20595533 0.4025    ]",-1,-1
40927,0.2931666666666667,0.2931666666666667,0.27162728344090653,0.16130637872231882,0.17176057025681085,0.2931666666666667,0.30233769175083514,"[0.34504792 0.44680851 0.23943662 0.15853659 0.39058824 0.26701323
 0.2294197  0.37707182 0.25945428 0.31      ]",0.2931666666666667,0.2931666666666667,"[0.18       0.14       0.07083333 0.065      0.415      0.47083333
 0.425      0.455      0.45166667 0.25833333]",-1,-1
40983,0.984504132231405,0.9283254954652335,0.924475306233908,0.8668743228602384,0.9694811800610377,0.984504132231405,0.9207031652747706,[0.8490566  0.99234973],0.984504132231405,0.9283254954652335,[0.86538462 0.99126638],0.9283254954652335,0.9283254954652335
40996,0.8308571428571428,0.8308571428571427,0.8303227169585515,0.7233334696409331,0.7106549364613881,0.8308571428571428,0.8330128850234143,"[0.93484627 0.82901554 0.7250996  0.90027137 0.81404033 0.8904796
 0.7571169  0.99616564 0.8839779  0.5991157 ]",0.8308571428571428,0.830857142857143,"[0.91214286 0.68571429 0.78       0.94785714 0.77857143 0.88857143
 0.89285714 0.92785714 0.91428571 0.58071429]",-1,-1
41027,0.9155510932619366,0.8655068850469329,0.8823853689853665,0.7949021607244259,0.8442547063059356,0.9155510932619366,0.9038776883902123,[0.87517337 0.91225587 0.92420382],0.9155510932619366,0.8655068850469329,[0.727797   0.92508611 0.94363755],-1,-1
41156,0.8710843373493976,0.8508526263380632,0.8347963741143163,0.7240507095595117,0.7716115261472786,0.8710843373493976,0.8225460396924728,[0.7106383  0.93445378],0.8710843373493976,0.8508526263380632,[0.81067961 0.89102564],0.850852626338063,0.850852626338063
41166,0.6634368032927457,0.6122282136942672,0.611638080367743,0.4539558107567041,0.4963751844485789,0.6634368032927457,0.6214946224220179,"[0.72108844 0.63138686 0.71111111 0.55778894 0.61488251 0.46954813
 0.50704225 0.54842474 0.84534271 0.60833053]",0.6634368032927457,0.6122282136942672,"[0.60227273 0.58445946 0.72521246 0.37627119 0.50026553 0.40784983
 0.52941176 0.67142857 0.93908629 0.78602431]",-1,-1
41168,0.6613721860631755,0.564537290415249,0.5359995820385186,0.39558576067973183,0.49406726737443124,0.6613721860631755,0.5240210164493608,[0.13556619 0.79449467 0.55783728 0.60818593],0.6613721860631755,0.564537290415249,[0.25222552 0.7641791  0.72819817 0.51354637],-1,-1
42769,0.64486,0.6380214370952997,0.6364086642300504,0.46914301890366483,0.4758622725327272,0.64486,0.646315532759173,[0.65225454 0.64037652],0.64486,0.6380214370952997,[0.52374064 0.75230223],0.6380214370952997,0.6380214370952997
