,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",4.9430694580078125,0.6767182181883322,0.5715408046289547,0.5440025398902031,0.6767182181883322,0.5555497713727336,[0.07742878 0.63567399 0.70981964 0.79927667],0.6767182181883322,0.5715408046289547,[0.31454006 0.56755818 0.60095012 0.80311486],0.732814820692163,0.788,0.212,0.352,0.633,0.317,0.462
1,3,3,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",4.964994668960571,0.6673434047889174,0.5764252310565033,0.5410773807119775,0.6673434047889174,0.5486605073491954,[0.07264398 0.6332997  0.68241563 0.80628272],0.6673434047889174,0.5764252310565033,[0.32937685 0.5449809  0.65184934 0.77949384],0.7342166577128083,0.781,0.219,0.28,0.725,0.434,0.326
2,4,4,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",4.7918689250946045,0.6829879978503612,0.5846759388018719,0.5503291859134363,0.6829879978503612,0.5510211415014666,[0.08496732 0.65642339 0.66079008 0.80190378],0.6829879978503612,0.5846759388018719,[0.30860534 0.53421327 0.68680014 0.80908501],0.7407401696765622,0.777,0.223,0.24,0.781,0.503,0.272
3,5,5,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",4.914355278015137,0.695348420612647,0.5744919848418116,0.5585934111966294,0.695348420612647,0.5584298867663507,[0.09489917 0.63130683 0.69840695 0.8091066 ],0.695348420612647,0.5744919848418116,[0.23738872 0.61497048 0.65456396 0.79104478],0.7370565144388355,0.777,0.223,0.237,0.789,0.501,0.236
4,6,6,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",4.890066146850586,0.6943930256165284,0.5670636270600086,0.5539704321225314,0.6943930256165284,0.5530697805254623,[0.08668342 0.63049696 0.68530239 0.80979635],0.6943930256165284,0.5670636270600086,[0.20474777 0.61253908 0.66135053 0.78961713],0.7332993520033607,0.773,0.227,0.217,0.815,0.537,0.221
5,7,7,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",4.972541332244873,0.6936764793694393,0.568968625446449,0.5544673406584426,0.6936764793694393,0.5536478718034974,[0.09079755 0.63297101 0.68510638 0.80571654],0.6936764793694393,0.568968625446449,[0.21958457 0.60680792 0.65558195 0.79390006],0.734066002514474,0.771,0.229,0.21,0.827,0.548,0.201
6,8,8,12,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",21.21957015991211,0.7013196393383889,0.5725036894870974,0.5682301628878972,0.7013196393383889,0.5651456585069419,[0.19174041 0.63427927 0.64132796 0.79323499],0.7013196393383889,0.5725036894870974,[0.19287834 0.58614102 0.70139125 0.80960415],0.7360008665204467,0.768,0.232,0.193,0.848,0.582,0.192
7,9,9,100,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'relu', 'NN:alpha': 0.0010124266224895288, 'NN:solver': 'lbfgs', 'NN:tol': 0.0012948704565518537}",125.36513018608093,0.6871678509583806,0.5696200393510551,0.5510850665373972,0.6871678509583806,0.5625192369126863,[0.07079646 0.63668555 0.72591697 0.81667797],0.6871678509583806,0.5696200393510551,[0.2611276  0.6245224  0.61112996 0.78170019],0.7342384512575942,0.767,0.233,0.195,0.849,0.576,0.192
8,10,10,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.009047269821167,0.6948707231145876,0.5727962170275063,0.5582521301340796,0.6948707231145876,0.5566819029842036,[0.0994832  0.62935323 0.69184182 0.80604935],0.6948707231145876,0.5727962170275063,[0.22848665 0.61514415 0.65897523 0.78857884],0.7358111342686052,0.768,0.232,0.205,0.837,0.554,0.194
9,11,11,16,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'tanh', 'NN:alpha': 2.1144203295472758e-05, 'NN:solver': 'lbfgs', 'NN:tol': 0.0008276802891061617}",256.13743591308594,0.6900340359467367,0.5662438116839328,0.5512122780266321,0.6900340359467367,0.5618314662256025,[0.06644239 0.63915136 0.72543582 0.8162963 ],0.6900340359467367,0.5662438116839328,[0.23442136 0.62261202 0.62130981 0.78663206],0.7334188727127838,0.766,0.234,0.196,0.85,0.574,0.19
10,12,12,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 12, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.342471122741699,0.6912282796918852,0.5742530695251933,0.5557485562303819,0.6912282796918852,0.5546954104933121,[0.09610984 0.63476815 0.68714489 0.80075877],0.6912282796918852,0.5742530695251933,[0.24925816 0.59673498 0.65659993 0.79441921],0.736014144408815,0.765,0.235,0.2,0.846,0.565,0.189
11,13,13,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 13, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.104080677032471,0.6896160506359348,0.5784682063536031,0.5565292784787094,0.6896160506359348,0.5550385567913041,[0.10098793 0.63723826 0.68506723 0.79686081],0.6896160506359348,0.5784682063536031,[0.27299703 0.58666204 0.65693926 0.7972745 ],0.7375538171445449,0.765,0.235,0.211,0.832,0.545,0.192
12,14,14,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 14, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.16230583190918,0.6877052606436974,0.5799674082946038,0.5553360693334535,0.6877052606436974,0.5538725589612286,[0.09968847 0.63884615 0.68044849 0.79650712],0.6877052606436974,0.5799674082946038,[0.28486647 0.57693644 0.65897523 0.7990915 ],0.7381550019089929,0.764,0.236,0.219,0.82,0.53,0.191
13,15,15,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.290163516998291,0.6685973607213233,0.5862545782414594,0.5434743278089559,0.6685973607213233,0.550955510358481,[0.07943626 0.65027203 0.67955416 0.79455959],0.6685973607213233,0.5862545782414594,[0.36795252 0.51893018 0.66202918 0.79610642],0.73914724219163,0.762,0.238,0.219,0.823,0.53,0.188
14,16,16,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 16, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.075214147567749,0.6666865707290858,0.5866874635825151,0.5425999639170169,0.6666865707290858,0.5497716353878015,[0.07979734 0.64787511 0.6761344  0.7952797 ],0.6666865707290858,0.5866874635825151,[0.37388724 0.51893018 0.66236851 0.79156392],0.7389789534498692,0.762,0.238,0.218,0.825,0.531,0.183
15,17,17,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 17, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.2036895751953125,0.664716068549591,0.585313088616559,0.540588148984246,0.664716068549591,0.549588003665207,[0.07590361 0.65408526 0.67344127 0.79492188],0.664716068549591,0.585313088616559,[0.37388724 0.51163598 0.66338649 0.79234263],0.7384365274527921,0.761,0.239,0.224,0.816,0.52,0.182
16,18,18,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 18, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.371341705322266,0.6579685913895026,0.5798440726895839,0.535048706756025,0.6579685913895026,0.5481604542566691,[0.06980609 0.65535549 0.67865875 0.78882148],0.6579685913895026,0.5798440726895839,[0.37388724 0.49305314 0.65931456 0.79312135],0.7348229714370352,0.76,0.24,0.219,0.824,0.531,0.173
17,19,19,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 19, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.539071083068848,0.6521765092255329,0.5844925979254679,0.5319124627723484,0.6521765092255329,0.5477046965012823,[0.0704154  0.65752427 0.67371706 0.78916205],0.6521765092255329,0.5844925979254679,[0.41246291 0.47047586 0.65931456 0.79571707],0.7364526170612956,0.759,0.241,0.219,0.825,0.531,0.17
18,20,20,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 20, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",5.558055400848389,0.6489520511136323,0.5851806206781751,0.5301340052357661,0.6489520511136323,0.5471638180014201,[0.06989247 0.65860281 0.67219917 0.78796081],0.6489520511136323,0.5851806206781751,[0.42433234 0.46335533 0.65965389 0.79338092],0.7362990958193762,0.759,0.241,0.226,0.812,0.517,0.168
