,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",7.0181989669799805,0.6862459269422054,0.6290260174130051,0.643351143842192,0.6862459269422054,0.6649739036122881,"[0.50840979 0.73482428 0.66989117 0.60477454 0.64985591 0.58067633
 0.69731801 0.90042129 0.62978723 0.67378049]",0.6862459269422054,0.6290260174130051,"[0.45054201 0.65155807 0.72135417 0.3890785  0.64428571 0.63834307
 0.61486486 0.91800078 0.54411765 0.71811535]",0.803465496740894,0.743,0.257,0.126,0.953,0.712,0.146
1,3,3,8,BKS,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BKS'}",22.230515956878662,0.6911335962956611,0.6180771577153379,0.6444444717400961,0.6911335962956611,0.688253723868314,"[0.52967228 0.74683544 0.63998551 0.58695652 0.68820679 0.58809747
 0.8195122  0.88233124 0.69270833 0.70823146]",0.6911335962956611,0.6180771577153379,"[0.40514905 0.66855524 0.76692708 0.36860068 0.60857143 0.66648964
 0.56756757 0.93401015 0.48897059 0.70593014]",0.8004567300441883,0.745,0.255,0.141,0.937,0.681,0.147
2,4,4,1,DTEMP,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTEMP', 'DTEMP:similarity': 'euclidean'}",7.95439887046814,0.6863316755273537,0.6139142246841828,0.6382785865446747,0.6863316755273537,0.6760446841732868,"[0.5149314  0.76512456 0.64021938 0.58725762 0.70646766 0.59279368
 0.76785714 0.87932303 0.61842105 0.68805132]",0.6863316755273537,0.6139142246841828,"[0.43224932 0.60906516 0.75998264 0.36177474 0.60857143 0.637812
 0.58108108 0.93322921 0.51838235 0.69699431]",0.797952583292955,0.74,0.26,0.15,0.93,0.665,0.162
3,5,5,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",14.640005826950073,0.6866746698679472,0.614762901686564,0.6396566406935302,0.6866746698679472,0.6798190295232348,"[0.52173913 0.77351916 0.63248162 0.61253561 0.6829653  0.60145682
 0.77477477 0.86530172 0.63926941 0.69414674]",0.6866746698679472,0.614762901686564,"[0.41463415 0.62889518 0.78428819 0.3668942  0.61857143 0.61391397
 0.58108108 0.94064818 0.51470588 0.68399675]",0.7981482887823868,0.735,0.265,0.147,0.932,0.673,0.152
4,6,6,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",15.821977138519287,0.6906191047847711,0.6269467481083998,0.6484849320264764,0.6906191047847711,0.6813885207581263,"[0.53111679 0.76282051 0.63838965 0.59536082 0.69598765 0.60805861
 0.77678571 0.86731392 0.64732143 0.69073011]",0.6906191047847711,0.6269467481083998,"[0.42208672 0.67422096 0.77083333 0.39419795 0.64428571 0.61710037
 0.58783784 0.9418196  0.53308824 0.68399675]",0.8031853633411438,0.742,0.258,0.178,0.889,0.611,0.169
5,7,7,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",18.167938470840454,0.6869319156233922,0.6203201027382492,0.643017786730051,0.6869319156233922,0.6793380095652729,"[0.52539405 0.75641026 0.63629868 0.59504132 0.70015949 0.60410256
 0.78026906 0.86174785 0.6559633  0.67799353]",0.6869319156233922,0.6203201027382492,"[0.40650407 0.66855524 0.77300347 0.36860068 0.62714286 0.62559745
 0.58783784 0.93947677 0.52573529 0.68074736]",0.800069245116333,0.736,0.264,0.172,0.897,0.625,0.16
6,8,8,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",20.310696840286255,0.6852169439204253,0.619673283368133,0.6415606274259483,0.6852169439204253,0.6758941323261397,"[0.52966841 0.76190476 0.63056644 0.58933333 0.69856459 0.60479666
 0.74782609 0.85831549 0.65581395 0.68215159]",0.6852169439204253,0.619673283368133,"[0.41124661 0.67988669 0.76822917 0.37713311 0.62571429 0.61603824
 0.58108108 0.93908629 0.51838235 0.67993501]",0.7994263761429736,0.733,0.267,0.174,0.898,0.623,0.159
7,9,9,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",22.826425552368164,0.6836734693877551,0.6177904760656331,0.6392886437768561,0.6836734693877551,0.6729946099215357,"[0.52254642 0.75728155 0.63124336 0.57853403 0.69230769 0.60729387
 0.74449339 0.85420362 0.66063348 0.68140868]",0.6836734693877551,0.6177904760656331,"[0.4004065  0.66288952 0.7734375  0.37713311 0.63       0.61019649
 0.57094595 0.94025771 0.53676471 0.67587327]",0.7984468354075049,0.732,0.268,0.191,0.877,0.593,0.173
8,10,10,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",25.997636079788208,0.6788715486194478,0.6107030929026565,0.6335046533852633,0.6788715486194478,0.6697052513449105,"[0.51687389 0.7615894  0.623637   0.56266667 0.6928     0.60263852
 0.74887892 0.84957627 0.66055046 0.67784137]",0.6788715486194478,0.6107030929026565,"[0.39430894 0.65155807 0.76953125 0.36006826 0.61857143 0.60647902
 0.56418919 0.93947677 0.52941176 0.67343623]",0.7948826667862667,0.728,0.272,0.183,0.886,0.609,0.165
9,11,11,2,NB,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NB'}",29.677947521209717,0.6777568170125193,0.6099030870452756,0.6306461598050548,0.6777568170125193,0.6636812238783002,"[0.52162162 0.76510067 0.621669   0.56349206 0.68471338 0.6027689
 0.73799127 0.84889045 0.61016949 0.68039539]",0.6777568170125193,0.6099030870452756,"[0.39227642 0.64589235 0.76953125 0.36348123 0.61428571 0.60116835
 0.57094595 0.94103866 0.52941176 0.67099919]",0.794389180548269,0.725,0.275,0.195,0.874,0.59,0.174
