,model type,k,wanted k,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo
0,Fusion,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",7.093140363693237,0.9046776512219397,0.8275417755171854,0.7929399358238769,0.9046776512219397,0.7677488707507164,[0.96247241 0.57302534],0.9046776512219397,0.8275417755171854,[0.92824045 0.7268431 ],0.8275417755171854
1,Model,10,10,147,MNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MNB', 'Enc:ENC:encoder': 'one-hot', 'MNB:alpha': 7.038074306214488, 'MNB:fit_prior': False}",6.242207050323486,0.699767776180471,0.6967527133223566,0.5776901568636253,0.699767776180471,0.5899057829443276,[0.94510135 0.23471021],0.699767776180471,0.6967527133223566,[0.70068879 0.69281664],0.6967527133223564
2,Model,10,10,85,QDA,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'QDA', 'Enc:ENC:encoder': 'one-hot', 'QDA:reg_param': 0.8685180130242722}",5.741880893707275,0.7462125400862546,0.7513401190559331,0.6248098598298082,0.7462125400862546,0.6205089795720539,[0.95872299 0.28229497],0.7462125400862546,0.7513401190559331,[0.74464621 0.75803403],0.751340119055933
3,Model,10,10,280,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.0001598522794135604, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 0.36070900659151883, 'DTREE:min_samples_leaf': 9, 'DTREE:min_samples_split': 3, 'Enc:ENC:encoder': 'one-hot'}",9.663074254989624,0.9113126174941945,0.7513542050134172,0.769507710105132,0.9113126174941945,0.7920592702867897,[0.94062078 0.64349776],0.9113126174941945,0.7513542050134172,[0.96017533 0.54253308],0.7513542050134172
4,Model,10,10,266,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.56923132888792, 'AB:n_estimators': 57, 'Enc:ENC:encoder': 'one-hot'}",79.15613007545471,0.9034612407386929,0.6653238645712128,0.7045396033428684,0.9034612407386929,0.7915776804931869,[0.91943855 0.66371681],0.9034612407386929,0.6653238645712128,[0.97620539 0.35444234],0.6653238645712128
5,Model,10,10,137,KNN_CLASS,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'KNN_CLASS', 'Enc:ENC:encoder': 'one-hot', 'KNN_CLASS:n_neighbors': 1, 'KNN_CLASS:p': 1, 'KNN_CLASS:weights': 'uniform'}",115.72772169113159,0.8596704633418113,0.638887481608356,0.64501410206539,0.8596704633418113,0.6521886515421342,[0.91508035 0.38929696],0.8596704633418113,0.638887481608356,[0.92711334 0.35066163],0.6388874816083561
6,Model,10,10,121,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 2.3830072410197745e-05, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.2440112130765681, 'XT:max_features': 0.9119131155997021, 'XT:min_samples_leaf': 1, 'XT:min_samples_split': 5, 'XT:n_estimators': 28}",48.61298656463623,0.9065575583324118,0.7113541695026,0.7407434172970946,0.9065575583324118,0.7860367937177706,[0.93063932 0.64143426],0.9065575583324118,0.7113541695026,[0.9661866  0.45652174],0.7113541695026
7,Model,10,10,313,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.0006013123131535928, 'GB:learning_rate': 0.42095537956931656, 'GB:min_samples_leaf': 22}",12.159173488616943,0.9114232002653987,0.7337880098909463,0.7603369820565482,0.9114232002653987,0.797827745683916,[0.93602816 0.65962733],0.9114232002653987,0.7337880098909463,[0.96568566 0.50189036],0.7337880098909463
8,Model,10,10,208,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 2.357046722775815e-05, 'GB:learning_rate': 0.2152522685046754, 'GB:min_samples_leaf': 110}",24.645436763763428,0.9114232002653987,0.7296882860467346,0.7580344890168307,0.9114232002653987,0.7993332078679157,[0.93497215 0.66369427],0.9114232002653987,0.7296882860467346,[0.96693801 0.49243856],0.7296882860467346
9,Model,10,10,190,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 9.578393376861179e-05, 'GB:learning_rate': 0.276293788981713, 'GB:min_samples_leaf': 25}",22.61182999610901,0.9112020347229901,0.7324328579224042,0.7592809558763738,0.9112020347229901,0.7974356247847192,[0.93569522 0.65917603],0.9112020347229901,0.7324328579224042,[0.9658109  0.49905482],0.7324328579224041
10,Model,10,10,314,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 0.009153250301914589, 'GB:learning_rate': 0.4908061017294729, 'GB:min_samples_leaf': 49}",20.713128566741943,0.9055623133915736,0.7284194253639562,0.7495800134115544,0.9055623133915736,0.7776826930825285,[0.93508237 0.62028302],0.9055623133915736,0.7284194253639562,[0.95967439 0.49716446],0.7284194253639563
