,size,true size,rid,algorithm,configuration,runtime,accuracy,balanced_accuracy,f1_macro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,doublefault_norm,doublefault,disagreement,yulesq,correlation,kappa-error
0,2,2,35,NN,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'NN', 'NN:activation': 'logistic', 'NN:alpha': 1.076669858229345e-05, 'NN:solver': 'lbfgs', 'NN:tol': 1.074729772068548e-05}",1.5730466842651367,0.9834710743801653,0.9368491770238495,0.9215495583110462,0.9834710743801653,0.9074248120300752,[0.99342105 0.82142857],0.9834710743801653,0.9368491770238495,[0.98908297 0.88461538],0.9368491770238495,0.991,0.009,0.013,0.99,0.574,0.38
1,3,3,16,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 3, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.1504850387573242,0.9834710743801653,0.9640577762848506,0.9254337820401718,0.9834710743801653,0.8935056611835077,[0.99668874 0.79032258],0.9834710743801653,0.9640577762848506,[0.98580786 0.94230769],0.9640577762848506,0.99,0.01,0.011,0.994,0.634,0.335
2,4,4,14,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 4, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.0888221263885498,0.981404958677686,0.962966073228082,0.9174687381583932,0.981404958677686,0.8811532079646018,[0.99668142 0.765625  ],0.981404958677686,0.962966073228082,[0.98362445 0.94230769],0.962966073228082,0.991,0.009,0.01,0.995,0.643,0.349
3,5,5,39,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.077331781387329,0.981404958677686,0.962966073228082,0.9174687381583932,0.981404958677686,0.8811532079646018,[0.99668142 0.765625  ],0.981404958677686,0.962966073228082,[0.98362445 0.94230769],0.962966073228082,0.99,0.01,0.009,0.996,0.685,0.313
4,6,6,18,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 6, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.1760995388031006,0.9783057851239669,0.9703980517299295,0.9074380165289256,0.9783057851239669,0.8612064935274298,[0.99777531 0.72463768],0.9783057851239669,0.9703980517299295,[0.97925764 0.96153846],0.9703980517299295,0.991,0.009,0.011,0.993,0.633,0.42
5,7,7,20,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 7, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.151670217514038,0.9752066115702479,0.9687604971447766,0.8966032898953216,0.9752066115702479,0.8461061507936507,[0.99776786 0.69444444],0.9752066115702479,0.9687604971447766,[0.97598253 0.96153846],0.9687604971447766,0.991,0.009,0.011,0.993,0.637,0.406
6,8,8,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 8, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.21635103225708,0.9731404958677686,0.9676687940880081,0.8896430763834078,0.9731404958677686,0.8367192696051756,[0.99776286 0.67567568],0.9731404958677686,0.9676687940880081,[0.97379913 0.96153846],0.9676687940880082,0.991,0.009,0.012,0.991,0.612,0.44
7,9,9,23,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 9, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.1853580474853516,0.9731404958677686,0.9676687940880081,0.8896430763834078,0.9731404958677686,0.8367192696051756,[0.99776286 0.67567568],0.9731404958677686,0.9676687940880081,[0.97379913 0.96153846],0.9676687940880082,0.991,0.009,0.012,0.991,0.603,0.455
8,10,10,10,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.3659534454345703,0.9731404958677686,0.9676687940880081,0.8896430763834078,0.9731404958677686,0.8367192696051756,[0.99776286 0.67567568],0.9731404958677686,0.9676687940880081,[0.97379913 0.96153846],0.9676687940880082,0.991,0.009,0.011,0.992,0.632,0.425
9,11,11,20,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 11, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.3037431240081787,0.9731404958677686,0.9676687940880081,0.8896430763834078,0.9731404958677686,0.8367192696051756,[0.99776286 0.67567568],0.9731404958677686,0.9676687940880081,[0.97379913 0.96153846],0.9676687940880082,0.99,0.01,0.011,0.993,0.641,0.41
